ra,dec,z
323.235025182,-6.514063355,0.0517907
324.014753574,-6.624673957,0.0602425
324.52704699,-6.72177661,0.0528662
324.992559289,-6.739289609,0.0523113
325.002978486,-6.723644449,0.0507963
325.473938336,-6.708835983,0.0229623
325.752100992,-6.82581621,0.0577104
325.792302923,-6.78428866,0.0569073
327.129191488,-7.055249882,0.0593624
327.215811529,-6.947731931,0.0595924
328.300712138,-7.13569603,0.04915
328.634185353,-7.156705225,0.0591742
328.613900835,-7.18587133,0.0663854
328.998551979,-7.080718911,0.0631519
316.111680931,9.111304502,0.0595193
316.465221959,9.046216037,0.0614672
315.962284821,9.527272643,0.0598142
316.209322131,9.419954689,0.061363
316.438748501,9.87180559,0.0493646
315.56512816,10.193900201,0.0538941
315.601174867,10.174699743,0.04738
315.720714318,10.217563214,0.0622505
315.967929813,10.349868034,0.0521767
315.474853575,10.515424695,0.0493427
316.038223925,10.71814874,0.0304194
316.281059744,10.829559796,0.0473949
315.533457258,11.075098845,0.0431628
322.278144918,10.195918376,0.0561753
322.349129646,10.213168926,0.0617684
322.477347079,10.267745115,0.0525752
322.476245688,10.244119477,0.0471613
323.489215221,10.371982271,0.0628452
324.314021439,10.488704693,0.0475065
325.997675742,10.86053026,0.0341281
326.948576365,11.00026821,0.0598707
327.606931759,11.005606706,0.0598935
329.375154384,11.36730688,0.0455164
330.003450996,11.408316788,0.0452341
330.514815275,11.456727298,0.0450252
331.666383724,11.629768689,0.0657652
332.315472953,11.783184273,0.065405
332.798735499,11.800745236,0.0270248
332.840127063,11.781706019,0.0608851
334.505899921,12.006359446,0.0655163
338.53263817,12.571089428,0.0495065
343.163653288,13.011463908,0.0317265
344.039238341,13.097631954,0.0374355
345.22021813,13.177749247,0.0272093
345.296142495,13.159045033,0.0483571
345.331128796,13.196000775,0.0620656
346.55740609,13.292139604,0.0480475
347.298439308,13.453037544,0.0396941
349.570651434,13.574056285,0.0395252
351.139346523,13.646737392,0.0668945
352.524784209,13.672152572,0.0461045
353.102782732,13.79088747,0.0637451
353.094705443,13.715982153,0.0625627
354.000830453,13.796979863,0.0413462
357.413889199,13.922360898,0.0640476
359.265820879,13.968891619,0.0397325
359.519158725,13.985863417,0.0360892
1.756638226,14.106570077,0.0180851
319.27143955,9.972335285,0.0430694
321.392415748,10.474592265,0.0604204
322.296137807,10.52704003,0.06225
322.410664195,10.649006608,0.0627947
322.635915852,10.60616597,0.0650322
323.022406144,10.793941648,0.061208
323.207817443,10.782718148,0.0627157
326.900614331,11.425088619,0.0597227
327.286911371,11.497729976,0.0592762
327.916924118,11.484768823,0.0597656
327.93401374,11.575421558,0.0284732
329.657047745,11.820246732,0.045977
331.28479846,11.986093034,0.0295838
332.907000111,12.255694882,0.060394
332.997676838,12.277945765,0.0609902
341.558935637,13.368989018,0.0630582
342.917979556,13.453700741,0.062142
345.192508091,13.618865467,0.0242099
345.444092736,13.538553442,0.0340966
348.421341201,13.812532718,0.0603345
348.710902097,14.001425323,0.0623614
349.088143138,13.911593023,0.059899
350.564055815,14.080740944,0.0263788
350.983381464,14.138604194,0.0483064
351.547082942,14.030033121,0.0462561
352.348207344,14.204290042,0.0415085
352.931727503,14.152073287,0.0419516
353.712804232,14.285001557,0.063356
353.730130798,14.291965915,0.0621681
353.762418222,14.195617319,0.063118
356.494506292,14.378223974,0.0652285
357.562612248,14.401539569,0.0407787
358.123369298,14.463793022,0.0635041
358.817035638,14.375476755,0.0359976
0.380915005,14.407457473,0.0419108
0.456350605,14.439681027,0.0399585
2.282949719,14.465508897,0.0414301
317.218587248,10.066412682,0.0579161
318.25129227,10.229450277,0.0635715
319.569988948,10.592269854,0.045357
320.45350152,10.656070127,0.0167092
320.70239368,10.773742366,0.0415912
321.24163479,10.861436007,0.0336257
321.283987402,10.93011308,0.0607284
321.306459711,10.895768823,0.0465703
323.345082371,11.264541813,0.0625706
323.57706721,11.214335197,0.0341885
323.74271259,11.29651698,0.0636505
323.743798183,11.328186431,0.0627271
323.929593613,11.322824843,0.0651813
324.399490797,11.449953278,0.0636001
324.456781808,11.404187913,0.0640038
324.657105801,11.49708795,0.0637455
324.973891444,11.58767364,0.0651568
328.152665784,12.004787875,0.0595945
331.411662249,12.422598261,0.0355305
333.65946622,12.852719558,0.0610359
334.685923919,12.910420336,0.066828
338.791576712,13.470725062,0.066077
340.634205267,13.575478782,0.0636242
344.899367369,14.089534034,0.0257052
346.705010587,14.218028844,0.03676
347.644800843,14.254694817,0.040434
347.833790527,14.289720668,0.0392872
348.186074645,14.376626586,0.0398436
349.682482105,14.281234819,0.0557199
349.917264527,14.429865592,0.0462011
349.948613989,14.35362213,0.0636417
350.083216967,14.406654744,0.0520921
351.928551942,14.544730022,0.0310622
352.088178406,14.588902036,0.0464605
352.705081611,14.599457564,0.0406074
353.025029629,14.658849382,0.0520708
353.519802445,14.562665924,0.0535216
353.655193836,14.581585143,0.0652515
353.7726433,14.686604898,0.0643692
353.80017533,14.613757887,0.0540943
355.546136852,14.675414528,0.0651678
355.729572229,14.754767188,0.0234362
356.765790939,14.841763521,0.0220885
2.699554538,14.850357297,0.0419367
317.00614763,10.554541963,0.0574438
319.400957496,10.995583382,0.0454768
322.602186214,11.602390773,0.0507748
322.737977343,11.629591925,0.0542076
322.750674259,11.605011987,0.0532573
322.828843435,11.565342472,0.0468501
323.318617965,11.690067285,0.0472358
324.058955515,11.751270319,0.0636626
327.008485497,12.259652389,0.0597569
327.790856993,12.33703102,0.0276767
328.122105589,12.411381688,0.0278048
333.207243582,13.184982758,0.0643391
333.23110334,13.171369253,0.0634874
335.721131398,13.449788302,0.0360625
337.497883291,13.657392104,0.0644034
339.778801456,14.029550584,0.0634057
340.147021037,13.977300868,0.036709
340.990733084,14.014050066,0.0664809
342.288258374,14.207911239,0.0377993
344.686800913,14.363807909,0.0633953
345.548855962,14.474730498,0.0321341
346.48495834,14.655143514,0.035252
349.53562788,14.847832913,0.0399063
349.91697067,14.860231221,0.0407402
350.634099727,14.936956317,0.063521
350.798989783,14.901437637,0.0371157
351.201029629,15.000068671,0.0307243
355.475710592,15.188078677,0.0663701
0.228131251,15.218724423,0.045798
0.435057816,15.204196638,0.0459373
316.639735946,10.751195434,0.028215
317.013028902,10.925171776,0.0631713
318.23197349,11.195902281,0.0642214
320.238439353,11.513641968,0.0513192
320.51040503,11.629643669,0.0470868
322.83377979,11.98950575,0.0365382
322.707599422,11.91244027,0.0391635
323.265014451,12.010699072,0.0388491
323.504099483,12.104083268,0.0621941
324.011903707,12.234158673,0.0629665
324.094923038,12.236307299,0.0288791
325.086993534,12.354804956,0.0193859
325.595180341,12.498284109,0.0195104
326.357512689,12.618363866,0.0409445
326.482831612,12.545723474,0.059091
330.447469014,13.207918417,0.0300732
331.153130174,13.344514831,0.0610095
332.327328021,13.513488879,0.0271647
333.592415648,13.713408323,0.0603945
334.181776342,13.749354962,0.0666347
339.207716109,14.386949641,0.0174887
342.692144976,14.76485723,0.0663596
344.055742961,14.789232376,0.0630768
344.552041747,14.849251245,0.0302647
344.937055482,14.843963965,0.0630282
346.903414865,14.978032137,0.0533511
347.302171336,15.129381756,0.0607615
347.379438245,15.006978371,0.0233064
348.292415514,15.142197535,0.0400182
349.650908053,15.29967039,0.0256086
351.784971889,15.430520497,0.0635833
354.408915974,15.543731964,0.0564831
356.788330775,15.596741265,0.0262349
356.95082177,15.590963235,0.0663532
357.700578411,15.651171555,0.0346174
357.766792342,15.637336777,0.0661615
357.902693975,15.578886607,0.0264211
357.948043913,15.581927338,0.0368439
358.238804405,15.712452691,0.0479501
359.448221274,15.613677645,0.0379699
359.558174245,15.672739756,0.0636964
359.865054203,15.752469577,0.0457128
1.244721079,15.671730004,0.0373356
1.635741631,15.667973484,0.037013
1.643982568,15.809009676,0.0542562
2.235356454,15.704150577,0.0523132
316.566824332,11.309328468,0.0516454
317.903198577,11.496925699,0.0293823
318.544869227,11.727977587,0.0643837
321.396907707,12.111191648,0.0468348
321.406835886,12.157852207,0.0473134
322.429723286,12.38434278,0.04554
322.604575416,12.331654672,0.0500968
323.105169563,12.547626496,0.0535958
323.352174587,12.461887484,0.0618089
323.316675927,12.556244677,0.0461314
323.800345586,12.548466691,0.0480619
324.564006829,12.738434387,0.045472
324.908099365,12.708991719,0.0585107
326.895466596,13.08750844,0.038554
327.660059347,13.28817207,0.0201641
329.972383005,13.579851714,0.0288196
330.454888494,13.63810808,0.0247666
333.666946118,14.07862978,0.0583442
333.808964039,14.143078043,0.0599817
333.854842506,14.087253034,0.0594321
334.282467055,14.158955013,0.0667547
334.551042319,14.193720495,0.0657776
337.921504762,14.597900389,0.0643205
338.518065035,14.752885438,0.035017
341.615381922,15.075819848,0.0630701
342.572221634,15.030833541,0.0389428
347.020719552,15.494044561,0.0512187
349.198980396,15.583288414,0.0388096
350.468537792,15.693159099,0.0398794
350.66451657,15.734852036,0.0411428
351.480203876,15.828360083,0.0426749
351.684819341,15.714955909,0.0457548
353.101740947,15.847859152,0.0134526
353.747656187,15.891256455,0.0413376
354.671679613,15.954634284,0.0133549
354.608194054,15.940875071,0.0413498
358.260142331,16.088924717,0.0667432
0.310148825,16.178625757,0.0656219
0.473757258,16.137640688,0.0425465
0.934670538,16.186878095,0.0214105
1.110228905,16.062813268,0.0630976
1.350523336,16.049977081,0.0427847
3.091799834,16.242254926,0.0563966
358.681496092,-10.930836919,0.0659851
2.142865795,-10.949321308,0.030352
2.37891037,-10.974895094,0.0664146
2.809902324,-11.033059382,0.0646874
3.951215754,-10.966160386,0.0463616
4.836819807,-10.944124392,0.0236151
4.791577263,-10.885770776,0.0553537
7.902333978,-10.888192436,0.0169292
7.848810251,-11.025346419,0.0540685
7.986561262,-11.01581994,0.0547238
8.999482263,-10.933330308,0.0577192
8.99773058,-11.023126532,0.0564806
9.78486551,-10.975860373,0.0654061
10.16981761,-10.924942175,0.050339
11.934458187,-10.866383149,0.0669953
13.530014537,-10.841914888,0.0259004
14.153217196,-10.756191346,0.0510233
14.169982733,-10.912422608,0.0540257
14.28255022,-10.879964384,0.0515912
14.333526412,-10.83589918,0.0552062
15.357605829,-10.747872222,0.0519504
15.364347609,-10.787466208,0.0492032
15.453364093,-10.756942755,0.0547579
16.068008109,-10.72875839,0.0545649
16.688650387,-10.776922347,0.0418974
16.915995795,-10.794793395,0.0666592
17.195594587,-10.658397049,0.0613495
17.820423612,-10.784217653,0.0667882
18.016155019,-10.60453175,0.0669212
18.15109717,-10.687578952,0.0629261
18.403125114,-10.579373342,0.0522034
19.428321217,-10.676405937,0.0662292
0.217017474,-10.586937579,0.0624657
0.689111339,-10.574857197,0.0586247
1.381048909,-10.482833145,0.0565848
1.658367647,-10.518404907,0.0641318
2.877193151,-10.555149077,0.0627353
3.951927683,-10.604197607,0.0456868
4.231064193,-10.583909795,0.0478761
4.172697462,-10.552786455,0.0174862
4.594038901,-10.481140552,0.0608254
4.824539063,-10.591256169,0.0371175
5.761657427,-10.554410901,0.041292
6.838398538,-10.477751971,0.0483657
7.99809833,-10.612806957,0.054456
8.188448451,-10.450999288,0.0382905
8.884418224,-10.491709749,0.0559367
9.150332924,-10.405004964,0.0568586
9.833867586,-10.482078168,0.0363416
9.918358004,-10.510485071,0.0536116
10.043979327,-10.440610159,0.0272047
10.407967762,-10.541207179,0.0646239
10.46722524,-10.461006845,0.0648021
10.514518409,-10.524103518,0.053262
10.600648164,-10.512714066,0.0536672
10.61081645,-10.40808892,0.0543413
12.645458407,-10.536899334,0.0559086
14.086921088,-10.465115134,0.0582263
14.984898459,-10.313751309,0.0513275
15.046275513,-10.323197703,0.0579444
15.254829539,-10.302280342,0.036003
16.605415241,-10.280703992,0.0573514
17.030683108,-10.371602086,0.0547194
17.641609578,-10.363601181,0.0591169
18.282835919,-10.367143824,0.0649461
19.325795705,-10.132422422,0.0514225
19.540240538,-10.144931376,0.0510959
358.66542183,-10.094901578,0.0645459
358.874022508,-10.063775899,0.0422751
359.078061113,-9.986281167,0.0417876
0.157184377,-10.123073791,0.0645394
1.012451747,-10.043992047,0.061817
1.560468568,-10.100768492,0.054879
2.070017401,-10.127129279,0.0635728
2.495090812,-10.157940633,0.0630267
4.593184066,-10.132078761,0.0657477
7.157631103,-9.998251227,0.0496466
7.158322497,-10.194112818,0.057653
8.511609272,-9.705335701,0.0124505
9.061380276,-9.98955514,0.0561077
9.878426827,-9.983562802,0.0530779
9.928769259,-10.013917326,0.0573621
10.356044836,-10.05547243,0.0647497
10.756870246,-10.028672918,0.0575468
10.869182825,-10.081067172,0.0575899
11.49593298,-10.013205203,0.0556237
12.499231525,-10.034496421,0.0563034
13.219585273,-10.064007802,0.0567775
15.331165457,-9.845276312,0.015315
15.664842399,-9.982792671,0.0554087
15.885696619,-9.987485852,0.0544942
18.630545021,-9.820506594,0.0335223
19.048934997,-9.825736225,0.0429163
19.768161321,-9.688868967,0.0659429
358.767075833,-9.651014315,0.0503276
358.776659014,-9.565314876,0.054967
359.102577582,-9.733718799,0.0360948
359.460137224,-9.718204106,0.0649582
0.082070751,-9.695147894,0.0550451
1.095022791,-9.665464502,0.0555347
2.335872271,-9.662782601,0.0415286
2.83266445,-9.66127474,0.0624129
5.678960162,-9.721271144,0.0593781
5.971248317,-9.786740757,0.0268379
6.310567834,-9.728523637,0.0537665
6.538732881,-9.762627413,0.0520771
6.759405492,-9.635046074,0.0566986
7.186685065,-9.738182322,0.0348148
7.445613068,-9.627414381,0.0477806
8.964743848,-9.685512379,0.0653669
9.239755221,-9.62985775,0.0655399
9.564668464,-9.730123375,0.0575067
9.616671795,-9.626630388,0.0552096
10.701536862,-9.577936801,0.0597823
10.715774942,-9.629952305,0.0195057
11.17237758,-9.598816614,0.0568748
11.298343149,-9.731955581,0.0553769
14.09859803,-9.569707475,0.0505198
17.686908584,-9.459847493,0.0533746
18.268215307,-9.390814329,0.0525161
19.150105265,-9.359131596,0.065985
19.754798177,-9.327388249,0.0654063
21.041602394,-9.303468677,0.0617182
21.366876854,-9.344411675,0.062267
358.49079164,-9.103165237,0.0656072
359.655227482,-9.319681289,0.0650468
0.270395813,-9.154336618,0.0557427
2.371327066,-9.184135963,0.0611907
3.03919855,-9.302415537,0.0616903
3.166603665,-9.23376106,0.0520697
6.432897101,-9.188698214,0.0602954
6.702778405,-9.355319027,0.0356852
7.366609145,-9.338582484,0.0476652
7.724024357,-9.207861821,0.0198716
7.957003548,-9.249762054,0.0545881
8.390102389,-9.194604876,0.0185276
8.491673014,-9.315947821,0.0558642
9.510910924,-9.19011987,0.0370158
9.624033424,-9.322820242,0.0562978
9.769052034,-9.315153319,0.0655752
9.775941207,-9.216688552,0.0651095
9.899132693,-9.1945403,0.0163258
9.845832198,-9.165123497,0.0655038
9.951588043,-9.142946603,0.0374752
10.389223924,-9.156501027,0.0604886
10.554100219,-9.297423887,0.0661501
12.706963922,-9.147139618,0.0439536
13.337153142,-9.172307733,0.0551653
13.438086814,-9.109790223,0.0188555
13.730822783,-9.230961959,0.0574572
13.877369941,-9.196827899,0.0538076
14.101157175,-9.150792781,0.0376486
14.244652792,-9.14568438,0.0495621
14.403084599,-9.240205896,0.0500605
14.370658523,-9.047173837,0.0500785
14.406972034,-9.180251056,0.0565521
14.662806753,-9.197224611,0.0516938
14.779929379,-9.036130159,0.0556796
16.251291373,-9.016180492,0.054151
16.49082446,-9.087375539,0.054876
17.132834312,-9.035419077,0.0534375
17.199568222,-9.015178078,0.0534349
18.633127667,-9.047686189,0.0438728
18.746644517,-9.059071718,0.0429123
18.973383914,-8.985113977,0.0660552
19.039653244,-9.026033575,0.0623
19.059595849,-8.939359383,0.0662597
19.082720374,-8.981737986,0.0651266
19.096619723,-8.90260317,0.0643649
19.620617212,-8.858017106,0.0560383
0.065539466,-8.89108739,0.0559129
0.217540713,-8.744425337,0.0416342
1.832346238,-8.860343866,0.0648331
3.581022705,-8.911432669,0.0525302
4.756221769,-8.84943982,0.0658165
5.802699002,-8.945603329,0.0452496
6.830920671,-8.80595217,0.0406007
8.537736626,-8.751140168,0.0565891
9.178155994,-8.87224227,0.0544366
9.326741589,-8.764789709,0.0532537
9.643441285,-8.766395097,0.0542227
9.778222505,-8.799547743,0.0547772
9.892041551,-8.733432124,0.0540661
9.983506744,-8.734519537,0.0555205
10.640645228,-8.881496488,0.0590703
10.891933202,-8.843660608,0.0498726
11.613623663,-8.793534789,0.0539355
11.661607141,-8.730947473,0.0539572
12.422381139,-8.676088996,0.0558005
12.589391307,-8.732159389,0.0558798
13.314320028,-8.737851383,0.0523983
14.396415628,-8.669639436,0.0506007
14.469964645,-8.7942797,0.0565742
14.721482866,-8.775195494,0.0266896
14.758220014,-8.732864291,0.0553899
15.217230971,-8.724287247,0.0650343
15.600787689,-8.593652312,0.0544539
15.992797365,-8.608749671,0.0381612
16.973439642,-8.64522543,0.0540486
17.105714225,-8.637788928,0.0647807
17.387801414,-8.63042573,0.0538092
17.523593664,-8.55059783,0.0536849
17.539606054,-8.671577574,0.0533427
18.334130576,-8.608529042,0.0424772
18.915490087,-8.600314215,0.065801
19.071449154,-8.645055305,0.0522456
19.278550209,-8.644189228,0.0587028
19.47258154,-8.620972065,0.0427792
316.355897865,8.953101601,0.0607317
31.08737167,-0.004657674,0.0621905
31.543297927,-0.12982268,0.0475252
31.97440003,-0.118053989,0.0661028
35.418843701,0.255256424,0.0249796
316.289305703,8.756422611,0.056464
317.891867051,9.115802874,0.0591888
316.314106143,9.253670092,0.0496294
317.81251926,9.943853581,0.0394649
319.103188023,10.273367639,0.0172631
315.585459877,10.023428105,0.0609283
317.297268958,10.214611674,0.0470883
315.503110982,10.376937961,0.0622162
315.42926158,10.297906357,0.0600038
315.906152445,10.500345595,0.0538377
316.514759924,10.677871501,0.0542186
316.125789825,11.006946842,0.0593854
316.841307285,11.066383604,0.0424723
316.882260144,10.977200716,0.0422713
318.295143308,11.363101478,0.0642161
20.624099618,-0.347824524,0.0458193
345.906991452,-10.479130516,0.0489819
346.793726673,-10.488912323,0.0660697
347.028561411,-10.542668296,0.0328126
347.593616632,-10.440851969,0.0635279
348.101732043,-10.490602822,0.063704
348.108080737,-10.446851728,0.0665158
348.147090595,-10.477484322,0.0646304
348.821976866,-10.568692134,0.0595493
345.851134163,-10.001325394,0.0630289
347.191768485,-10.158027478,0.0656654
347.608330366,-10.133486316,0.0664074
347.527875782,-9.664926354,0.0622337
347.598157042,-9.729260965,0.0648545
347.977760961,-9.586742865,0.0637521
348.079573932,-9.627092759,0.0630884
348.371901435,-9.731074392,0.0598033
346.74234332,-9.28614195,0.0237691
347.653814991,-9.325496602,0.0645245
347.793435685,-9.180458879,0.0601612
347.90901985,-9.228577711,0.0634992
346.826814386,-8.8407667,0.0609462
346.985790406,-8.736076313,0.0471867
347.380063277,-8.881680767,0.0647679
347.86165388,-8.804430989,0.0639467
348.189123793,-8.946641807,0.0641322
348.803699881,-8.85021479,0.0639552
347.120995404,-8.444926005,0.0432077
348.4983336,-8.438912785,0.0640826
348.812860086,-8.439629377,0.063906
354.453084682,-10.710413044,0.0613202
354.490589711,-10.711887263,0.0581759
356.847975603,-10.780939896,0.065166
350.455049826,-10.12787951,0.06433
351.188699149,-10.24896365,0.051263
352.852218125,-10.201487968,0.0657066
352.871763324,-10.343593995,0.0555814
353.761774629,-10.304830992,0.0331831
353.941315234,-10.32015296,0.0605319
354.909466006,-10.305911952,0.0573339
355.193971825,-10.353109843,0.0569746
356.529861835,-10.323481212,0.0501973
357.379495898,-10.371051,0.0660597
357.471398655,-10.501910558,0.0655174
357.474244407,-10.38295066,0.0655898
351.223526758,-9.800664759,0.0524049
351.522705918,-9.882267975,0.0665328
351.696545542,-9.784738733,0.0596355
351.711780428,-9.942451408,0.0523934
353.249835566,-9.973574229,0.0608047
353.348649854,-9.957052982,0.0546064
353.372117364,-9.820807474,0.0668679
353.399839174,-9.821641914,0.054445
353.951192884,-9.920708984,0.0596416
355.349216403,-9.898105233,0.0234507
356.478493069,-9.936286963,0.0666525
358.019689253,-9.998632864,0.0654029
353.996913987,-9.442018054,0.0608948
354.143470264,-9.525553296,0.0228355
355.494025137,-9.61319062,0.0573045
356.188009979,-9.654526241,0.0494088
349.9801958,-8.847058947,0.0600205
350.099296905,-8.987871971,0.0421433
353.936888293,-9.010176953,0.0606193
354.019551403,-8.988456779,0.0524236
357.55421611,-9.23110965,0.0658359
352.219546338,-8.6465166,0.0162024
354.152236094,-8.686545924,0.0601521
354.835694356,-8.619145342,0.0340902
354.931191978,-8.678585115,0.0492455
355.469310842,-8.648208046,0.0343042
355.808224923,-8.799750569,0.047011
356.061032881,-8.828237016,0.0567419
42.389482008,-9.002518567,0.0308581
42.474147827,-9.007953597,0.0549114
43.175725445,-8.804362174,0.0177068
43.352009887,-8.878777869,0.0570128
43.603215098,-8.759565793,0.0572697
44.127928985,-8.746640388,0.0579146
42.483941227,-8.590343887,0.0565378
42.984869002,-8.377073058,0.061948
42.924157398,-8.485828509,0.0622421
42.926032627,-8.442132483,0.0555532
43.097469723,-8.510401823,0.0167549
43.029927064,-8.092735882,0.0568201
35.172235667,-8.267907549,0.0668366
36.691539818,-8.128287256,0.0389
36.790930833,-8.305091242,0.0580557
36.795764453,-8.209349158,0.0580638
37.074972811,-8.254478749,0.0584484
37.130579649,-8.232635699,0.0582437
37.417640622,-8.161881668,0.0592694
40.208441845,-7.975728374,0.0267801
42.845162954,-7.570358011,0.0569511
37.517573955,-7.669152917,0.0313439
37.753591887,-7.778366788,0.0592614
38.977074284,-7.505706742,0.0531141
39.9316694,-7.44513491,0.0464127
40.794170672,-7.320451177,0.0612911
42.696049345,-7.192464719,0.0566931
42.923248666,-7.252512038,0.0445253
43.02059269,-7.0892781,0.0633107
43.088668258,-7.25720107,0.0631682
44.163466003,-7.128704129,0.0626613
44.210228492,-7.098201493,0.0574713
35.428196211,-7.478555329,0.0396177
35.519505066,-7.562201026,0.0399798
36.196249213,-7.458554507,0.0537403
37.524410962,-7.342237145,0.0587995
41.218770445,-6.934557155,0.029611
43.05510133,-6.764911187,0.033001
43.018669727,-6.755872672,0.0339794
46.14183538,-6.353047413,0.0297542
46.260491843,-6.491607054,0.030301
36.751303829,-9.476766372,0.0618491
36.958963274,-9.513491306,0.0545402
37.922281914,-9.300466056,0.0162357
41.190437008,-9.026168748,0.0420974
41.269847636,-8.992286541,0.0549314
41.295237416,-9.118390265,0.0433094
42.042332639,-8.86186278,0.0552473
42.077313894,-8.96046703,0.0365933
35.070524481,-9.139226437,0.0546551
35.354859406,-9.218047594,0.0545812
35.887526007,-9.034279909,0.0667236
36.295933481,-9.127566123,0.0518333
36.697350074,-9.066978362,0.0543093
37.523018307,-8.998117698,0.0163013
39.71387182,-8.70231901,0.0548574
40.067152191,-8.776956516,0.0242746
40.199490624,-8.777463313,0.0551034
40.270753706,-8.663104212,0.0546621
40.303376662,-8.819140848,0.0542396
40.385391186,-8.78858421,0.0547421
41.707321382,-8.594527987,0.0560583
42.147295011,-8.535876206,0.0562529
35.587262521,-8.697859209,0.0542765
35.681558624,-8.719024179,0.0454319
35.937284797,-8.807722914,0.0553518
36.337112024,-8.650557045,0.055642
36.425644289,-8.672520528,0.0523929
36.499721672,-8.604731941,0.057041
37.246580643,-8.515510459,0.03863
37.471670705,-8.564114302,0.0611573
37.748099274,-8.500698657,0.0432371
40.646783585,-8.16503215,0.0448563
41.541507763,-8.236524012,0.0310231
41.792113254,-8.131230995,0.0554053
121.549822602,38.695169195,0.0370746
121.920801987,39.004241911,0.0233453
122.656450739,39.770955103,0.0630654
128.17412684,44.770418153,0.0541673
120.994173079,38.715748951,0.0612028
121.3129309,39.099944003,0.0649194
122.381549745,40.112306166,0.0311125
113.890606749,31.409295419,0.0601039
114.014317568,31.479506805,0.0606095
115.390626705,33.164084455,0.0612288
115.509758744,33.207827915,0.0611799
116.010734219,34.112547723,0.0622197
116.353926028,34.243951484,0.0604538
116.361267614,34.348988205,0.0628762
116.643800163,34.805125426,0.062633
118.105783015,36.455260308,0.0456045
120.015617102,38.684970251,0.0619715
121.204520259,39.877697331,0.0392592
121.505874738,39.964639866,0.039883
121.720343791,40.186349828,0.0573483
121.839198293,40.398323214,0.026358
122.44804852,40.87390587,0.0641906
113.599261701,31.774469411,0.0625278
114.902511488,33.330041171,0.0576169
114.817332628,33.34478377,0.066517
115.875426718,34.729514605,0.0626309
116.367270072,35.230995505,0.0577588
116.7034606,35.590814216,0.0633
117.762705142,36.956654076,0.045689
117.968203728,37.200286212,0.0640987
118.28489883,37.340600336,0.0648491
119.366995225,38.5785431,0.0614015
119.606607056,38.848654168,0.0604518
120.13443739,39.412527977,0.0427668
120.574490341,39.96788799,0.0399712
121.046255535,40.412512054,0.0400937
121.872448795,41.242501356,0.0650286
123.306588896,42.440940642,0.0646874
123.504000855,42.684905202,0.063801
123.968002913,43.186993998,0.059398
124.066396301,43.191396456,0.0641955
124.201930713,43.266401274,0.0370043
124.146144277,43.216818124,0.0565583
125.263502642,44.294411866,0.065741
125.510444101,44.456991796,0.0305184
125.475029369,44.519205669,0.0657102
125.638573546,44.473158593,0.0552854
125.904166142,44.698195696,0.054649
126.872158129,45.512955012,0.0453912
127.178079725,45.742583114,0.0490368
127.476182638,45.9115617,0.0490552
128.26331238,46.751044287,0.0532841
113.251351951,31.86842644,0.0609685
114.070035078,33.122707642,0.0156603
114.471069638,33.554169551,0.0551173
115.819783461,35.177784612,0.0393542
115.946021583,35.523786499,0.0617815
116.212907166,35.719846672,0.0560873
116.567358075,36.229965366,0.0635107
117.482312918,37.35320212,0.0601661
118.041505643,38.018947828,0.0377954
118.256020201,38.064690823,0.0649115
118.410729535,38.111035998,0.0650698
118.763699842,38.786266248,0.0605714
120.225594505,40.066185588,0.0637321
120.151930387,40.16006863,0.0426951
120.587866998,40.543967787,0.0660398
120.68340471,40.508753424,0.0658503
123.429145163,43.218857747,0.0315584
123.735362367,43.598736257,0.0634246
123.728897639,43.602363754,0.0589843
123.98586243,43.860457801,0.059072
124.04136038,43.729357064,0.063807
124.104684671,43.971839848,0.0200554
125.657009957,45.080108869,0.0486069
125.448446694,45.161299783,0.0578065
125.885689602,45.450615183,0.0477931
125.988635027,45.575059591,0.0463069
126.592262037,46.076913617,0.0510955
127.059162718,46.467307092,0.0394831
139.234477057,54.060345721,0.0378247
116.888535012,37.346144468,0.0462213
119.188291423,39.927896658,0.0124386
120.354592871,41.090073947,0.0429097
121.112018077,41.948415266,0.0499008
121.729544137,42.544562835,0.0574316
122.364740948,42.879736854,0.0547354
122.436178433,42.900744981,0.0572368
123.484451001,43.924498876,0.0373098
123.646741706,44.174448963,0.0596061
123.880154697,44.33534801,0.0577295
124.813548947,45.298828841,0.0433174
124.889524061,45.371248517,0.0514628
124.936059762,45.356887713,0.0669566
125.428093648,45.553276948,0.0477041
125.402334454,45.585482382,0.051378
125.82093818,45.896894234,0.0537268
132.384392203,50.874219661,0.0272889
136.503288591,50.699948058,0.0497326
137.684251494,51.32923692,0.0289392
138.025013388,51.474834684,0.0651121
138.21416031,51.631716581,0.0639287
138.314559096,51.575340459,0.0641041
138.929024807,51.89270564,0.0586369
139.439842036,52.267188463,0.0654442
139.541739932,52.287388023,0.0478822
140.074940126,52.5877999,0.0468751
143.629788311,54.161215355,0.0561014
144.419556067,54.343332246,0.0615538
144.88426817,54.615333439,0.0607382
145.891878866,54.891694624,0.0606381
147.052822158,55.355871199,0.0625704
149.599130413,56.327414021,0.0593294
150.468538315,56.579234424,0.0551967
131.229949508,47.745842544,0.028885
134.22475043,49.696249517,0.0557305
136.363294522,50.965486992,0.0544051
136.466191377,51.060411179,0.0605908
136.451698853,51.103626494,0.045503
136.539907494,51.204822789,0.0605045
137.802155541,51.806204763,0.039216
137.759401104,51.949853343,0.0619042
