"name" "ra" "dec"
"Kepler-1533" 295.97556 44.713451
"Kepler-1534" 292.39539 43.869068
"Kepler-1535" 286.61371 38.891972
"Kepler-1536" 291.58517 45.71579
"Kepler-1537" 294.38538 43.82547
"Kepler-1538" 283.3457 45.27446
"Kepler-1539" 284.21942 44.268539
"Kepler-154" 289.78052 49.89653
"Kepler-1540" 283.34448 41.20174
"Kepler-1541" 283.78702 48.02956
"Kepler-1542" 285.72849 42.65453
"Kepler-1544" 297.285 49.21246
"Kepler-1545" 298.89877 47.463089
"Kepler-1547" 283.76407 42.222172
"Kepler-1548" 287.47122 46.080662
"Kepler-1549" 286.05243 39.09605
"Kepler-155" 288.49582 51.08194
"Kepler-1550" 287.76456 38.294701
"Kepler-1551" 295.78552 39.907921
"Kepler-1552" 291.67682 38.874908
"Kepler-1553" 291.91916 39.02227
"Kepler-1554" 286.57617 41.741459
"Kepler-1555" 287.63547 45.716061
"Kepler-1556" 288.397 40.213188
"Kepler-1557" 293.88141 46.838879
"Kepler-1558" 286.81937 46.91169
"Kepler-1559" 292.28659 42.07246
"Kepler-156" 290.29651 37.749489
"Kepler-1560" 292.78461 43.215981
"Kepler-1562" 294.45569 46.743561
"Kepler-1563" 288.57358 51.472752
"Kepler-1564" 290.58612 46.642689
"Kepler-1565" 297.95297 40.806808
"Kepler-1567" 286.69522 40.291809
"Kepler-1568" 289.18265 47.873379
"Kepler-1569" 292.20471 37.221218
"Kepler-157" 291.09723 38.87561
"Kepler-1570" 299.86182 45.827351
"Kepler-1571" 300.93539 45.596539
"Kepler-1572" 281.89731 46.722664
"Kepler-1573" 292.98834 49.48497
"Kepler-1574" 292.15866 49.63776
"Kepler-1575" 293.74326 45.761589
"Kepler-1577" 292.95526 47.573101
"Kepler-1578" 288.302 47.775551
"Kepler-1579" 293.28802 43.514992
"Kepler-158" 284.03223 39.78133
"Kepler-1580" 285.96872 41.363564
"Kepler-1581" 287.37125 39.603569
"Kepler-1582" 289.37668 41.158672
"Kepler-1583" 286.38693 47.016628
"Kepler-1584" 287.7627 43.274429
"Kepler-1585" 296.159 44.56311
"Kepler-1586" 298.20261 44.925831
"Kepler-1587" 292.67773 49.66391
"Kepler-1588" 288.2327 48.002178
"Kepler-1589" 294.4418 40.571678
"Kepler-159" 297.07016 40.86879
"Kepler-1590" 291.40781 48.017891
"Kepler-1591" 296.51666 44.608608
"Kepler-1592" 293.85065 38.397751
"Kepler-1593" 300.48816 44.46067
"Kepler-1594" 293.62308 47.96191
"Kepler-1595" 285.72272 43.00948
"Kepler-1596" 285.5575 49.33007
"Kepler-1597" 288.16397 42.481079
"Kepler-1598" 288.46909 46.78368
"Kepler-1599" 286.22089 41.151249
"Kepler-160" 287.77356 42.869282
"Kepler-1600" 291.39938 38.78775
"Kepler-1601" 285.51294 38.079739
"Kepler-1602" 293.58087 40.427471
"Kepler-1603" 295.32983 42.534962
"Kepler-1604" 285.41061 44.412209
"Kepler-1605" 287.13489 47.488621
"Kepler-1606" 286.37827 43.07325
"Kepler-1608" 295.56357 39.417599
"Kepler-1609" 290.14655 39.665821
"Kepler-161" 290.51648 43.08382
"Kepler-1610" 295.90503 45.40543
"Kepler-1611" 296.51205 49.72776
"Kepler-1612" 291.25027 45.655071
"Kepler-1613" 289.87506 43.420959
"Kepler-1614" 284.87134 49.775909
"Kepler-1615" 286.35922 42.227482
"Kepler-1616" 286.54364 45.304871
"Kepler-1617" 287.93719 46.418491
"Kepler-1618" 295.17538 45.930908
"Kepler-1619" 285.70346 44.422001
"Kepler-162" 297.2789 43.724018
"Kepler-1620" 297.27087 46.928421
"Kepler-1621" 297.5885 43.841221
"Kepler-1622" 297.32889 47.815472
"Kepler-1623" 294.0827 39.556099
"Kepler-1624" 292.57986 37.376411
"Kepler-1625" 295.42935 39.886539
"Kepler-1626" 296.50043 40.72123
"Kepler-1627" 284.05667 41.576729
"Kepler-163" 295.00281 46.987331
"Kepler-1630" 297.5083 43.710949
"Kepler-1631" 294.63257 43.807671
"Kepler-1632" 294.49487 43.91362
"Kepler-1633" 288.5152 44.923229
"Kepler-1634" 294.0434 45.139778
"Kepler-1635" 285.349 45.556179
"Kepler-1636" 294.05762 46.441029
"Kepler-1637" 282.23685 48.154243
"Kepler-1638" 295.48242 48.524441
"Kepler-1639" 283.06863 48.802078
"Kepler-164" 287.78085 47.62991
"Kepler-1640" 294.55789 40.850498
"Kepler-1641" 296.35944 41.574532
"Kepler-1642" 297.21216 43.643719
"Kepler-1643" 300.431 44.751015
"Kepler-1644" 285.47504 48.034931
"Kepler-1645" 297.47946 48.418571
"Kepler-1646" 287.5264 42.912899
"Kepler-1649" 292.50378 41.830421
"Kepler-165" 280.69101 47.809738
"Kepler-1650" 297.72925 42.86692
"Kepler-1651" 283.62885 48.391003
"Kepler-166" 293.16016 48.881191
"Kepler-167" 292.65842 38.34539
"Kepler-168" 294.71017 39.8251
"Kepler-169" 285.99988 40.919319
"Kepler-17" 298.39526 47.81501
"Kepler-170" 284.52118 41.629601
"Kepler-171" 296.77191 41.755539
"Kepler-172" 283.36841 41.821861
"Kepler-173" 294.6467 41.884109
"Kepler-174" 287.43918 43.832088
"Kepler-175" 289.55328 43.876179
"Kepler-176" 294.66797 43.85326
"Kepler-177" 286.04712 45.053211
"Kepler-178" 287.1011 46.896481
"Kepler-179" 298.66373 47.762039
"Kepler-18" 298.07944 44.746319
"Kepler-180" 295.57135 49.774578
"Kepler-181" 296.1514 50.09581
"Kepler-182" 289.83011 50.586239
"Kepler-183" 293.53085 39.315891
"Kepler-184" 291.9519 43.074711
"Kepler-185" 282.46811 43.889912
"Kepler-186" 298.65271 43.955021
"Kepler-187" 299.79645 44.08931
"Kepler-188" 281.27972 44.315529
"Kepler-189" 287.56473 44.305
"Kepler-19" 290.42081 37.851799
"Kepler-190" 288.58405 44.733799
"Kepler-191" 291.18338 45.32317
"Kepler-192" 287.91791 45.592869
"Kepler-193" 296.4986 46.57724
"Kepler-194" 291.97144 47.86417
"Kepler-195" 288.12097 47.966671
"Kepler-196" 284.96851 42.079201
"Kepler-197" 295.22644 50.558979
"Kepler-198" 290.67313 38.69101
"Kepler-199" 295.55942 40.236271
"Kepler-2" 292.24728 47.969521
"Kepler-20" 287.698 42.338718
"Kepler-200" 284.40991 41.237461
"Kepler-201" 293.62604 41.27282
"Kepler-202" 282.97342 41.32201
"Kepler-203" 297.09 41.388031
"Kepler-204" 285.3472 41.761921
"Kepler-205" 285.28711 41.861172
"Kepler-206" 291.63467 41.833858
"Kepler-207" 290.03052 42.16605
"Kepler-208" 293.8902 42.527966
"Kepler-209" 291.16953 42.640808
"Kepler-21" 287.36182 38.714016
"Kepler-210" 292.50339 43.083149
"Kepler-211" 285.43915 43.16848
"Kepler-212" 287.62082 43.141647
"Kepler-213" 290.82419 44.647179
"Kepler-214" 284.75485 44.956032
"Kepler-215" 294.97351 45.213692
"Kepler-216" 293.72806 46.12915
"Kepler-217" 293.03775 46.277519
"Kepler-218" 295.41281 46.266472
"Kepler-219" 288.73898 46.762562
"Kepler-22" 289.2175 47.88446
"Kepler-220" 291.50616 46.895741
"Kepler-221" 296.65475 46.83527
"Kepler-222" 287.9061 46.937771
"Kepler-223" 298.31836 47.279491
"Kepler-224" 290.9343 47.357601
"Kepler-225" 292.19397 47.457088
"Kepler-226" 292.37613 47.880989
"Kepler-227" 291.93423 48.141651
"Kepler-228" 296.28613 48.22467
"Kepler-229" 286.99948 48.37579
"Kepler-23" 294.21893 49.479221
"Kepler-230" 285.71854 48.505859
"Kepler-231" 293.97336 50.53191
"Kepler-232" 295.81616 51.121738
"Kepler-233" 296.36652 51.319519
"Kepler-234" 291.65353 38.494659
"Kepler-235" 286.07913 39.27832
"Kepler-236" 283.86639 39.898079
"Kepler-237" 283.22141 40.421829
"Kepler-238" 287.89713 40.637821
"Kepler-239" 294.20215 40.66341
"Kepler-24" 290.41327 38.34375
"Kepler-240" 291.15878 40.750271
"Kepler-241" 292.91312 41.060921
"Kepler-242" 286.5657 41.808399
"Kepler-243" 285.11047 42.033958
"Kepler-244" 287.24268 42.301369
"Kepler-245" 291.63898 42.436321
"Kepler-246" 296.48343 42.663429
"Kepler-247" 288.64252 43.039291
"Kepler-248" 293.0614 43.58136
"Kepler-249" 296.98505 43.65852
"Kepler-25" 286.6384 39.487881
"Kepler-250" 289.59476 44.141949
"Kepler-251" 296.56622 44.105862
"Kepler-252" 295.57935 44.545959
"Kepler-253" 291.84198 44.858089
"Kepler-254" 288.1647 45.816509
"Kepler-255" 296.06424 45.976841
"Kepler-256" 292.58044 46.097389
"Kepler-257" 297.31598 46.023258
"Kepler-258" 294.06848 46.57933
"Kepler-259" 288.21194 46.615002
"Kepler-26" 284.94098 46.56654
"Kepler-260" 291.92596 38.014118
"Kepler-261" 291.36478 37.609169
"Kepler-262" 290.72867 37.252651
"Kepler-263" 292.46976 37.567791
"Kepler-264" 292.04462 37.37624
"Kepler-265" 290.51047 41.24482
"Kepler-266" 294.48438 44.166908
"Kepler-267" 299.83041 47.157459
"Kepler-268" 291.97617 38.05508
"Kepler-269" 290.21518 41.77597
"Kepler-27" 292.23676 41.08588
"Kepler-270" 282.2001 44.422298
"Kepler-271" 283.00296 44.284229
"Kepler-272" 299.12753 47.59383
"Kepler-273" 291.30222 47.697762
"Kepler-274" 292.92276 38.47728
"Kepler-275" 292.47971 38.514919
"Kepler-276" 293.56815 39.03632
"Kepler-277" 286.58316 39.077202
"Kepler-278" 290.10718 38.702229
"Kepler-279" 287.3912 42.194832
"Kepler-28" 292.13702 42.42942
"Kepler-280" 291.3905 42.180592
"Kepler-281" 294.10818 44.770699
"Kepler-282" 284.67728 44.79768
"Kepler-283" 293.61371 47.839001
"Kepler-284" 293.14648 47.729649
"Kepler-285" 291.3909 48.065609
"Kepler-286" 290.67615 48.294289
"Kepler-287" 290.92746 48.44355
"Kepler-288" 288.91644 39.594711
"Kepler-289" 297.46533 42.882839
"Kepler-29" 298.34833 47.49123
"Kepler-290" 286.41 42.681549
"Kepler-291" 287.91635 42.437302
"Kepler-292" 295.76614 42.424278
"Kepler-293" 286.35806 42.406509
"Kepler-294" 287.392 46.059311
"Kepler-295" 285.34583 45.367779
"Kepler-296" 286.54001 49.437328
"Kepler-297" 283.20917 48.777641
"Kepler-298" 283.03979 48.825359
"Kepler-299" 283.20697 48.580502
"Kepler-3" 297.70935 48.080853
"Kepler-30" 285.28363 38.947281
"Kepler-300" 295.2887 48.59972
"Kepler-301" 283.98297 49.23299
"Kepler-302" 294.31699 43.629341
"Kepler-303" 283.13547 43.657051
"Kepler-304" 294.44177 40.55759
"Kepler-305" 299.22433 40.343182
"Kepler-306" 288.53867 40.61615
"Kepler-307" 297.79514 40.417709
"Kepler-308" 295.78516 40.439548
"Kepler-309" 297.50986 46.961262
"Kepler-31" 294.02301 45.853081
"Kepler-310" 288.83936 46.98674
"Kepler-311" 282.06128 47.085491
"Kepler-312" 298.39575 42.459751
"Kepler-313" 298.29495 48.775459
"Kepler-314" 294.6741 42.075581
"Kepler-315" 298.0231 43.363522
"Kepler-316" 290.82602 44.184109
"Kepler-317" 294.94388 39.032059
"Kepler-318" 298.48282 46.793621
"Kepler-319" 288.81195 39.77066
"Kepler-32" 297.84241 46.574268
"Kepler-320" 293.21356 46.175129
"Kepler-321" 294.45386 44.145973
"Kepler-322" 281.34882 44.295238
"Kepler-323" 291.38223 38.127468
"Kepler-324" 286.47147 49.649021
"Kepler-325" 289.83542 49.82563
"Kepler-326" 294.32553 46.002251
"Kepler-327" 292.64236 44.087669
"Kepler-328" 295.8093 40.008511
"Kepler-329" 299.26804 45.227428
"Kepler-33" 289.07755 46.005219
"Kepler-330" 288.44739 44.801682
"Kepler-331" 291.83432 39.307362
"Kepler-332" 286.66296 47.4137
"Kepler-333" 292.28607 40.913589
"Kepler-334" 287.14066 47.115189
"Kepler-335" 296.06433 45.428619
"Kepler-336" 290.23764 41.331379
"Kepler-337" 290.06049 47.16396
"Kepler-338" 282.97897 40.784351
"Kepler-339" 293.35172 48.444641
"Kepler-340" 295.93347 40.300571
"Kepler-341" 289.86157 43.472771
"Kepler-342" 292.67807 46.726711
"Kepler-343" 291.96069 42.43301
"Kepler-344" 292.49963 46.324409
"Kepler-345" 295.22879 45.97102
"Kepler-346" 288.0119 46.117611
"Kepler-347" 289.19958 49.305721
"Kepler-348" 297.25504 40.54837
"Kepler-349" 293.67648 44.615582
"Kepler-350" 285.41962 39.706108
"Kepler-351" 286.4527 42.657879
"Kepler-352" 299.89651 46.051971
"Kepler-353" 296.85663 41.758179
"Kepler-354" 285.75146 41.33564
"Kepler-355" 285.79947 42.811779
"Kepler-356" 292.42108 37.682819
"Kepler-357" 291.2431 44.00872
"Kepler-358" 293.23022 48.281368
"Kepler-359" 293.29364 42.19635
"Kepler-36" 291.25018 49.231834
"Kepler-360" 286.28473 44.781551
"Kepler-361" 296.80344 46.74115
"Kepler-362" 291.77164 47.5299
"Kepler-363" 283.19208 41.305389
"Kepler-364" 281.56995 47.398689
"Kepler-365" 295.62659 49.130428
"Kepler-366" 296.85205 49.084438
"Kepler-367" 297.29242 49.981628
"Kepler-368" 291.88004 45.387932
"Kepler-369" 293.67422 47.908459
"Kepler-37" 284.05954 44.518215
"Kepler-370" 292.17114 40.916309
"Kepler-371" 292.32645 38.657581
"Kepler-372" 291.2562 49.258949
"Kepler-373" 289.388 50.59705
"Kepler-374" 294.13791 42.370499
"Kepler-375" 288.61792 48.098412
"Kepler-376" 291.60718 38.410389
"Kepler-377" 295.422 38.735691
"Kepler-378" 294.94858 46.438641
"Kepler-379" 295.70111 38.945831
"Kepler-380" 282.39462 48.75914
"Kepler-381" 285.1828 43.831078
"Kepler-382" 299.13617 45.86993
"Kepler-383" 291.34259 38.363129
"Kepler-384" 286.02612 44.782871
"Kepler-385" 294.33847 50.33654
"Kepler-386" 289.85889 48.693851
"Kepler-387" 287.79819 45.656712
"Kepler-388" 284.82803 44.60873
"Kepler-389" 291.95999 44.900021
"Kepler-39" 296.96027 46.034302
"Kepler-390" 291.62878 41.208599
"Kepler-391" 290.62183 51.057301
"Kepler-392" 288.66077 43.36808
"Kepler-393" 290.99527 45.192211
"Kepler-394" 296.30197 50.672321
"Kepler-395" 293.51108 45.136589
"Kepler-396" 296.13281 48.977402
"Kepler-397" 295.8941 42.380451
"Kepler-398" 291.46866 40.343849
"Kepler-399" 299.50174 40.670799
"Kepler-4" 285.61533 50.13575
"Kepler-40" 296.81369 47.526611
"Kepler-400" 290.94449 40.480042
"Kepler-401" 290.08276 50.86348
"Kepler-402" 288.37024 43.35461
"Kepler-403" 289.92145 46.74456
"Kepler-404" 286.39862 45.343529
"Kepler-405" 291.40945 38.340019
"Kepler-406" 291.84805 44.96822
"Kepler-407" 286.03635 49.61451
"Kepler-408" 284.78619 48.423229
"Kepler-409" 293.6792 46.85276
"Kepler-41" 294.51324 45.98164
"Kepler-410" 283.1507 45.139832
"Kepler-411" 287.60559 49.523258
"Kepler-412" 286.11032 43.680962
"Kepler-414" 297.96155 48.244362
"Kepler-415" 293.80441 38.63913
"Kepler-416" 291.55695 39.227291
"Kepler-417" 293.82431 42.779701
"Kepler-418" 294.4335 38.35545
"Kepler-419" 295.41788 51.184761
"Kepler-42" 292.21906 44.61916
"Kepler-421" 283.25681 45.08778
"Kepler-422" 282.62967 46.32336
"Kepler-423" 292.85574 46.391178
"Kepler-424" 298.62488 48.57745
"Kepler-425" 290.35803 40.567741
"Kepler-426" 289.43463 49.4734
"Kepler-427" 288.25458 43.704868
"Kepler-428" 290.58173 40.5774
"Kepler-43" 285.24084 46.668251
"Kepler-430" 292.80865 49.579441
"Kepler-431" 281.11234 43.227791
"Kepler-432" 293.2822 48.2859
"Kepler-433" 297.59366 40.977268
"Kepler-434" 293.58636 42.928909
"Kepler-435" 292.28732 43.197281
"Kepler-436" 301.72076 44.41206
"Kepler-437" 297.34738 44.026939
"Kepler-438" 281.64581 41.951092
"Kepler-439" 280.80157 44.033989
"Kepler-44" 300.10236 45.762138
"Kepler-440" 285.34995 41.452209
"Kepler-441" 284.56689 49.01255
"Kepler-442" 285.36658 39.280079
"Kepler-443" 288.61053 49.968632
"Kepler-444" 289.75229 41.634605
"Kepler-445" 298.73611 46.498634
"Kepler-446" 282.25021 44.921108
"Kepler-447" 285.26859 48.560009
"Kepler-448" 297.45374 41.01099
"Kepler-449" 293.73282 41.900829
"Kepler-45" 292.87289 41.06427
"Kepler-450" 295.48651 51.0135
"Kepler-452" 296.00369 44.277561
"Kepler-454" 287.47852 38.22884
"Kepler-458" 297.04541 46.328701
"Kepler-46" 289.26874 42.604172
"Kepler-460" 288.47485 40.65136
"Kepler-461" 292.24902 46.164822
"Kepler-462" 299.82117 43.81427
"Kepler-463" 298.93704 44.85791
"Kepler-464" 294.83517 48.982361
"Kepler-465" 284.55573 46.063831
"Kepler-466" 295.64871 48.49556
"Kepler-467" 287.36279 38.649601
"Kepler-468" 288.90222 49.370491
"Kepler-470" 297.00943 50.372318
"Kepler-471" 299.09753 43.497589
"Kepler-472" 296.52429 39.24976
"Kepler-473" 286.6301 38.945599
"Kepler-474" 292.3215 43.881168
"Kepler-475" 287.05173 40.211552
"Kepler-476" 295.16382 43.963039
"Kepler-477" 288.0676 42.35537
"Kepler-478" 292.48694 46.196209
"Kepler-479" 291.02185 37.769791
"Kepler-48" 299.13922 40.94902
"Kepler-480" 294.4639 49.765041
"Kepler-481" 291.90704 49.262051
"Kepler-482" 296.82291 48.107552
"Kepler-483" 291.64676 41.884659
"Kepler-484" 284.39429 46.249081
"Kepler-485" 294.99631 50.470058
"Kepler-486" 284.87997 49.266991
"Kepler-487" 295.28723 41.221958
"Kepler-488" 282.96616 48.34507
"Kepler-489" 290.83313 38.184349
"Kepler-49" 292.29459 40.591789
"Kepler-490" 295.02567 46.956001
"Kepler-491" 287.13058 42.350151
"Kepler-492" 295.49667 42.537891
"Kepler-493" 295.30753 38.881641
"Kepler-494" 297.21408 41.66404
"Kepler-495" 285.93069 39.098141
"Kepler-496" 291.6409 41.241039
"Kepler-497" 290.76587 38.927959
"Kepler-498" 290.35815 44.518749
"Kepler-499" 295.10995 43.915211
"Kepler-5" 299.40701 44.035053
"Kepler-50" 288.10086 50.033718
"Kepler-500" 295.95135 43.852051
"Kepler-501" 297.20154 41.730209
"Kepler-503" 290.63651 38.707668
"Kepler-504" 284.92184 45.972401
"Kepler-505" 287.85812 42.542629
"Kepler-506" 284.63519 40.71983
"Kepler-507" 297.01883 50.408981
"Kepler-508" 295.40433 42.981422
"Kepler-509" 289.6644 48.706211
"Kepler-51" 296.47977 49.937679
"Kepler-510" 287.655 39.244289
"Kepler-511" 282.94565 47.574905
"Kepler-512" 298.26895 48.91674
"Kepler-513" 285.04169 50.075378
"Kepler-514" 286.24719 50.242409
"Kepler-515" 290.49426 52.055519
"Kepler-516" 295.6088 38.735741
"Kepler-517" 293.67532 41.295361
"Kepler-518" 287.08997 41.373878
"Kepler-519" 299.31955 41.38464
"Kepler-52" 286.73804 49.97575
"Kepler-520" 293.18033 41.61776
"Kepler-521" 298.81638 43.998039
"Kepler-522" 288.15399 44.068821
"Kepler-523" 284.06113 45.506851
"Kepler-524" 296.85922 49.162048
"Kepler-525" 296.18344 47.358761
"Kepler-526" 297.65094 47.39629
"Kepler-527" 290.95792 47.406281
"Kepler-528" 295.68481 47.748081
"Kepler-529" 285.88837 47.880379
"Kepler-53" 290.46176 40.562462
"Kepler-530" 283.34027 48.549042
"Kepler-531" 286.52481 48.683601
"Kepler-532" 298.66092 48.606369
"Kepler-533" 293.68573 48.825142
"Kepler-534" 296.41855 49.5401
"Kepler-535" 296.56662 49.696251
"Kepler-536" 297.73639 49.63715
"Kepler-537" 289.88065 51.277081
"Kepler-538" 297.48691 49.623451
"Kepler-54" 294.77393 43.056301
"Kepler-540" 290.62524 44.873959
"Kepler-541" 294.14966 38.458271
"Kepler-542" 292.21509 38.548592
"Kepler-543" 287.21872 38.862522
"Kepler-544" 294.02911 39.051849
"Kepler-545" 290.56631 40.692039
"Kepler-546" 283.2576 40.990501
"Kepler-547" 286.11868 44.34528
"Kepler-548" 299.90591 45.439678
"Kepler-549" 283.0228 47.261131
"Kepler-55" 285.16833 44.026459
"Kepler-550" 297.70023 47.86375
"Kepler-551" 285.48505 48.054321
"Kepler-552" 290.74768 48.242008
"Kepler-553" 298.55084 48.332451
"Kepler-554" 296.40686 51.35815
"Kepler-555" 285.51685 38.9324
"Kepler-556" 290.52942 38.942661
"Kepler-557" 293.70847 41.615131
"Kepler-558" 284.65787 42.652679
"Kepler-559" 296.63684 43.802792
"Kepler-56" 293.75836 41.871868
"Kepler-560" 300.20609 45.018139
"Kepler-561" 293.7471 45.10722
"Kepler-562" 290.11963 46.273811
"Kepler-563" 292.44626 46.289768
"Kepler-564" 296.83838 46.6264
"Kepler-565" 283.61795 47.196678
"Kepler-566" 291.5545 47.81448
"Kepler-567" 297.67261 48.302311
"Kepler-568" 298.10571 48.40115
"Kepler-569" 283.50726 48.552601
"Kepler-57" 293.6413 44.65704
"Kepler-570" 290.43759 48.791882
"Kepler-571" 286.55103 49.418739
"Kepler-572" 291.2211 50.581299
"Kepler-573" 289.52115 51.237309
"Kepler-574" 290.24704 52.149132
"Kepler-575" 286.9639 37.829708
"Kepler-576" 295.18292 38.654228
"Kepler-577" 294.71194 39.073761
"Kepler-578" 288.75494 39.563648
"Kepler-579" 295.00204 39.95293
"Kepler-58" 296.35867 39.115189
"Kepler-580" 283.49982 40.552799
"Kepler-581" 295.4328 40.648239
"Kepler-582" 297.50369 41.057018
"Kepler-583" 282.11133 42.3545
"Kepler-584" 288.23059 42.41362
"Kepler-585" 286.5285 43.873402
"Kepler-586" 293.05722 45.551189
"Kepler-587" 288.67068 47.399139
"Kepler-588" 284.2572 47.68895
"Kepler-589" 280.64136 47.751942
"Kepler-59" 287.03952 46.640129
"Kepler-590" 296.38553 48.233452
"Kepler-591" 286.02402 48.43177
"Kepler-592" 285.79068 48.683262
"Kepler-593" 294.95145 48.651192
"Kepler-594" 288.92157 49.762032
"Kepler-595" 294.5704 50.673019
"Kepler-596" 289.50067 51.68573
"Kepler-597" 293.47012 39.252811
"Kepler-598" 293.12341 40.934769
"Kepler-599" 285.9115 41.069439
"Kepler-6" 296.83725 48.239944
"Kepler-60" 288.96124 42.265011
"Kepler-600" 283.83307 41.978649
"Kepler-601" 282.00461 42.176529
"Kepler-602" 296.03198 42.14196
"Kepler-603" 294.28098 42.29097
"Kepler-604" 292.31601 42.626251
"Kepler-605" 287.29544 43.279869
"Kepler-606" 292.4274 44.381271
"Kepler-607" 291.05722 44.632381
"Kepler-608" 293.88293 44.638088
"Kepler-609" 292.22031 44.700031
"Kepler-61" 295.3045 42.475288
"Kepler-610" 293.17133 45.065601
"Kepler-611" 286.00494 45.480389
"Kepler-612" 291.35464 45.747898
"Kepler-613" 282.7868 46.244991
"Kepler-614" 298.38483 46.276039
"Kepler-615" 282.45059 46.3214
"Kepler-616" 294.98914 46.838329
"Kepler-617" 283.74069 47.516289
"Kepler-618" 286.24982 48.06094
"Kepler-619" 290.84906 48.416012
"Kepler-62" 283.21274 45.349861
"Kepler-620" 291.15939 51.334862
"Kepler-621" 290.92731 39.91415
"Kepler-622" 284.47849 40.933102
"Kepler-623" 296.98672 47.47739
"Kepler-624" 295.19339 39.539669
"Kepler-625" 292.15045 39.637581
"Kepler-626" 288.69864 39.70829
"Kepler-627" 292.10428 39.76791
"Kepler-628" 290.44928 39.854801
"Kepler-629" 289.41782 39.945011
"Kepler-63" 289.22617 49.548199
"Kepler-630" 293.42703 39.942429
"Kepler-631" 296.88577 40.22823
"Kepler-632" 297.25262 40.288601
"Kepler-633" 295.21744 40.592251
"Kepler-634" 291.19507 40.702702
"Kepler-635" 289.77325 40.80072
"Kepler-636" 293.59189 41.095161
"Kepler-637" 292.41721 41.41687
"Kepler-638" 284.91943 41.617191
"Kepler-639" 292.18689 41.727051
"Kepler-640" 296.0322 42.131672
"Kepler-641" 291.82349 42.516209
"Kepler-642" 293.83456 42.624962
"Kepler-643" 290.32733 42.898281
"Kepler-644" 295.47574 43.493141
"Kepler-645" 290.32278 44.035809
"Kepler-646" 290.47134 44.387081
"Kepler-647" 284.7883 44.591679
"Kepler-648" 283.89966 45.016891
"Kepler-649" 285.65594 45.079559
"Kepler-65" 288.68869 41.15118
"Kepler-650" 289.00089 45.15427
"Kepler-651" 287.33279 46.20351
"Kepler-652" 288.00812 46.47356
"Kepler-653" 282.21292 46.717819
"Kepler-654" 297.06842 46.834278
"Kepler-655" 297.25909 46.843189
"Kepler-656" 288.32791 47.381592
"Kepler-657" 291.1973 47.3078
"Kepler-658" 282.9838 47.57859
"Kepler-659" 287.60818 47.509682
"Kepler-66" 293.98157 46.687752
"Kepler-660" 288.13824 47.724449
"Kepler-661" 283.71088 47.86327
"Kepler-662" 290.46512 47.92918
"Kepler-663" 297.80826 47.946671
"Kepler-664" 288.75488 48.2262
"Kepler-665" 297.02563 48.478588
"Kepler-666" 298.45685 48.791592
"Kepler-667" 295.55505 49.017342
"Kepler-668" 285.49924 49.277351
"Kepler-669" 291.93616 49.253979
"Kepler-67" 294.15332 46.166439
"Kepler-670" 297.01547 49.225288
"Kepler-671" 294.26581 49.314091
"Kepler-672" 291.72202 49.480869
"Kepler-673" 290.78574 50.054119
"Kepler-674" 285.17621 50.149818
"Kepler-675" 293.83331 50.23035
"Kepler-676" 296.22195 50.28722
"Kepler-677" 290.09805 50.321609
"Kepler-678" 295.45529 50.49456
"Kepler-679" 296.02133 50.56778
"Kepler-68" 291.03232 49.040272
"Kepler-680" 291.62241 50.61824
"Kepler-681" 289.39972 51.25032
"Kepler-682" 289.11221 51.737381
"Kepler-683" 291.43997 37.905659
"Kepler-684" 290.87051 38.273628
"Kepler-685" 293.87192 38.422939
"Kepler-686" 285.21381 39.027481
"Kepler-687" 289.31543 39.153278
"Kepler-688" 294.65524 39.308361
"Kepler-689" 294.71063 39.52174
"Kepler-69" 293.26093 44.868889
"Kepler-690" 294.4899 39.771439
"Kepler-691" 288.81201 40.033401
"Kepler-692" 294.77686 40.15374
"Kepler-693" 283.25354 40.358189
"Kepler-694" 291.14951 40.420521
"Kepler-695" 299.3161 40.82238
"Kepler-696" 293.49661 41.137589
"Kepler-697" 283.86441 41.346458
"Kepler-698" 288.51001 41.301769
"Kepler-699" 296.88821 41.396091
"Kepler-7" 288.58151 41.089809
"Kepler-700" 287.1543 41.565788
"Kepler-701" 288.9942 41.633282
"Kepler-702" 293.87811 41.66177
"Kepler-703" 299.18686 41.74268
"Kepler-704" 283.31638 41.83712
"Kepler-705" 289.50848 41.812119
"Kepler-706" 291.76041 41.944069
"Kepler-707" 290.00757 42.116459
"Kepler-708" 293.81647 42.212502
"Kepler-709" 292.10519 42.380322
"Kepler-71" 294.86551 46.285851
"Kepler-710" 291.96417 42.69614
"Kepler-711" 297.46002 42.83992
"Kepler-712" 294.90973 42.935261
"Kepler-713" 295.65149 43.029831
"Kepler-714" 282.69952 43.272739
"Kepler-715" 283.63077 43.379398
"Kepler-716" 290.39322 43.363899
"Kepler-717" 292.96555 43.34639
"Kepler-718" 299.56189 43.503559
"Kepler-719" 295.53613 43.884449
"Kepler-720" 298.63565 44.17094
"Kepler-721" 284.43051 44.48053
"Kepler-722" 290.26328 44.55645
"Kepler-723" 284.83047 44.658138
"Kepler-724" 293.45483 44.792789
"Kepler-725" 283.97751 44.811562
"Kepler-726" 291.71732 44.88731
"Kepler-727" 294.84689 45.034409
"Kepler-728" 291.09235 45.115528
"Kepler-729" 286.36011 45.414291
"Kepler-730" 285.55481 45.578861
"Kepler-731" 296.39316 45.568562
"Kepler-732" 283.73203 45.958771
