"name" "ra" "dec"
"Kepler-733" 293.01828 45.914688
"Kepler-734" 297.04562 46.027359
"Kepler-735" 284.68887 46.172249
"Kepler-736" 285.39133 46.180939
"Kepler-737" 291.86285 46.42926
"Kepler-738" 287.56967 46.56786
"Kepler-739" 290.06799 46.57914
"Kepler-74" 293.09253 41.355518
"Kepler-740" 286.48227 46.692451
"Kepler-741" 289.4317 46.617531
"Kepler-742" 283.86603 46.789589
"Kepler-743" 295.57416 42.806438
"Kepler-744" 296.49612 47.182861
"Kepler-745" 291.49942 37.05928
"Kepler-746" 290.68225 37.35511
"Kepler-747" 288.4165 41.0298
"Kepler-748" 292.26291 37.236992
"Kepler-749" 299.89722 43.903912
"Kepler-75" 291.1376 36.577381
"Kepler-750" 289.09689 44.004379
"Kepler-751" 294.84384 44.077679
"Kepler-752" 292.26813 37.955639
"Kepler-753" 291.90326 37.90229
"Kepler-754" 293.25412 37.846191
"Kepler-755" 296.86099 41.09734
"Kepler-756" 290.60794 41.201092
"Kepler-757" 296.68045 41.38652
"Kepler-758" 293.08463 41.135441
"Kepler-759" 290.1315 41.3815
"Kepler-76" 294.19211 39.618999
"Kepler-760" 287.5932 44.17942
"Kepler-761" 290.5036 44.143581
"Kepler-762" 291.27563 47.329491
"Kepler-763" 292.14447 47.157349
"Kepler-764" 297.39319 47.164631
"Kepler-765" 283.1846 47.15567
"Kepler-766" 293.18454 37.969841
"Kepler-767" 291.57916 38.035831
"Kepler-768" 294.11566 38.393478
"Kepler-769" 292.7131 38.358212
"Kepler-77" 289.60797 44.345421
"Kepler-770" 286.49042 38.374908
"Kepler-771" 287.44409 38.088428
"Kepler-772" 291.42358 38.216591
"Kepler-773" 290.88467 38.057571
"Kepler-774" 291.03192 38.21196
"Kepler-775" 291.43329 41.703442
"Kepler-776" 287.27264 41.635559
"Kepler-777" 282.72406 44.34647
"Kepler-778" 287.47742 44.237511
"Kepler-779" 285.62854 44.31089
"Kepler-780" 281.76639 44.292549
"Kepler-781" 287.65363 47.41481
"Kepler-782" 288.86823 47.75943
"Kepler-783" 291.06293 47.484798
"Kepler-784" 295.92065 47.448608
"Kepler-785" 292.0683 38.84227
"Kepler-786" 293.74393 38.939281
"Kepler-787" 291.69247 38.572899
"Kepler-788" 290.0004 38.53989
"Kepler-789" 295.97516 38.94664
"Kepler-79" 300.51712 44.38158
"Kepler-790" 286.91711 38.872219
"Kepler-791" 293.59583 39.02948
"Kepler-792" 292.00681 38.820728
"Kepler-793" 295.21664 38.77433
"Kepler-794" 288.1337 38.99688
"Kepler-795" 291.01904 38.54557
"Kepler-796" 287.30786 39.14473
"Kepler-797" 297.20895 41.781712
"Kepler-798" 292.47821 42.142288
"Kepler-799" 287.1749 44.878571
"Kepler-8" 281.28812 42.45108
"Kepler-80" 296.11258 39.978779
"Kepler-800" 286.57483 44.7952
"Kepler-801" 286.07523 44.664639
"Kepler-802" 286.01587 45.007771
"Kepler-803" 299.22162 44.693871
"Kepler-804" 293.37225 44.785141
"Kepler-805" 293.22995 45.05331
"Kepler-806" 296.00711 44.853474
"Kepler-807" 289.02017 48.119808
"Kepler-808" 291.59409 48.44561
"Kepler-809" 289.08365 48.018131
"Kepler-81" 293.63696 42.82497
"Kepler-810" 296.61487 48.082642
"Kepler-811" 285.42429 47.83461
"Kepler-812" 288.85529 48.208542
"Kepler-813" 285.66269 48.435371
"Kepler-814" 284.91049 48.431641
"Kepler-815" 285.2211 47.881378
"Kepler-816" 293.36285 39.212448
"Kepler-817" 296.08185 39.161621
"Kepler-818" 296.23511 39.370338
"Kepler-819" 295.37079 39.177212
"Kepler-82" 292.87338 42.966141
"Kepler-820" 291.02014 39.22068
"Kepler-821" 285.61746 39.379532
"Kepler-822" 292.27612 39.550179
"Kepler-823" 284.58255 39.220211
"Kepler-824" 290.47742 39.73201
"Kepler-825" 294.7699 39.39851
"Kepler-826" 284.86014 39.240551
"Kepler-827" 294.96606 42.708569
"Kepler-828" 286.88727 42.47126
"Kepler-829" 282.33279 42.463821
"Kepler-83" 282.23251 43.66563
"Kepler-830" 295.05429 42.75684
"Kepler-831" 294.98547 42.727669
"Kepler-832" 295.92609 45.383862
"Kepler-833" 290.47995 45.6007
"Kepler-834" 287.05453 45.18037
"Kepler-835" 283.57422 45.734798
"Kepler-836" 287.45279 45.704399
"Kepler-837" 285.24667 45.950191
"Kepler-838" 285.43552 45.976021
"Kepler-839" 291.07468 45.24258
"Kepler-84" 298.25204 40.496078
"Kepler-840" 296.50739 49.457291
"Kepler-841" 284.25131 48.809608
"Kepler-842" 292.32858 49.653542
"Kepler-843" 296.32199 48.971481
"Kepler-844" 287.85773 48.774109
"Kepler-845" 290.95755 49.203812
"Kepler-846" 287.05701 49.046021
"Kepler-847" 283.50479 49.451019
"Kepler-848" 293.28827 48.811619
"Kepler-849" 290.85178 48.521339
"Kepler-85" 290.97342 45.290321
"Kepler-850" 293.08447 48.57539
"Kepler-851" 294.68027 49.14016
"Kepler-852" 297.3916 48.560692
"Kepler-853" 283.9368 49.110329
"Kepler-855" 295.095 43.537579
"Kepler-856" 289.60382 46.314949
"Kepler-857" 294.63239 43.400471
"Kepler-858" 288.84863 51.209049
"Kepler-859" 286.74188 43.190102
"Kepler-86" 289.76361 51.962601
"Kepler-860" 295.57727 46.254742
"Kepler-861" 292.35394 46.22628
"Kepler-862" 297.77927 46.492741
"Kepler-863" 297.66452 43.248959
"Kepler-864" 285.0571 46.320679
"Kepler-865" 297.72427 43.527431
"Kepler-866" 290.12231 43.08556
"Kepler-867" 287.28531 51.249981
"Kepler-868" 282.36349 46.67524
"Kepler-869" 289.42459 50.994122
"Kepler-87" 297.91687 46.96513
"Kepler-870" 295.40253 50.47863
"Kepler-871" 294.52713 43.36816
"Kepler-872" 295.41745 43.60564
"Kepler-873" 296.4032 51.271339
"Kepler-874" 294.95685 43.014332
"Kepler-875" 297.3013 43.141891
"Kepler-876" 283.47818 43.383781
"Kepler-877" 289.85913 46.522671
"Kepler-878" 285.2962 46.603439
"Kepler-879" 295.80658 50.909801
"Kepler-88" 291.14807 40.669399
"Kepler-880" 281.97125 43.672771
"Kepler-881" 288.99258 46.67075
"Kepler-882" 294.6499 43.33559
"Kepler-883" 286.43365 50.300331
"Kepler-884" 292.58444 49.923161
"Kepler-885" 288.66156 49.737209
"Kepler-886" 286.27176 43.59523
"Kepler-887" 290.09082 39.81699
"Kepler-888" 295.52121 49.738628
"Kepler-889" 291.46732 50.75948
"Kepler-89" 297.33307 41.891121
"Kepler-890" 288.43576 43.763489
"Kepler-891" 291.0838 40.355251
"Kepler-892" 283.12964 43.888241
"Kepler-893" 284.96304 43.91301
"Kepler-894" 288.73407 46.939388
"Kepler-895" 289.29065 51.40889
"Kepler-896" 282.43918 43.734482
"Kepler-897" 290.58685 51.69582
"Kepler-898" 286.58539 46.87093
"Kepler-899" 297.48257 40.680779
"Kepler-9" 285.57397 38.400902
"Kepler-90" 284.4335 49.305161
"Kepler-900" 296.17728 46.99902
"Kepler-901" 291.15295 40.887489
"Kepler-902" 289.73169 46.953819
"Kepler-903" 288.77103 40.664181
"Kepler-904" 288.82291 40.38905
"Kepler-905" 290.05112 46.713371
"Kepler-906" 291.40555 40.125488
"Kepler-907" 285.47659 41.632717
"Kepler-908" 295.32251 39.376492
"Kepler-909" 289.50635 45.370998
"Kepler-910" 296.04736 42.743011
"Kepler-911" 298.5892 40.75069
"Kepler-912" 298.11121 41.758331
"Kepler-913" 297.58313 41.952431
"Kepler-914" 290.41199 44.89933
"Kepler-915" 290.59207 45.737141
"Kepler-916" 290.98331 45.973301
"Kepler-917" 299.05127 47.94928
"Kepler-918" 298.20071 48.267841
"Kepler-919" 298.11478 48.4944
"Kepler-92" 289.08606 41.562958
"Kepler-920" 284.29694 49.15868
"Kepler-921" 284.61621 49.190811
"Kepler-922" 284.73145 49.533192
"Kepler-923" 294.17108 40.055168
"Kepler-924" 290.66852 40.39772
"Kepler-925" 290.10654 40.490662
"Kepler-926" 289.67935 40.700459
"Kepler-927" 289.38351 41.392689
"Kepler-928" 289.92072 41.542831
"Kepler-929" 298.48111 41.615341
"Kepler-93" 291.4183 38.672359
"Kepler-930" 298.31445 42.24744
"Kepler-931" 297.13263 42.76825
"Kepler-932" 296.95206 43.271969
"Kepler-933" 289.56866 43.538609
"Kepler-934" 290.28845 43.755322
"Kepler-935" 295.02167 46.619221
"Kepler-936" 293.57776 46.73634
"Kepler-937" 294.16882 46.714611
"Kepler-938" 294.78915 46.98399
"Kepler-939" 293.8656 47.026829
"Kepler-94" 281.19473 47.497131
"Kepler-940" 294.2413 47.275982
"Kepler-941" 294.32635 47.217609
"Kepler-942" 294.95511 44.149818
"Kepler-943" 284.27396 41.535019
"Kepler-944" 293.60126 42.379761
"Kepler-945" 291.26974 42.096039
"Kepler-946" 300.9296 44.02879
"Kepler-947" 294.36673 42.252682
"Kepler-948" 293.30023 41.523338
"Kepler-949" 298.60788 46.453678
"Kepler-95" 284.48245 44.398041
"Kepler-950" 287.95657 41.130329
"Kepler-951" 287.73755 38.114559
"Kepler-952" 285.37195 41.993912
"Kepler-953" 288.97165 44.624531
"Kepler-954" 295.85938 47.93951
"Kepler-955" 288.47144 40.269791
"Kepler-956" 292.53082 49.06171
"Kepler-957" 290.15634 48.818989
"Kepler-958" 287.25668 46.066769
"Kepler-959" 292.17117 40.811378
"Kepler-96" 297.06961 40.525131
"Kepler-960" 281.45718 46.746471
"Kepler-961" 282.03549 43.631271
"Kepler-962" 295.31314 46.237492
"Kepler-963" 296.75296 45.0411
"Kepler-964" 295.30008 40.556591
"Kepler-965" 298.51532 41.891201
"Kepler-966" 297.27057 50.121811
"Kepler-967" 286.55807 38.405369
"Kepler-968" 285.60254 50.112041
"Kepler-969" 288.3725 47.933559
"Kepler-97" 287.32663 48.673431
"Kepler-970" 289.62524 40.708729
"Kepler-971" 284.09457 41.182819
"Kepler-972" 295.8287 43.425491
"Kepler-973" 290.16525 49.923859
"Kepler-974" 285.01309 40.220749
"Kepler-975" 290.54855 38.495281
"Kepler-976" 289.86963 46.72971
"Kepler-977" 291.5162 42.248192
"Kepler-978" 286.71072 43.043449
"Kepler-979" 300.37128 46.408279
"Kepler-98" 285.66165 37.9645
"Kepler-980" 294.61301 45.060169
"Kepler-981" 289.2489 47.650101
"Kepler-982" 288.41769 46.590431
"Kepler-983" 285.10406 45.008171
"Kepler-984" 296.95886 46.394131
"Kepler-985" 290.14432 44.04995
"Kepler-986" 293.09399 42.896431
"Kepler-987" 289.41107 46.130852
"Kepler-988" 290.7084 42.237251
"Kepler-989" 281.58292 47.233631
"Kepler-99" 297.354 41.300049
"Kepler-990" 297.9382 46.881401
"Kepler-991" 297.09067 49.626572
"Kepler-992" 284.4303 47.641781
"Kepler-993" 292.61411 44.394661
"Kepler-994" 289.07224 47.40707
"Kepler-995" 284.61572 39.131039
"Kepler-996" 291.91281 41.533611
"Kepler-997" 289.23337 49.938931
"Kepler-998" 296.75415 49.20874
"Kepler-999" 299.66046 46.198421
"EPIC 201126503" 175.938421 -5.873002
"EPIC 201155177" 176.665722 -5.171913
"EPIC 201176672" 169.150206 -4.656546
"EPIC 201182911" 172.710419 -4.507613
"EPIC 201197348" 177.094973 -4.164393
"EPIC 201205469" 169.117142 -3.97544
"EPIC 201208431" 174.74564 -3.905585
"EPIC 201231940" 174.120612 -3.482449
"EPIC 201238110" 179.70593 -3.389389
"EPIC 201238163" 173.262802 -3.388773
"EPIC 201239401" 173.052956 -3.370242
"EPIC 201247497" 177.946552 -3.246116
"EPIC 201257461" 178.161109 -3.094936
"EPIC 201264302" 169.598013 -2.991577
"EPIC 201270176" 170.132598 -2.902582
"EPIC 201270464" NA NA
"EPIC 201291843" 178.420842 -2.571776
"EPIC 201295312" 174.01163 -2.520881
"EPIC 201324549" 171.235916 -2.085164
"EPIC 201338508" 169.303502 -1.877976
"EPIC 201338508" 169.303502 -1.877976
"EPIC 201345483" 169.632879 -1.77413
"EPIC 201367065" 172.334949 -1.454787
"EPIC 201367065" 172.334949 -1.454787
"EPIC 201367065" 172.334949 -1.454787
"EPIC 201384232" 178.19226 -1.198477
"EPIC 201393098" 167.093771 -1.065755
"EPIC 201403446" 174.266344 -0.907261
"EPIC 201407812" 174.044145 -0.840699
"EPIC 201441872" 173.600412 -0.334585
"EPIC 201445392" 169.793665 -0.284375
"EPIC 201445392" 169.793665 -0.284375
"EPIC 201460826" 171.933667 -0.06284
"EPIC 201465501" 176.264468 0.005301
"EPIC 201488365" NA NA
"EPIC 201497682" 168.936641 0.488114
"EPIC 201497682" 168.936641 0.488114
"EPIC 201505350" 174.960319 0.603575
"EPIC 201505350" 174.960319 0.603575
"EPIC 201505350" 174.960319 0.603575
"EPIC 201512465" 173.562932 0.713972
"EPIC 201516974" 174.314486 0.783149
"EPIC 201528215" 172.804218 0.958577
"EPIC 201534540" 171.65117 1.055233
"EPIC 201546136" 169.147063 1.228497
"EPIC 201546283" 171.515165 1.230738
"EPIC 201549860" 170.103081 1.285956
"EPIC 201549860" 170.103081 1.285956
"EPIC 201556134" 177.925108 1.379641
"EPIC 201563164" 177.140024 1.483144
"EPIC 201565013" 176.992193 1.510249
"EPIC 201569483" 167.171299 1.577513
"EPIC 201577035" 172.121957 1.690636
"EPIC 201577112" 177.708932 1.691867
"EPIC 201588420" 170.934451 1.863959
"EPIC 201596316" 169.042002 1.98684
"EPIC 201596733" 170.679099 1.993276
"EPIC 201606542" 170.311881 2.144426
"EPIC 201613023" 173.192036 2.244884
"EPIC 201617985" 179.491659 2.321476
"EPIC 201626686" 169.447103 2.456006
"EPIC 201629650" 170.155528 2.502696
"EPIC 201635569" 178.057026 2.594245
"EPIC 201637175" 169.482818 2.61907
"EPIC 201637175" 169.482818 2.61907
"EPIC 201647718" 168.582603 2.780711
"EPIC 201649426" 177.234262 2.807619
"EPIC 201650711" 172.044052 2.826891
"EPIC 201677835" 176.123545 3.272425
"EPIC 201683540" 169.214964 3.363874
"EPIC 201690311" 177.320206 3.475569
"EPIC 201702477" 175.240794 3.681584
"EPIC 201705526" 172.385808 3.732106
"EPIC 201713348" 169.449073 3.866393
"EPIC 201713348" 169.449073 3.866393
"EPIC 201717159" 178.436482 3.932202
"EPIC 201717274" 173.827767 3.934155
"EPIC 201736247" 178.110797 4.254747
"EPIC 201754305" 175.097258 4.55734
"EPIC 201754305" 175.097258 4.55734
"EPIC 201779067" 168.542699 4.988131
"EPIC 201785059" 170.697657 5.095361
"EPIC 201828749" 175.654342 5.894323
"EPIC 201833600" 169.483631 5.988378
"EPIC 201841433" 175.206771 6.134857
"EPIC 201855371" 178.329775 6.412261
"EPIC 201862715" 175.90838 6.563726
"EPIC 201912552" 172.56046 7.588391
"EPIC 201920032" 174.106908 7.753113
"EPIC 201923289" 174.920526 7.825885
"EPIC 201927336" 170.933987 7.917097
"EPIC 202064253" 91.50423 22.89176
"EPIC 202066192" 95.24745 26.12538
"EPIC 202066537" 104.26603 18.62674
"EPIC 202071289" 95.18309 24.90434
"EPIC 202071401" 100.37797 20.92281
"EPIC 202071635" 93.57181 18.62702
"EPIC 202072596" 99.51074 20.93931
"EPIC 202072965" 96.59956 27.9456
"EPIC 202083828" 94.20658 24.59641
"EPIC 202086291" 94.44968 25.60257
"EPIC 202086968" 97.00563 16.38885
"EPIC 202088212" 95.6413 14.74177
"EPIC 202089657" 91.45355 23.48454
"EPIC 202090152" 101.07915 28.11358
"EPIC 202091388" 91.36378 21.25603
"EPIC 202092480" 103.05227 25.33909
"EPIC 202093020" 98.27432 16.87024
"EPIC 202094740" 100.46312 27.0972
"EPIC 202126847" 102.2013 17.16191
"EPIC 202126852" NA NA
"EPIC 202565282" 247.426053 -29.201726
"EPIC 202634963" 242.897897 -28.934636
"EPIC 202675839" 243.842095 -28.780161
"EPIC 202688980" 244.220774 -28.730322
"EPIC 202710713" 244.066902 -28.649133
"EPIC 202821899" 249.160014 -28.239061
"EPIC 202843107" 245.547787 -28.161823
"EPIC 202893157" 246.559179 -27.983086
"EPIC 203070421" 250.453119 -27.361034
"EPIC 203099398" 243.813044 -27.261664
"EPIC 203294831" 239.87921 -26.604367
"EPIC 203518244" 244.162914 -25.870046
"EPIC 203533312" 243.955378 -25.818471
"EPIC 203560204" 240.68535 -25.725641
"EPIC 203623230" 252.222342 -25.507932
"EPIC 203753577" 252.86184 -25.053403
"EPIC 203771098" 242.573719 -24.990331
"EPIC 203771098" 242.573719 -24.990331
"EPIC 203776696" 246.611416 -24.969948
"EPIC 203826436" 243.451011 -24.787062
"EPIC 203826436" 243.451011 -24.787062
"EPIC 203826436" 243.451011 -24.787062
"EPIC 203867512" 253.247321 -24.626258
"EPIC 203929178" 252.422716 -24.373808
"EPIC 203942067" 243.824471 -24.319228
"EPIC 204057095" 242.753167 -23.840353
"EPIC 204129699" 245.440751 -23.547865
"EPIC 204221263" 240.033579 -23.189288
"EPIC 204221263" 240.033579 -23.189288
"EPIC 204312847" 250.413702 -22.828453
"EPIC 204346718" 245.320059 -22.693525
"EPIC 204489514" 240.756735 -22.131222
"EPIC 204576757" 247.157608 -21.767505
"EPIC 204649811" 244.820688 -21.460025
"EPIC 204658292" 243.706874 -21.42363
"EPIC 204676499" 245.813907 -21.346094
"EPIC 204750116" 238.819727 -21.026837
"EPIC 204763194" 239.941862 -20.969925
"EPIC 204884005" 249.331459 -20.428377
"EPIC 204888276" 239.997679 -20.409026
"EPIC 204890128" 244.141811 -20.400533
"EPIC 204914585" 242.057956 -20.288393
"EPIC 205029914" 249.025271 -19.744626
"EPIC 205040048" 242.168495 -19.695844
"EPIC 205047565" 250.043704 -19.659177
"EPIC 205050711" 252.663617 -19.643932
"EPIC 205064326" 251.888433 -19.579313
"EPIC 205071984" 252.426083 -19.542821
"EPIC 205071984" 252.426083 -19.542821
"EPIC 205071984" 252.426083 -19.542821
"EPIC 205084841" 248.39928 -19.479185
"EPIC 205111664" 243.680112 -19.346616
"EPIC 205117205" 242.561406 -19.319273
"EPIC 205145448" 248.448634 -19.17779
"EPIC 205148699" 253.160483 -19.16165
"EPIC 205152172" 245.180008 -19.14414
"EPIC 205242733" 246.879897 -18.675165
"EPIC 205252523" 247.04344 -18.623918
"EPIC 205463986" 241.527636 -17.417355
"EPIC 205489894" 247.474335 -17.247229
"EPIC 205570849" 244.863427 -16.689158
"EPIC 205686202" 246.643039 -15.792386
"EPIC 205703094" 247.33893 -15.646748
"EPIC 205703094" 247.33893 -15.646748
"EPIC 205904628" NA NA
"EPIC 205916793" 338.054185 -17.543994
"EPIC 205924614" 333.751927 -17.250707
"EPIC 205944181" 333.924909 -16.563539
"EPIC 205947161" 340.959693 -16.462458
"EPIC 205947214" 334.61663 -16.460911
"EPIC 205950854" 333.109888 -16.341755
"EPIC 205957328" 339.902444 -16.129775
"EPIC 205976958" 339.309679 -15.514149
"EPIC 205996447" 339.726635 -14.925673
"EPIC 205999468" 335.40662 -14.83948
"EPIC 206007892" 337.04427 -14.599381
"EPIC 206008091" 335.450723 -14.593286
"EPIC 206008091" 335.450723 -14.593286
"EPIC 206011496" 342.031525 -14.494689
"EPIC 206011691" 340.303689 -14.488987
"EPIC 206011691" 340.303689 -14.488987
"EPIC 206024342" 331.277219 -14.121665
"EPIC 206024342" 331.277219 -14.121665
"EPIC 206026136" 342.691712 -14.069886
"EPIC 206026904" 333.821819 -14.049808
"EPIC 206026904" 333.821819 -14.049808
"EPIC 206026904" 333.821819 -14.049808
"EPIC 206027655" 338.942343 -14.027745
"EPIC 206027655" 338.942343 -14.027745
"EPIC 206028176" 330.300307 -14.014557
"EPIC 206029450" 335.882932 -13.979621
"EPIC 206032309" 341.240699 -13.900921
"EPIC 206036749" 332.476246 -13.7777
"EPIC 206038483" 338.606184 -13.731702
"EPIC 206042996" 337.513575 -13.610113
"EPIC 206044803" 339.674743 -13.560024
"EPIC 206049452" 334.52654 -13.437336
"EPIC 206049764" 332.340822 -13.428865
"EPIC 206055981" 337.858905 -13.264627
"EPIC 206056433" 335.179036 -13.252261
"EPIC 206061524" 335.057358 -13.114627
"EPIC 206082454" 335.308377 -12.5569
"EPIC 206082454" 335.308377 -12.5569
"EPIC 206096602" 334.36418 -12.187498
"EPIC 206096602" 334.36418 -12.187498
"EPIC 206101302" 333.426666 -12.066374
"EPIC 206101302" 333.426666 -12.066374
"EPIC 206103150" NA NA
"EPIC 206103150" NA NA
"EPIC 206103150" NA NA
"EPIC 206114294" 332.344222 -11.734278
"EPIC 206114630" 330.33053 -11.724275
"EPIC 206119924" NA NA
"EPIC 206125618" 332.413612 -11.428742
"EPIC 206135075" 337.940608 -11.182043
"EPIC 206135267" NA NA
"EPIC 206135682" 332.635676 -11.166197
"EPIC 206144956" NA NA
"EPIC 206146957" 329.726059 -10.87507
"EPIC 206151047" 333.71501 -10.769168
"EPIC 206152015" 342.341367 -10.743431
"EPIC 206153219" 331.5267 -10.711549
"EPIC 206154641" NA NA
"EPIC 206159027" 334.019783 -10.567318
"EPIC 206162305" 335.759539 -10.48858
"EPIC 206169375" 344.016383 -10.332234
"EPIC 206175552" 339.511537 -10.205107
"EPIC 206181769" 338.475795 -10.084946
"EPIC 206192335" 332.664193 -9.889762
"EPIC 206192813" 341.724437 -9.881619
"EPIC 206209135" 334.621964 -9.612382
"EPIC 206209135" 334.621964 -9.612382
"EPIC 206209135" 334.621964 -9.612382
"EPIC 206209135" 334.621964 -9.612382
"EPIC 206215704" 335.094822 -9.509531
"EPIC 206245553" 335.025479 -9.056093
"EPIC 206247743" 338.368392 -9.022769
"EPIC 206268299" 339.91935 -8.714505
"EPIC 206298289" 337.357688 -8.266702
"EPIC 206311743" 335.118513 -8.060535
"EPIC 206312951" 337.08506 -8.041529
"EPIC 206317286" 337.617598 -7.972406
"EPIC 206318379" 335.624384 -7.955366
"EPIC 206348688" 338.84485 -7.469853
"EPIC 206348688" 338.84485 -7.469853
"EPIC 206403979" 332.889367 -6.568565
"EPIC 206417197" 337.133466 -6.347505
"EPIC 206439513" 337.853509 -5.977968
"EPIC 206500801" 334.492238 -4.864619
"EPIC 206532093" 335.577903 -4.206278
"EPIC 206535016" 335.240257 -4.139476
"EPIC 206543223" 336.011157 -3.95439
"EPIC 207389002" NA NA
"EPIC 207739861" NA NA
"EPIC 208445756" NA NA
"EPIC 208833261" NA NA
"EPIC 209036259" NA NA
"EPIC 209286622" NA NA
"EPIC 210363145" 55.228426 12.572612
"EPIC 210389383" 62.603675 13.217711
"EPIC 210402237" 55.255905 13.519372
"EPIC 210403955" 59.037487 13.559289
"EPIC 210403955" 59.037487 13.559289
"EPIC 210414957" 64.325266 13.804842
"EPIC 210448987" 57.485488 14.5022
"EPIC 210472483" 64.285893 14.936378
"EPIC 210508766" 59.901562 15.558886
"EPIC 210508766" 59.901562 15.558886
"EPIC 210512842" 60.374949 15.625037
"EPIC 210513446" 58.018524 15.635284
"EPIC 210550063" 61.131909 16.216694
"EPIC 210558622" 60.792843 16.347447
"EPIC 210559259" 59.475854 16.357698
"EPIC 210576234" 53.772568 16.615369
"EPIC 210577548" 55.809274 16.634549
"EPIC 210577548" 55.809274 16.634549
"EPIC 210598340" 56.868728 16.94163
"EPIC 210605073" 65.62329 17.037875
"EPIC 210609658" 55.716836 17.1015
"EPIC 210625740" 61.00193 17.328197
"EPIC 210659688" 55.58048 17.800665
"EPIC 210666756" 58.435825 17.898864
"EPIC 210707130" 59.464394 18.465254
"EPIC 210718708" 51.5528 18.635616
"EPIC 210731500" 66.236225 18.827418
"EPIC 210744674" 65.859019 19.027495
"EPIC 210750726" 54.751598 19.120178
"EPIC 210754505" 64.64493 19.179056
"EPIC 210769880" 62.532946 19.411153
"EPIC 210838726" 57.066715 20.459638
"EPIC 210843708" 57.789012 20.53508
"EPIC 210877025" 56.641225 21.034302
"EPIC 210903662" 60.051087 21.447541
"EPIC 210925707" 57.120544 21.79746
"EPIC 210957318" 52.341962 22.299405
"EPIC 210958990" 62.754015 22.325341
"EPIC 210961508" 59.920104 22.365984
"EPIC 210968143" 59.152405 22.472632
"EPIC 210968143" 59.152405 22.472632
"EPIC 211009047" 61.089561 23.117842
"EPIC 211048999" 58.796898 23.756807
"EPIC 211077024" 63.218062 24.205112
"EPIC 211089792" 62.670647 24.402043
"EPIC 211147528" 59.647171 25.388589
"EPIC 211169300" 58.490966 25.797325
"EPIC 211308899" 133.325027 10.029715
"EPIC 211314705" 129.129927 10.14728
"EPIC 211319617" 126.463933 10.246968
"EPIC 211328748" 130.235394 10.422378
"EPIC 211331236" 133.855682 10.469131
"EPIC 211333233" 126.898155 10.506562
"EPIC 211335816" 126.624017 10.5554
"EPIC 211336616" 132.42672 10.570543
"EPIC 211342524" 128.098694 10.677239
"EPIC 211351816" 127.762836 10.847586
"EPIC 211355342" 127.554034 10.910294
"EPIC 211357309" 133.23263 10.944721
"EPIC 211359660" 130.180327 10.982941
"EPIC 211365543" 127.453439 11.085656
"EPIC 211375488" 130.836782 11.24812
"EPIC 211383821" 131.041354 11.385502
"EPIC 211391664" 126.488289 11.511145
"EPIC 211399359" 128.067142 11.630727
"EPIC 211401787" 126.896955 11.667474
"EPIC 211413752" 133.709545 11.848265
"EPIC 211418729" 127.882962 11.922265
"EPIC 211424769" 128.852684 12.01165
"EPIC 211428897" 128.857549 12.075844
"EPIC 211432103" 133.852475 12.126656
"EPIC 211439059" 131.97353 12.231904
"EPIC 211442297" 126.553444 12.281936
"EPIC 211490999" 130.798847 13.009593
"EPIC 211491383" 130.155165 13.014676
"EPIC 211492449" 130.938427 13.030436
"EPIC 211509553" 135.019765 13.273871
"EPIC 211525389" 125.420277 13.49753
"EPIC 211529065" 131.266597 13.549833
"EPIC 211541590" 137.176933 13.724288
"EPIC 211562654" 125.00716 14.019461
"EPIC 211569704" 127.004675 14.119618
"EPIC 211572511" 126.521763 14.157244
"EPIC 211578235" 135.061436 14.23756
"EPIC 211579112" 135.883338 14.250527
"EPIC 211579683" 125.21455 14.258666
"EPIC 211586387" 136.801117 14.355476
"EPIC 211594205" 129.140107 14.461936
"EPIC 211645912" 124.997087 15.177895
"EPIC 211682423" 132.092703 15.678911
"EPIC 211685045" 123.359621 15.713759
"EPIC 211713099" 125.223881 16.090947
"EPIC 211719484" 123.48189 16.178066
"EPIC 211731298" 129.041204 16.343693
"EPIC 211733267" 130.009413 16.372406
"EPIC 211736671" 123.381875 16.419609
"EPIC 211743874" 129.389699 16.522103
"EPIC 211754962" 124.029474 16.677163
"EPIC 211763214" 133.838068 16.79418
"EPIC 211770696" 127.761182 16.900568
"EPIC 211770795" 132.009734 16.901853
"EPIC 211770867" 123.022652 16.903006
"EPIC 211779390" 124.361081 17.024356
"EPIC 211783206" 130.145812 17.077936
"EPIC 211784767" 126.013809 17.099015
"EPIC 211791178" 132.142988 17.190686
"EPIC 211796070" 128.311072 17.261563
"EPIC 211797637" 130.73126 17.282842
"EPIC 211800191" 132.884782 17.319834
"EPIC 211804579" 129.067776 17.381661
"EPIC 211808055" 129.034461 17.430082
"EPIC 211814733" 132.667407 17.524891
"EPIC 211816003" 132.62112 17.542445
"EPIC 211818569" 126.93672 17.579397
"EPIC 211822797" 130.410365 17.640005
"EPIC 211825866" 124.332765 17.683943
"EPIC 211834065" 132.548024 17.799325
"EPIC 211886472" 137.132531 18.528543
"EPIC 211897691" 130.082557 18.692919
"EPIC 211906259" 131.311027 18.819358
"EPIC 211913977" 130.344085 18.933875
"EPIC 211916756" 129.362743 18.976685
"EPIC 211919004" 129.777047 19.010023
"EPIC 211923431" 127.937355 19.074641
"EPIC 211924657" 130.026777 19.092879
"EPIC 211925595" 132.95813 19.10753
"EPIC 211929937" 129.178454 19.173812
"EPIC 211941472" 130.448577 19.347497
"EPIC 211945201" 136.573975 19.402252
