"cataid" "ra" "dec" "sigmaid"
"23969" 202430 129.5486 -0.3125816 41987
"23970" 202435 129.642 -0.4111269 41990
"23971" 202437 129.701643461044 -0.297280491529338 41991
"23972" 202440 129.6221 -0.4030848 41994
"23973" 202441 129.6303 -0.2576755 41996
"23974" 202442 129.6379 -0.407466 41995
"23975" 202443 129.7121 -0.3337308 41998
"23976" 202446 129.654 -0.2724749 42000
"23977" 202447 129.6951 -0.2523382 42001
"23978" 202449 129.7169 -0.2490022 42003
"23979" 202464 129.7373 -0.3556649 42011
"23980" 202465 129.7403 -0.4194315 42012
"23981" 202466 129.8084 -0.355359 42014
"23982" 202468 129.8774 -0.2279765 42015
"23983" 202471 129.837087709563 -0.396719275178373 42018
"23984" 202472 129.854891872604 -0.339166145921365 42019
"23985" 202479 129.9043 -0.2627579 42024
"23986" 202480 129.9293 -0.3369705 42025
"23987" 202487 130.0034 -0.2698305 42030
"23988" 202488 130.023064567479 -0.412414826053627 42031
"23989" 202489 129.8869 -0.3591337 42033
"23990" 202490 129.9007 -0.21576 42032
"23991" 202492 129.9307 -0.3423993 42034
"23992" 202494 129.9712 -0.3840849 42037
"23993" 202495 129.970224705105 -0.38514664262479 42038
"23994" 202496 129.9771 -0.2433141 42039
"23995" 202498 130.0008 -0.3156564 42041
"23996" 202499 130.0067 -0.2602273 42042
"23997" 202502 129.96531044681 -0.402485089595737 42045
"23998" 202503 129.967933911497 -0.341055626846367 42046
"23999" 202512 129.8862 -0.3856644 42054
"24000" 202513 129.898439623619 -0.392010265024765 42057
"24001" 202521 130.077754126543 -0.2318823971267 42062
"24002" 202524 130.1444 -0.2295354 42064
"24003" 202529 130.0313 -0.3741554 42067
"24004" 202531 130.166 -0.4133063 42069
"24005" 202532 130.176 -0.3912039 42070
"24006" 202535 130.052274112415 -0.417232020218753 42075
"24007" 202537 130.0628 -0.2638189 42072
"24008" 202538 130.08104216652 -0.222023361068442 42076
"24009" 202539 130.1202 -0.2954684 42081
"24010" 202541 130.1403 -0.392769 42078
"24011" 202546 130.172392289109 -0.210226957660834 42082
"24012" 202553 130.1338 -0.3816093 42092
"24013" 202559 130.1868 -0.3598602 42096
"24014" 202560 130.188 -0.3428407 42097
"24015" 202565 130.254161431957 -0.292467341010368 42102
"24016" 202568 130.2671 -0.2748947 42106
"24017" 202570 130.279122702718 -0.294353096716651 42108
"24018" 202573 130.2255 -0.2111096 42112
"24019" 202579 130.279 -0.2777453 42115
"24020" 202581 130.2993 -0.217903 42119
"24021" 202588 130.3801 -0.2230038 42128
"24022" 202591 130.4476 -0.3195545 42129
"24023" 202593 130.4727 -0.3867197 42131
"24024" 202594 130.3408 -0.3784651 42132
"24025" 202596 130.3573 -0.2487898 42134
"24026" 202597 130.3967 -0.2543134 42135
"24027" 202599 130.451486112066 -0.413868269546143 42137
"24028" 202600 130.4536 -0.2200601 42138
"24029" 202606 130.456745634046 -0.317838451102113 42142
"24030" 202625 130.606851422209 -0.215644570813303 42159
"24031" 202627 130.6178 -0.2716138 42160
"24032" 202629 130.4857 -0.250223 42161
"24033" 202632 130.5449 -0.3908985 42164
"24034" 202633 130.5539 -0.4097322 42165
"24035" 202635 130.6021 -0.2788079 42167
"24036" 202636 130.6172 -0.2835378 42168
"24037" 202639 130.5126 -0.2187353 42172
"24038" 202641 130.545440023179 -0.280927517739229 42174
"24039" 202645 130.589336111234 -0.258311377412302 42180
"24040" 202647 130.604412928677 -0.26287255180076 42176
"24041" 202655 130.5461 -0.3357961 42188
"24042" 202668 130.70355989689 -0.254177005769705 42197
"24043" 202672 130.6295 -0.3678525 42198
"24044" 202673 130.6528 -0.2309731 42199
"24045" 202674 130.6612 -0.3690954 42200
"24046" 202676 130.7199 -0.3384647 42202
"24047" 202677 130.720022521999 -0.336186311436612 42203
"24048" 202678 130.7185 -0.3346807 42204
"24049" 202679 130.767266820162 -0.303593554423777 42205
"24050" 202680 130.7674 -0.3789857 42206
"24051" 202681 130.629 -0.2115876 42207
"24052" 202685 130.704444221695 -0.294053690653755 42210
"24053" 202686 130.7185 -0.3202283 42211
"24054" 202687 130.724497502433 -0.310004340794672 42214
"24055" 202691 130.6277 -0.2728547 42217
"24056" 202692 130.653 -0.295395 42218
"24057" 202704 130.8027 -0.4059624 42228
"24058" 202707 130.852142835575 -0.246985224831714 42231
"24059" 202708 130.8554 -0.294979 42230
"24060" 202709 130.8652 -0.3424077 42232
"24061" 202712 130.898282600936 -0.387138259449641 42235
"24062" 202713 130.9144 -0.4022715 42236
"24063" 202726 130.863708784271 -0.314049940262297 42249
"24064" 202743 130.9653 -0.3688181 42265
"24065" 202745 130.9334 -0.2122185 42266
"24066" 202747 130.9746 -0.2105247 42267
"24067" 202750 130.9975 -0.2493767 42271
"24068" 202752 131.0229 -0.3075396 42274
"24069" 202754 131.0449 -0.3366671 42275
"24070" 202755 131.058 -0.3157513 42277
"24071" 202758 130.9643 -0.3546719 42280
"24072" 202777 131.097605484351 -0.416527867229407 42298
"24073" 202784 131.1385 -0.3632616 42301
"24074" 202786 131.1942 -0.3924229 42303
"24075" 202787 131.2169 -0.4110611 42305
"24076" 202797 131.1931 -0.3593659 42315
"24077" 202808 131.294007479428 -0.353272540018692 42324
"24078" 202814 131.3493 -0.2291904 42327
"24079" 202819 131.2448 -0.3351487 42328
"24080" 202820 131.2825 -0.2782111 42329
"24081" 202821 131.3057 -0.3661539 42330
"24082" 202822 131.3222 -0.3197794 42331
"24083" 202824 131.3578 -0.4122813 42333
"24084" 202843 131.388962129717 -0.356242748928172 42350
"24085" 202846 131.4814 -0.2152776 42351
"24086" 202849 131.3808 -0.3619802 42354
"24087" 202853 131.4544 -0.3069073 42358
"24088" 202854 131.4719 -0.2625831 42359
"24089" 202855 131.4747 -0.3360305 42360
"24090" 202885 131.5392 -0.2735718 42388
"24091" 202888 131.649117358907 -0.356624224091349 42391
"24092" 202897 131.5297 -0.3863445 42393
"24093" 202898 131.5467 -0.3701282 42394
"24094" 202899 131.5862 -0.2951966 42397
"24095" 202900 131.5893 -0.2274396 42395
"24096" 202902 131.5954 -0.3716977 42398
"24097" 202908 131.642853266106 -0.347177825317113 42404
"24098" 202909 131.643133343948 -0.342467582517539 42405
"24099" 202912 131.6533 -0.239442 42403
"24100" 202913 131.656316537578 -0.390591363761771 42406
"24101" 202914 131.6562 -0.3911883 42407
"24102" 202916 131.657220206524 -0.370675475246664 42412
"24103" 202944 131.7934 -0.2174083 42429
"24104" 202945 131.6856 -0.4130019 42430
"24105" 202946 131.7418 -0.3755284 42431
"24106" 202949 131.7974 -0.3452779 42434
"24107" 202950 131.8086 -0.2384092 42436
"24108" 202951 131.8161 -0.3352623 42435
"24109" 202956 131.716547196428 -0.261038510159938 42440
"24110" 202962 131.863679217559 -0.305256735310544 42445
"24111" 202964 131.9464 -0.2153062 42447
"24112" 202966 131.826110358723 -0.397864103681029 42448
"24113" 202967 131.865496471134 -0.280546601171738 42449
"24114" 202968 131.8687 -0.2709732 42451
"24115" 202969 131.8775 -0.2417838 42450
"24116" 202970 131.8966 -0.2598355 42452
"24117" 202974 131.9488 -0.3809503 42456
"24118" 202975 131.9445 -0.3961418 42457
"24119" 202976 131.952 -0.2984473 42458
"24120" 202977 131.9605 -0.2122689 42459
"24121" 202979 131.8588 -0.3396956 42461
"24122" 202980 131.8921 -0.2963551 42463
"24123" 202982 131.8526 -0.2497461 42464
"24124" 202984 131.9104 -0.3414697 42466
"24125" 202985 131.9365 -0.3114341 42469
"24126" 203005 131.983594106343 -0.303363204104932 42477
"24127" 203006 131.9933 -0.4040351 42478
"24128" 203007 132.0091 -0.2539779 42479
"24129" 203008 132.0131 -0.2801347 42480
"24130" 203009 132.0417 -0.3013458 42482
"24131" 203010 132.0554 -0.3963024 42483
"24132" 203011 132.1224 -0.3020168 42484
"24133" 203021 132.179365237728 -0.2932209904474 42492
"24134" 203027 132.132 -0.2168305 42494
"24135" 203028 132.1402 -0.2386297 42495
"24136" 203030 132.1823 -0.2463608 42497
"24137" 203032 132.2004 -0.3684832 42499
"24138" 203036 132.244 -0.2196741 42502
"24139" 203037 132.256608365329 -0.34910403326558 42504
"24140" 203039 132.158322859432 -0.236099634504288 42507
"24141" 203056 132.3179 -0.2218175 42522
"24142" 203061 132.3405 -0.3472281 42527
"24143" 203063 132.3918 -0.3952739 42529
"24144" 203064 132.3919 -0.3923137 42530
"24145" 203071 132.4214 -0.2493262 42537
"24146" 203085 132.5384 -0.3853925 42545
"24147" 203091 132.4722 -0.3149474 42546
"24148" 203093 132.424688706666 -0.296212373548091 42548
"24149" 203094 132.4432 -0.261784 42549
"24150" 203095 132.4866 -0.3398901 42550
"24151" 203099 132.4328 -0.3988303 42555
"24152" 203113 132.6001 -0.3782502 42566
"24153" 203114 132.636 -0.2528202 42567
"24154" 203115 132.6844 -0.3616089 42568
"24155" 203116 132.6851 -0.3659355 42569
"24156" 203117 132.699 -0.414545 42570
"24157" 203118 132.7024 -0.2154829 42571
"24158" 203119 132.6096 -0.2432644 42574
"24159" 203122 132.664928389104 -0.402697139018634 42572
"24160" 203126 132.6769 -0.2121356 42579
"24161" 203134 132.7524 -0.2496644 42586
"24162" 203140 132.7433 -0.2288461 42588
"24163" 203141 132.759 -0.3043972 42589
"24164" 203142 132.7902 -0.2263014 42591
"24165" 203143 132.7911 -0.3816511 42590
"24166" 203144 132.8225 -0.3459146 42594
"24167" 203145 132.8235 -0.3564684 42592
"24168" 203146 132.824 -0.3207648 42593
"24169" 203147 132.8264 -0.4088336 42595
"24170" 203148 132.8402 -0.3951588 42596
"24171" 203149 132.849494800414 -0.264790210827692 42599
"24172" 203150 132.859 -0.4057247 42597
"24173" 203152 132.8674 -0.3048867 42600
"24174" 203157 132.8164 -0.2364595 42604
"24175" 203158 132.8466 -0.3635504 42605
"24176" 203160 132.851030223993 -0.370065196784905 42610
"24177" 203162 132.855124914532 -0.361251163932489 42609
"24178" 203163 132.8573 -0.3711951 42611
"24179" 203164 132.8624 -0.382893 42612
"24180" 203174 132.884849379888 -0.387712006645173 42622
"24181" 203177 132.883 -0.2746495 42623
"24182" 203181 132.92 -0.2702157 42627
"24183" 203183 133.0054 -0.3295559 42630
"24184" 203186 132.945346950892 -0.265779277487473 42632
"24185" 203195 132.9493 -0.3255714 42641
"24186" 203201 133.0725 -0.2138567 42645
"24187" 203204 133.124882696665 -0.362232813848687 42646
"24188" 203211 133.0431 -0.2803294 42648
"24189" 203213 133.0435 -0.4129191 42651
"24190" 203216 133.0575 -0.3809344 42653
"24191" 203217 133.0852 -0.2776605 42654
"24192" 203218 133.0854 -0.2561243 42657
"24193" 203219 133.0946 -0.2636655 42655
"24194" 203220 133.0975 -0.2777913 42656
"24195" 203221 133.1024 -0.3943271 42659
"24196" 203222 133.1124 -0.3643952 42658
"24197" 203223 133.1313 -0.218216 42660
"24198" 203224 133.1416 -0.3467138 42661
"24199" 203225 133.1413 -0.2742988 42663
"24200" 203242 133.1925 -0.2340025 42677
"24201" 203246 133.2527 -0.2629268 42679
"24202" 203247 133.2626 -0.2905823 42686
"24203" 203248 133.2679 -0.2847881 42682
"24204" 203249 133.2732 -0.3143815 42683
"24205" 203250 133.2726 -0.3160645 42684
"24206" 203251 133.2688 -0.317621 42685
"24207" 203254 133.2751 -0.2307791 42694
"24208" 203256 133.2797 -0.2561691 42689
"24209" 203257 133.2809 -0.3207257 42691
"24210" 203258 133.2828 -0.3978188 42695
"24211" 203260 133.2902 -0.3355006 42693
"24212" 203262 133.3084 -0.3359454 42696
"24213" 203263 133.3202 -0.3989976 42698
"24214" 203264 133.1757 -0.3180964 42700
"24215" 203266 133.208141241672 -0.252382843436687 42704
"24216" 203267 133.2138 -0.2778772 42701
"24217" 203269 133.228933189025 -0.283599041404391 42703
"24218" 203272 133.2446 -0.2557822 42707
"24219" 203277 133.3185 -0.3195485 42713
"24220" 203282 133.2856 -0.3912674 42717
"24221" 203287 133.4072 -0.2567537 42722
"24222" 203292 133.3302 -0.3941485 42725
"24223" 203295 133.364 -0.3556154 42728
"24224" 203297 133.366338819464 -0.356496101137126 42731
"24225" 203301 133.437805891239 -0.386485476313608 42737
"24226" 203302 133.440884331009 -0.299061656359518 42735
"24227" 203304 133.453002338508 -0.231323490155877 42738
"24228" 203305 133.4562 -0.239998 42739
"24229" 203306 133.4623 -0.3864659 42740
"24230" 203313 133.366289858013 -0.321316297661998 42747
"24231" 203320 133.4217 -0.36542 42757
"24232" 203349 133.509904799242 -0.298370587842291 42771
"24233" 203353 133.4921 -0.4109037 42774
"24234" 203354 133.5182 -0.3734497 42777
"24235" 203355 133.5405 -0.2889439 42780
"24236" 203356 133.5488 -0.2885849 42779
"24237" 203357 133.57628871366 -0.214627383747865 42781
"24238" 203362 133.5516 -0.3060002 42786
"24239" 203364 133.5635 -0.3520009 42788
"24240" 203371 133.588 -0.4092288 42794
"24241" 203373 133.482621799993 -0.320544449894391 42797
"24242" 203376 133.709491418438 -0.236328915154854 42800
"24243" 203383 133.6241 -0.2112145 42801
"24244" 203384 133.644090549992 -0.252677333653726 42802
"24245" 203386 133.674743732517 -0.345104814271951 42804
"24246" 203387 133.6743 -0.3469463 42805
"24247" 203389 133.6813 -0.3994371 42808
"24248" 203390 133.6918 -0.2540356 42807
"24249" 203392 133.704604734239 -0.257232229385563 42811
"24250" 203393 133.703779950045 -0.259958830260586 42812
"24251" 203394 133.7055 -0.2186553 42809
"24252" 203395 133.7186 -0.2635682 42813
"24253" 203396 133.7216 -0.2324414 42814
"24254" 203397 133.736512714131 -0.239363590920181 42815
"24255" 203398 133.752831737591 -0.305936376798701 42816
"24256" 203399 133.7649 -0.3195036 42817
"24257" 203404 133.703897627363 -0.274135351760436 42825
"24258" 203405 133.705684753425 -0.250193536440543 42822
"24259" 203410 133.740969884937 -0.251407488879758 42827
"24260" 203412 133.755675700574 -0.22172788058532 42831
"24261" 203414 133.6809 -0.3850205 42832
"24262" 203423 133.730273284434 -0.233800557179516 42841
"24263" 203433 133.8357 -0.2693465 42845
"24264" 203435 133.8441 -0.2752637 42847
"24265" 203436 133.8596 -0.4014912 42848
"24266" 203437 133.862605486413 -0.270311292740461 42849
"24267" 203438 133.883 -0.2208035 42850
"24268" 203439 133.776496489355 -0.232697771442169 42851
"24269" 203445 133.8877 -0.3882571 42859
"24270" 203462 133.93173556127 -0.303563482962902 42873
"24271" 203463 133.984858242439 -0.297708500053745 42876
"24272" 203464 134.0307 -0.4136554 42881
"24273" 203468 134.021 -0.4101668 42880
"24274" 203471 133.9514 -0.2324731 42883
"24275" 203472 133.9873 -0.2539615 42885
"24276" 203473 133.9947 -0.2215189 42884
"24277" 203475 134.013 -0.3917195 42890
"24278" 203476 134.0176 -0.3776445 42886
"24279" 203477 134.0191 -0.3210819 42887
"24280" 203478 134.0214 -0.3926647 42888
"24281" 203479 134.0255 -0.3992032 42891
"24282" 203483 133.9417 -0.2429616 42894
"24283" 203485 133.9465690733 -0.327081005509503 42896
"24284" 203486 133.950571409869 -0.258156837399202 42902
"24285" 203487 133.9981 -0.2105493 42898
"24286" 203488 134.023142301966 -0.254252388427388 42900
"24287" 203489 134.0231 -0.3203589 42901
"24288" 203491 134.0408 -0.291012 42903
"24289" 203509 134.197991126356 -0.324173362815456 42918
"24290" 203511 134.087 -0.2432643 42920
"24291" 203512 134.0874 -0.2473424 42921
"24292" 203514 134.1098 -0.334002 42923
"24293" 203516 134.160167962233 -0.273806446994202 42926
"24294" 203517 134.165009883629 -0.293976916700291 42925
"24295" 203518 134.1693 -0.3643972 42927
"24296" 203520 134.084991738001 -0.387813996257745 42929
"24297" 203521 134.0899 -0.2652075 42930
"24298" 203522 134.103577376309 -0.302770669470914 42931
"24299" 203523 134.106596365704 -0.31622168703722 42932
"24300" 203525 134.1072 -0.296447 42934
"24301" 203528 134.1428 -0.3946354 42939
"24302" 203529 134.1431 -0.3916577 42940
"24303" 203534 134.194640381101 -0.348833735099821 42941
"24304" 203547 134.3323 -0.386 42951
"24305" 203553 134.2214 -0.343524 42952
"24306" 203554 134.2442 -0.3423541 42953
"24307" 203555 134.2738 -0.3584631 42954
"24308" 203557 134.3035 -0.2866106 42957
"24309" 203558 134.3082 -0.4016934 42956
"24310" 203559 134.3263 -0.3670202 42958
"24311" 203560 134.3312 -0.3820168 42959
"24312" 203562 134.3372 -0.3738836 42961
"24313" 203564 134.3425 -0.3799077 42962
"24314" 203565 134.359 -0.3551071 42964
"24315" 203566 134.369 -0.3561776 42966
"24316" 203568 134.2273 -0.2601664 42969
"24317" 203572 134.247297723195 -0.383630846906803 42971
"24318" 203581 134.295077853966 -0.379825006280014 42984
"24319" 203582 134.321781854758 -0.221375175062074 42981
"24320" 203584 134.3422 -0.3687151 42982
"24321" 203585 134.34445412016 -0.284363544436454 42983
"24322" 203586 134.3686 -0.3830125 42985
"24323" 203592 134.2817 -0.3546326 42990
"24324" 203608 134.4372 -0.3007694 43003
"24325" 203609 134.4386 -0.3566071 43004
"24326" 203611 134.4573 -0.254417 43005
"24327" 203613 134.473539487644 -0.318195670259563 43010
"24328" 203614 134.4767 -0.3203008 43008
"24329" 203616 134.4989 -0.4101826 43011
"24330" 203617 134.395 -0.3422363 43012
"24331" 203619 134.422160305675 -0.362190033713455 43016
"24332" 203620 134.429488102188 -0.327528538778869 43014
"24333" 203622 134.4373 -0.3117918 43018
"24334" 203625 134.4654 -0.3968445 43019
"24335" 203627 134.465914028533 -0.338250470625397 43021
"24336" 203630 134.513604855124 -0.281190266915684 43025
"24337" 203641 134.6195 -0.3575979 43034
"24338" 203648 134.5575 -0.291916 43036
"24339" 203649 134.5858 -0.396168 43037
"24340" 203650 134.632489510206 -0.271799867787513 43038
"24341" 203659 134.5737 -0.4168445 43041
"24342" 203660 134.595305781878 -0.211600988557413 43042
"24343" 203664 134.644840440534 -0.311769768088989 43049
"24344" 203678 134.6829 -0.2904762 43059
"24345" 203679 134.7004 -0.3271788 43060
"24346" 203680 134.7773 -0.3588247 43061
"24347" 203682 134.7308 -0.3794613 43063
"24348" 203684 134.79 -0.2721432 43066
"24349" 203685 134.8012 -0.2971123 43065
"24350" 203687 134.6854 -0.2814567 43067
"24351" 203688 134.695574872549 -0.21573754130246 43069
"24352" 203695 134.814 -0.3430933 43074
"24353" 203698 134.79064909757 -0.280787002158998 43079
"24354" 203708 134.9301 -0.3567005 43087
"24355" 203709 134.9505 -0.3629613 43088
"24356" 203710 134.9649 -0.3632416 43089
"24357" 203711 134.829740854662 -0.226120284682279 43090
"24358" 203712 134.8316 -0.2856778 43091
"24359" 203713 134.8511 -0.3190787 43092
"24360" 203714 134.8674 -0.3316471 43093
"24361" 203724 134.980069701062 -0.347246077336115 43102
"24362" 203726 134.97 -0.3678276 43104
"24363" 203727 135.0303 -0.2816733 43105
"24364" 203728 135.0285 -0.2828986 43106
"24365" 203729 135.0462 -0.3018311 43107
"24366" 203731 135.0492 -0.3840132 43111
"24367" 203732 135.0611 -0.3446485 43109
"24368" 203733 135.064 -0.2971773 43110
"24369" 203735 135.0722 -0.2427974 43113
"24370" 203737 135.113117172804 -0.402010290304486 43114
"24371" 203744 135.1097 -0.2714893 43121
"24372" 203748 135.0547 -0.3662515 43126
"24373" 203763 135.2006 -0.3983305 43138
"24374" 203765 135.2371 -0.2756128 43140
"24375" 203768 135.1502 -0.311696 43141
"24376" 203769 135.1507 -0.2118709 43143
"24377" 203770 135.1681 -0.3723162 43142
"24378" 203771 135.1977 -0.3932189 43144
"24379" 203772 135.2169 -0.2178279 43145
"24380" 203773 135.2242 -0.2528622 43146
"24381" 203775 135.1768 -0.329643 43149
"24382" 203777 135.2032 -0.3679811 43153
"24383" 203779 135.213929809065 -0.354371901914025 43152
"24384" 203781 135.2647 -0.3461427 43155
"24385" 203789 135.2445 -0.3813192 43163
"24386" 203794 135.364 -0.4184114 43166
"24387" 203801 135.3027 -0.4044971 43168
"24388" 203802 135.3267 -0.2581938 43169
"24389" 203803 135.355189626293 -0.388653588435252 43170
"24390" 203804 135.3727 -0.3173286 43171
"24391" 203806 135.3732 -0.2376642 43173
"24392" 203807 135.3728 -0.2419057 43174
"24393" 203808 135.373434945759 -0.241417598941022 43175
"24394" 203809 135.286656956645 -0.335147726876723 43176
"24395" 203815 135.32391568118 -0.225022538620355 43182
"24396" 203817 135.3383 -0.4031861 43183
"24397" 203820 135.367268180983 -0.280190992950709 43190
"24398" 203822 135.3952 -0.2651832 43187
"24399" 203824 135.396550997929 -0.274294298417233 43191
"24400" 203828 135.3789 -0.4089577 43195
"24401" 203833 135.4565 -0.3979253 43200
"24402" 203835 135.4921 -0.4157774 43202
"24403" 203839 135.4366 -0.2130683 43204
"24404" 203840 135.4406 -0.2967765 43205
"24405" 203841 135.462690016766 -0.414938635297249 43206
"24406" 203842 135.4856 -0.3851858 43207
"24407" 203843 135.485798651493 -0.336019803685834 43208
"24408" 203844 135.5116 -0.2106458 43209
"24409" 203846 135.5467 -0.2289306 43211
"24410" 203847 135.5473 -0.2372246 43214
"24411" 203848 135.558565403206 -0.256987746485117 43213
"24412" 203850 135.4325 -0.2715142 43215
"24413" 203852 135.439575430921 -0.372130544282938 43221
"24414" 203858 135.460479382161 -0.258346337808307 43220
"24415" 203864 135.4858963474 -0.212485013131014 43230
"24416" 203865 135.5243 -0.3865798 43232
"24417" 203870 135.5087 -0.2267016 43235
"24418" 203875 135.6719 -0.2181951 43241
"24419" 203878 135.5951 -0.2563259 43243
"24420" 203879 135.5993 -0.2776758 43244
"24421" 203880 135.6039 -0.2949067 43246
"24422" 203881 135.6096 -0.3611971 43245
"24423" 203882 135.655 -0.2223351 43247
"24424" 203883 135.691 -0.3235857 43249
"24425" 203885 135.7143 -0.3353872 43250
"24426" 203886 135.5764 -0.2862298 43251
"24427" 203889 135.6516 -0.3368596 43255
"24428" 203891 135.619607124098 -0.287834517049328 43256
"24429" 203899 135.7029 -0.3292573 43266
"24430" 203900 135.7103 -0.2930796 43265
"24431" 203906 135.756716878524 -0.412392565750027 43271
"24432" 203907 135.79483191318 -0.336516577432682 43272
"24433" 203913 135.749719494848 -0.302418399124586 43275
"24434" 203918 135.8042 -0.3930131 43278
"24435" 203919 135.8107 -0.3134002 43282
"24436" 203921 135.8375 -0.3400805 43284
"24437" 203929 135.823076860125 -0.249589715951809 43292
"24438" 203938 135.8325 -0.3662748 43300
"24439" 203949 135.8713 -0.2309766 43315
"24440" 203950 135.877 -0.2470891 43316
"24441" 203951 135.8801 -0.4160055 43310
"24442" 203952 135.8863 -0.2447776 43311
"24443" 203954 135.8884 -0.2831799 43313
"24444" 203956 135.902511375397 -0.308012680911201 43317
"24445" 203958 136.0002 -0.3331648 43319
"24446" 203959 135.892545122871 -0.414156944125739 43320
"24447" 203962 135.917165248495 -0.211785770530417 43324
"24448" 203964 135.9744 -0.232357 43325
"24449" 203966 135.995670470621 -0.397206241508333 43328
"24450" 203969 135.901998525947 -0.25028355816297 43330
"24451" 203974 136.00503323402 -0.391392463841309 43336
"24452" 203976 136.0346 -0.3921646 43338
"24453" 203979 136.04745302977 -0.371955973199068 43340
"24454" 203985 136.055382708404 -0.343263792890308 43343
"24455" 203989 136.0587 -0.3624825 43349
"24456" 203991 136.0653 -0.3704332 43346
"24457" 203992 136.065876936189 -0.369583999348804 43347
"24458" 203993 136.0695 -0.3601102 43348
"24459" 203995 136.1015 -0.23583 43353
"24460" 203996 136.1031 -0.3183958 43352
"24461" 203997 136.1189 -0.2187669 43354
"24462" 203998 136.1402 -0.3148107 43355
"24463" 204001 136.038 -0.345233 43364
"24464" 204002 136.037598686078 -0.346418962328208 43359
"24465" 204010 136.096307596671 -0.408632017006768 43366
"24466" 204014 136.150060105906 -0.370769359621649 43371
"24467" 204025 136.1856 -0.4113038 43380
"24468" 204026 136.1845 -0.4115955 43379
"24469" 204027 136.221 -0.2593205 43381
"24470" 204028 136.2386 -0.3527637 43383
"24471" 204030 136.2431 -0.276909 43387
"24472" 204033 136.2501 -0.3109124 43386
"24473" 204034 136.183324161626 -0.273238246944235 43389
"24474" 204036 136.237934834967 -0.254330692928686 43391
"24475" 204040 136.304460231011 -0.333139507704151 43396
"24476" 204044 136.2584 -0.2467079 43399
"24477" 204048 136.3347 -0.3491223 43404
"24478" 204050 136.3425 -0.3474222 43406
"24479" 204053 136.392082369071 -0.355612868950909 43410
"24480" 204054 136.406 -0.294736 43409
"24481" 204055 136.4093 -0.318372 43411
"24482" 204056 136.4136 -0.3431656 43412
"24483" 204058 136.4314 -0.361281 43413
"24484" 204059 136.4344 -0.2570728 43414
"24485" 204060 136.4488 -0.3904591 43415
"24486" 204061 136.4524 -0.2833228 43417
"24487" 204062 136.318723174971 -0.300048552067113 43418
"24488" 204066 136.348631342106 -0.335994555487812 43424
"24489" 204092 136.5761 -0.269599 43446
"24490" 204093 136.6042 -0.2377786 43447
"24491" 204095 136.4988 -0.3999513 43448
"24492" 204096 136.5211 -0.2603763 43450
"24493" 204098 136.5754 -0.4151757 43452
"24494" 204100 136.5952 -0.221976 43454
"24495" 204103 136.491638900775 -0.394234467693203 43459
"24496" 204104 136.4933 -0.4032647 43460
"24497" 204105 136.5192 -0.2525346 43461
"24498" 204118 136.6574684784 -0.348954765553869 43471
"24499" 204124 136.7493 -0.2171382 43474
"24500" 204127 136.6165 -0.3318139 43475
"24501" 204128 136.6613 -0.3934184 43477
"24502" 204131 136.66292531834 -0.3844771368283 43476
"24503" 204132 136.6661 -0.4137638 43481
"24504" 204137 136.6293 -0.3589887 43485
"24505" 204138 136.630338139791 -0.360145959706243 43486
"24506" 204140 136.638863124175 -0.352029052628115 43487
"24507" 204145 136.679192947364 -0.387599096982907 43491
"24508" 204148 136.7112 -0.3794399 43497
"24509" 204161 136.8826 -0.410264 43507
"24510" 204163 136.7749 -0.2248041 43510
"24511" 204164 136.778661849576 -0.317576592054937 43511
"24512" 204165 136.7852 -0.3715364 43508
"24513" 204167 136.8101 -0.2965041 43512
"24514" 204168 136.8124 -0.3037253 43513
"24515" 204171 136.8286 -0.323786 43516
"24516" 204172 136.8353 -0.3735985 43517
"24517" 204173 136.8507 -0.2598903 43518
"24518" 204174 136.859654685164 -0.322013947564792 43519
"24519" 204175 136.873 -0.2116844 43520
"24520" 204176 136.899 -0.2483271 43521
"24521" 204182 136.857868990613 -0.279204747168644 43526
"24522" 204187 136.856584885413 -0.410015126743542 43532
"24523" 204204 136.967313883685 -0.374158969295903 43541
"24524" 204206 136.9958 -0.2231307 43542
"24525" 204207 136.998 -0.3519241 43543
"24526" 204208 137.0121 -0.2573076 43545
"24527" 204209 137.0194 -0.2683329 43544
"24528" 204212 136.9259 -0.340645 43549
"24529" 204216 136.978727878778 -0.370210880580652 43552
"24530" 204218 136.9891 -0.3659403 43551
"24531" 204223 137.0553 -0.3167894 43559
"24532" 204226 136.9757 -0.2314542 43562
"24533" 204235 137.0949 -0.3753176 43570
"24534" 204240 137.2075 -0.3127363 43572
"24535" 204247 137.173247382598 -0.369075183241695 43579
"24536" 204249 137.1866 -0.354995 43581
"24537" 204252 137.2092 -0.2583551 43584
"24538" 204256 137.181844931526 -0.274623853130101 43588
"24539" 204262 137.2686 -0.2116455 43590
"24540" 204263 137.3052 -0.4178869 43591
"24541" 204265 137.2454 -0.2133538 43593
"24542" 204267 137.270036303246 -0.32889065734308 43595
"24543" 204269 137.294726026667 -0.353509066283454 43597
"24544" 204270 137.302565075831 -0.354914094829124 43598
"24545" 204271 137.298682125448 -0.352322937266078 43599
"24546" 204273 137.327768308403 -0.324837080011053 43601
"24547" 204274 137.3489 -0.3070279 43602
"24548" 204278 137.262554433901 -0.22084572534819 43606
"24549" 204283 137.313705745657 -0.32514448389838 43610
"24550" 204289 137.356 -0.3660257 43617
"24551" 204291 137.2426 -0.4065233 43618
