"cataid" "ra" "dec"
"17353" 105464 211.8831 1.020928
"17354" 105468 211.7721 0.9832648
"17355" 105469 211.778941581532 1.03512348728484
"17356" 105472 211.848897894711 1.02067231197904
"17357" 105473 211.906768721956 0.890836264488005
"17358" 105474 212.029073757453 0.882507623233343
"17359" 105475 211.9446 1.035204
"17360" 105476 212.0514 0.8530788
"17361" 105477 211.925912860872 0.847635095681531
"17362" 105478 211.97615341618 0.85946375566251
"17363" 105479 211.9767 0.8532251
"17364" 105481 212.0142 1.047341
"17365" 105482 212.045902410744 0.861484997790671
"17366" 105483 212.0474 1.040552
"17367" 105485 211.988449527061 0.942175942646041
"17368" 105486 211.9111 0.8944451
"17369" 105491 212.053716000013 1.02583491837602
"17370" 105493 212.106405591246 0.97921221553549
"17371" 105494 212.0683 1.008188
"17372" 105495 212.0737 1.014105
"17373" 105496 212.0966 1.006813
"17374" 105497 212.1023 0.9716907
"17375" 105498 212.1177 1.029791
"17376" 105499 212.1259 0.9990426
"17377" 105500 212.0815 1.020999
"17378" 105501 212.114767794924 0.892631882790937
"17379" 105503 212.122597785423 0.977512480770316
"17380" 105505 212.144102300483 0.943969911700286
"17381" 105509 212.134917807091 1.01915614760996
"17382" 105515 212.2343 1.014196
"17383" 105516 212.2709 0.9019755
"17384" 105517 212.2733 0.8985877
"17385" 105518 212.2805 0.9012586
"17386" 105519 212.3402 1.02774
"17387" 105521 212.2285 0.85861
"17388" 105524 212.3176 0.9123266
"17389" 105527 212.2514 0.9437387
"17390" 105529 212.3181 1.025193
"17391" 105530 212.3436 0.9525447
"17392" 105531 212.2344354493 1.02523642142414
"17393" 105532 212.255089957579 1.01266560158945
"17394" 105536 212.3515 1.040876
"17395" 105538 212.4326 0.9233298
"17396" 105539 212.3767 0.9967301
"17397" 105540 212.4013 0.9898685
"17398" 105541 212.4028 0.8760259
"17399" 105542 212.4279 0.9886915
"17400" 105543 212.4323 0.9356804
"17401" 105544 212.4884 0.9255109
"17402" 105545 212.387766647291 0.974482724643079
"17403" 105546 212.394473837773 0.970701322402168
"17404" 105547 212.3979 0.994487
"17405" 105548 212.4154 1.017465
"17406" 105550 212.4166 0.9734198
"17407" 105551 212.4305 0.9955177
"17408" 105552 212.443387111323 0.853105993881038
"17409" 105553 212.455280033344 0.931440730916871
"17410" 105557 212.4965 1.047741
"17411" 105558 212.4021 0.8906998
"17412" 105563 212.3621 0.9713957
"17413" 105565 212.4176 0.9996907
"17414" 105567 212.467197226593 0.939434802494327
"17415" 105568 212.502679490581 0.921648767751022
"17416" 105569 212.5841 1.038052
"17417" 105570 212.604 0.8718252
"17418" 105572 212.5335 0.8519085
"17419" 105573 212.5469 0.8658316
"17420" 105574 212.544327890979 0.864858251206957
"17421" 105575 212.5477 0.9587923
"17422" 105578 212.6389 0.8876374
"17423" 105579 212.6452 1.018333
"17424" 105580 212.541408550791 0.859232573866028
"17425" 105581 212.5603 1.022299
"17426" 105582 212.5608 0.896868
"17427" 105584 212.621394479302 0.850409231366412
"17428" 105586 212.5298 1.026664
"17429" 105587 212.5822 0.8443771
"17430" 105596 212.644814131013 0.922082035238867
"17431" 105597 212.7404 1.035742
"17432" 105598 212.6618 0.886499
"17433" 105599 212.6757 0.8643237
"17434" 105600 212.6878 1.046348
"17435" 105601 212.7242 1.032423
"17436" 105602 212.729 0.985815
"17437" 105603 212.728218063707 0.98256539336901
"17438" 105604 212.7291 0.9875687
"17439" 105605 212.736018374259 0.968729068470236
"17440" 105606 212.7428 0.8669071
"17441" 105607 212.7458 0.9810227
"17442" 105608 212.7472 0.8876107
"17443" 105609 212.7517 0.93574
"17444" 105610 212.7646 0.9805547
"17445" 105611 212.7717 0.9427797
"17446" 105612 212.7725 0.9486903
"17447" 105613 212.784 1.005152
"17448" 105614 212.7886 0.96996
"17449" 105615 212.7915 0.910895
"17450" 105616 212.7944 1.00305
"17451" 105617 212.8021 0.942984
"17452" 105618 212.6567 0.9160172
"17453" 105619 212.6677 0.9858357
"17454" 105620 212.673663440787 0.953391322480255
"17455" 105621 212.6841 0.9192353
"17456" 105622 212.7108 0.9488448
"17457" 105623 212.7119 1.038457
"17458" 105624 212.7126 0.8832413
"17459" 105625 212.731377695402 1.02323267842569
"17460" 105626 212.73682051027 0.977435115712194
"17461" 105628 212.753 0.9869593
"17462" 105629 212.7556 1.021365
"17463" 105630 212.75878322094 1.03158886492083
"17464" 105631 212.762634203397 1.0003148606673
"17465" 105632 212.771276038051 0.892015849286057
"17466" 105633 212.778746179733 0.94332771764721
"17467" 105634 212.7849 0.956926
"17468" 105635 212.785 0.9647025
"17469" 105636 212.7899 0.998522
"17470" 105637 212.8015 0.9808041
"17471" 105638 212.662 0.8929179
"17472" 105640 212.7032 0.9944695
"17473" 105641 212.7079 0.998835
"17474" 105643 212.8029 0.9133482
"17475" 105645 212.6733 1.018497
"17476" 105648 212.734350454446 0.93083582090099
"17477" 105652 212.7873 1.018495
"17478" 105655 212.8791 0.9475676
"17479" 105656 212.9344 0.981264
"17480" 105657 212.8116 0.8631777
"17481" 105658 212.8164 0.9935382
"17482" 105659 212.817383841713 0.886336647485311
"17483" 105660 212.8198 0.8887031
"17484" 105661 212.8236 1.011182
"17485" 105662 212.8251 0.8780447
"17486" 105663 212.8297 0.939159
"17487" 105664 212.8409 0.9383181
"17488" 105665 212.8439 0.9660685
"17489" 105667 212.8464 1.043067
"17490" 105668 212.8753 0.9866393
"17491" 105670 212.9007 0.978579
"17492" 105671 212.9284 0.9984194
"17493" 105672 212.815453450177 0.94036527089458
"17494" 105675 212.8782 0.97665
"17495" 105676 212.9083 0.8806628
"17496" 105677 212.930128607394 0.853249302175935
"17497" 105678 212.934233614602 1.01095328451094
"17498" 105683 212.8905 0.9458953
"17499" 105686 212.824 0.8859529
"17500" 105688 212.874850861202 0.855746639293403
"17501" 105690 212.9139 0.97709
"17502" 105693 212.9594 1.002345
"17503" 105694 213.0053 0.9316922
"17504" 105695 213.013838290432 1.04254453909802
"17505" 105697 213.0639 0.9788294
"17506" 105698 212.9697 0.9698999
"17507" 105699 212.9743 0.9847689
"17508" 105700 212.9824 0.8393128
"17509" 105701 213.0071 0.8534328
"17510" 105703 213.05 1.038255
"17511" 105704 213.0535 0.9501807
"17512" 105705 213.0791 0.9312558
"17513" 105706 213.0824 0.917105
"17514" 105707 212.954156738147 1.00414347161172
"17515" 105708 212.970305517604 0.909317733093068
"17516" 105712 213.0573 0.9774604
"17517" 105713 213.058245277109 1.03580018949625
"17518" 105714 213.0626 0.9399258
"17519" 105715 213.0758 1.017283
"17520" 105716 213.078103937874 1.04824291460955
"17521" 105718 213.0606 0.990364
"17522" 105719 213.083 1.004906
"17523" 105720 212.962567166304 0.979598787130786
"17524" 105722 213.0017 0.9468805
"17525" 105723 213.00880019957 1.00616560788499
"17526" 105727 213.080586688479 0.852078964794661
"17527" 105730 213.1058 0.9074942
"17528" 105733 213.2464 1.014104
"17529" 105735 213.1285 0.9005129
"17530" 105737 213.2412 1.030804
"17531" 105738 213.2469 0.921188
"17532" 105740 213.103287123087 0.865615747059632
"17533" 105741 213.1047 1.037835
"17534" 105745 213.125736218219 0.885827692680876
"17535" 105748 213.169371557336 0.977153094042892
"17536" 105749 213.19594474259 0.840572593113306
"17537" 105751 213.2041 0.9447376
"17538" 105757 213.1166 0.8471005
"17539" 105759 213.1363 0.8397773
"17540" 105763 213.1975 1.047719
"17541" 105767 213.230718624025 0.872665234787521
"17542" 105770 213.2653 0.9810824
"17543" 105771 213.2718 0.9645627
"17544" 105772 213.2966 0.8445862
"17545" 105773 213.310999614771 0.917724323157555
"17546" 105774 213.3657 0.9153302
"17547" 105775 213.2579 0.985662
"17548" 105778 213.32283566902 0.932261988881045
"17549" 105779 213.336158272846 0.941650989380014
"17550" 105780 213.340316675241 1.02761297755485
"17551" 105781 213.3403 1.03547
"17552" 105783 213.362912964959 0.866309733537411
"17553" 105784 213.363873001025 0.854834928550174
"17554" 105785 213.3681 0.8782656
"17555" 105792 213.324339117036 0.914094207211902
"17556" 105794 213.359209690255 0.886402224202647
"17557" 105796 213.507064864619 0.893540872995373
"17558" 105797 213.497134108083 0.890237673166531
"17559" 105800 213.5422 0.8705995
"17560" 105802 213.415552735442 0.92059438290254
"17561" 105803 213.417501641273 0.919879598828536
"17562" 105804 213.4283 0.96473
"17563" 105805 213.4857 0.8964119
"17564" 105806 213.5341 0.8768767
"17565" 105808 213.5453 0.943514
"17566" 105809 213.409 1.003243
"17567" 105810 213.4095 0.9001582
"17568" 105812 213.4195 0.8826089
"17569" 105813 213.4252 0.921138
"17570" 105815 213.459700813853 0.869092041221975
"17571" 105820 213.4903 0.9883825
"17572" 105821 213.5313 1.006558
"17573" 105826 213.417134767593 0.943829501571977
"17574" 105830 213.555 0.8728153
"17575" 105831 213.694819735443 0.907591162620156
"17576" 105832 213.5541 1.039501
"17577" 105833 213.566013677279 0.935415295104796
"17578" 105834 213.5676 0.854119
"17579" 105835 213.5887 0.8815512
"17580" 105836 213.617307618875 0.92703259910853
"17581" 105837 213.667353282327 0.885741705767855
"17582" 105838 213.676581354496 0.871261313984437
"17583" 105839 213.6825 1.027286
"17584" 105840 213.6975 0.976771
"17585" 105841 213.569974962069 0.847463589782488
"17586" 105842 213.5815 0.9382946
"17587" 105843 213.614473191995 0.949146192588039
"17588" 105844 213.6268 0.9486487
"17589" 105845 213.6384 0.9558288
"17590" 105846 213.639478130319 0.87430592425445
"17591" 105847 213.646330526293 1.01697248055576
"17592" 105848 213.6585 0.8928007
"17593" 105849 213.6604 1.030804
"17594" 105850 213.662999160738 0.84699272744267
"17595" 105851 213.66293705539 0.90482270988906
"17596" 105852 213.693426300316 0.911409774612164
"17597" 105853 213.7003 0.8403351
"17598" 105855 213.638730221631 0.90954754556041
"17599" 105857 213.6201 0.9412027
"17600" 105858 213.6376 1.035676
"17601" 105861 213.5698 1.005956
"17602" 105862 213.573542105496 0.894815040488961
"17603" 105863 213.575043566778 0.954739902084965
"17604" 105866 213.6482 0.9890362
"17605" 105869 213.66873173125 0.973555982252697
"17606" 105873 213.7266 0.935028
"17607" 105874 213.7307 0.8751381
"17608" 105875 213.739746538934 0.923272548674623
"17609" 105876 213.7409 0.9657348
"17610" 105877 213.7548 0.884327
"17611" 105879 213.7733 0.9339359
"17612" 105881 213.7787 0.943057
"17613" 105882 213.7855 0.8542498
"17614" 105883 213.7858 0.938293
"17615" 105884 213.7982 0.9358407
"17616" 105885 213.7924 0.9384004
"17617" 105886 213.813112236859 0.951773823293163
"17618" 105887 213.8265 0.987931
"17619" 105888 213.8295 0.8909297
"17620" 105889 213.8333 0.9414375
"17621" 105890 213.8349 0.8941035
"17622" 105891 213.8353 0.9495305
"17623" 105892 213.8455 0.9506356
"17624" 105893 213.8461 0.8722292
"17625" 105894 213.704111779254 0.88168764788448
"17626" 105899 213.776822282901 1.01666022915319
"17627" 105900 213.7825 1.008228
"17628" 105902 213.788957058998 1.01632972830079
"17629" 105903 213.796408614421 1.00210980372302
"17630" 105904 213.8038 0.9555889
"17631" 105906 213.835999195809 1.01516233065352
"17632" 105907 213.837514548122 0.993586341853677
"17633" 105908 213.846304116194 0.851981373136074
"17634" 105909 213.710636327932 1.02781058323546
"17635" 105910 213.7166 1.026177
"17636" 105913 213.744324272144 0.895976497587927
"17637" 105919 213.8661 0.8634632
"17638" 105920 213.8847 0.9025723
"17639" 105921 213.8938 0.8588664
"17640" 105922 213.8972 0.8564505
"17641" 105923 213.9123 1.006475
"17642" 105924 213.9128 0.9936126
"17643" 105925 213.9229 0.9299979
"17644" 105926 213.924 0.9462545
"17645" 105927 213.9551 0.929778
"17646" 105928 213.885181891232 0.89268766513652
"17647" 105929 213.8887 1.046886
"17648" 105930 213.889632215582 0.846159205475632
"17649" 105931 213.92031895002 1.03020947700698
"17650" 105932 213.936263337609 0.98339799351069
"17651" 105933 213.939 0.99313
"17652" 105934 213.9408 0.9579932
"17653" 105935 213.9402 0.9569446
"17654" 105938 213.8564 0.9989123
"17655" 105939 213.8995 1.042751
"17656" 105941 213.9486 0.8573473
"17657" 105942 213.9886 0.8457321
"17658" 105944 213.85846617564 1.01191362460286
"17659" 105945 213.917672206971 1.01891842405997
"17660" 105946 213.919970813857 0.851768403898463
"17661" 105949 214.005 1.039503
"17662" 105950 214.067 0.9245203
"17663" 105952 214.0058 1.016115
"17664" 105953 214.0161 0.8839732
"17665" 105954 214.019340106421 0.881625730910542
"17666" 105955 214.0294 0.8404324
"17667" 105956 214.0457 1.038151
"17668" 105959 214.1186 0.9850918
"17669" 105960 214.1353 1.045872
"17670" 105961 214.1367 1.010253
"17671" 105962 214.1478 0.8866237
"17672" 105963 214.012207590254 1.00606834254055
"17673" 105964 214.029087270197 0.8909978251679
"17674" 105965 214.0375 0.965618
"17675" 105966 214.0427 0.8750427
"17676" 105969 214.06250498859 0.966380791823114
"17677" 105970 214.127013363288 0.919218429063923
"17678" 105971 214.146124055251 0.846676084774825
"17679" 105975 214.0509 1.02915
"17680" 105976 214.0528 0.9875222
"17681" 105977 214.0614 0.8934917
"17682" 105982 214.2613 1.034885
"17683" 105984 214.1695 0.941968
"17684" 105985 214.1728 0.985643
"17685" 105986 214.175928111977 0.98409546448248
"17686" 105987 214.1741 0.9173822
"17687" 105988 214.1996 0.911437
"17688" 105990 214.2054 0.9057096
"17689" 105991 214.221181525939 0.887826122635387
"17690" 105993 214.2555 1.004046
"17691" 105994 214.155 0.9228685
"17692" 105995 214.156076412221 0.911664579098014
"17693" 105997 214.243896280302 0.861474683765658
"17694" 105999 214.248240197569 0.998190269477563
"17695" 106002 214.233 1.010381
"17696" 106003 214.249358399767 0.866743314679155
"17697" 106010 214.432295114402 1.03605099339141
"17698" 106011 214.4325 0.895429
"17699" 106012 214.332 0.8517595
"17700" 106014 214.3465 1.003041
"17701" 106015 214.3858 0.8827803
"17702" 106016 214.4182 0.9201567
"17703" 106017 214.300650407285 0.842917044080831
"17704" 106018 214.3258 0.9336756
"17705" 106019 214.337651881853 0.94267128862422
"17706" 106020 214.3764 0.883294
"17707" 106021 214.378031904846 0.900842801159074
"17708" 106022 214.4124 0.9268744
"17709" 106023 214.440003238642 0.946928174538213
"17710" 106024 214.3047 0.871099
"17711" 106027 214.3238 1.031288
"17712" 106031 214.3815 0.8405988
"17713" 106033 214.3084 0.9913661
"17714" 106042 214.5621 0.8910882
"17715" 106045 214.5168 0.9069598
"17716" 106046 214.5477 0.866373
"17717" 106047 214.5697 0.9862528
"17718" 106048 214.5866 0.984238
"17719" 106049 214.5901 0.9495934
"17720" 106050 214.455488808882 1.03292822808515
"17721" 106051 214.464869792272 0.94576130514691
"17722" 106052 214.465224688071 0.936241189849334
"17723" 106053 214.4758 0.8807206
"17724" 106054 214.512919033227 0.962250001306775
"17725" 106055 214.5226 0.888454
"17726" 106057 214.5326 1.001864
"17727" 106058 214.539993834479 0.932741359648554
"17728" 106059 214.544 0.9418192
"17729" 106062 214.4697 0.9399347
"17730" 106065 214.5134 0.9759488
"17731" 106067 214.4578 1.015572
"17732" 106068 214.472017279159 1.00328587326101
"17733" 106069 214.479467511672 0.977662105837911
"17734" 106073 214.5653 1.046802
"17735" 106078 214.6002 0.9785276
"17736" 106079 214.7019 0.9476015
"17737" 106080 214.7157 0.9013247
"17738" 106081 214.7169 0.9118087
"17739" 106082 214.7174 0.977416
"17740" 106083 214.7183 0.8885065
"17741" 106084 214.6052 0.9006878
"17742" 106085 214.618050656732 0.9673576082349
"17743" 106086 214.652405634616 0.884895806187052
"17744" 106087 214.65638884492 0.972396480259857
"17745" 106088 214.668412165729 0.954974315492297
"17746" 106089 214.6694 0.9484493
"17747" 106090 214.674472071706 0.895734600914146
"17748" 106091 214.6809 1.013417
"17749" 106092 214.689970742149 0.974448610819904
"17750" 106093 214.690110383588 0.895813071676673
"17751" 106094 214.688163871047 0.894474402970904
"17752" 106095 214.701803581407 0.9813159472246
"17753" 106096 214.718 0.9655138
"17754" 106097 214.719834659245 0.940053562518466
"17755" 106100 214.74613977188 0.953802567466577
"17756" 106104 214.7072 0.872362
"17757" 106105 214.718407579462 0.847883323571643
"17758" 106107 214.636275468844 0.847474767773616
"17759" 106109 214.64529389723 0.893921156388686
"17760" 106111 214.671 0.8933123
"17761" 106112 214.671647008204 0.984673926253732
"17762" 106116 214.8759 0.8819766
"17763" 106117 214.7764 0.9102794
"17764" 106118 214.8002 0.8757147
"17765" 106119 214.8362 0.8801966
"17766" 106120 214.7517 0.8752227
"17767" 106121 214.760697079743 0.887188753791364
"17768" 106122 214.7618 0.9311091
"17769" 106123 214.7883 1.046854
"17770" 106124 214.813503706884 1.01812234149961
"17771" 106125 214.878 0.9150146
"17772" 106126 214.8763 0.8990466
"17773" 106128 214.8821 0.9068712
"17774" 106131 214.974859893689 0.997965786170858
"17775" 106132 215.0261 1.028578
"17776" 106133 215.0276 1.025817
"17777" 106134 214.9028 0.8468597
"17778" 106135 214.9324 0.997444
"17779" 106136 214.9591 0.8633147
"17780" 106137 214.969 1.030988
"17781" 106138 214.9933 1.02094
"17782" 106139 214.9937 0.9920831
"17783" 106140 214.994 1.000598
"17784" 106141 214.9955 1.037262
"17785" 106142 214.9964 1.00564
"17786" 106143 214.999 1.001282
"17787" 106144 215.0015 1.042188
"17788" 106145 215.0099 0.9899145
"17789" 106146 215.008480583675 0.989097592941454
"17790" 106147 215.018 1.001811
"17791" 106148 215.0339 0.9806759
"17792" 106150 215.0362 0.9897159
"17793" 106151 215.0376 0.9223407
"17794" 106152 215.0447 1.033527
"17795" 106153 214.9223 0.8559484
"17796" 106154 214.94326824788 0.919937556063219
"17797" 106155 214.969 0.8475378
"17798" 106156 215.0097 0.9464894
"17799" 106157 215.021865556594 0.989506760741848
"17800" 106158 215.0279 0.9861005
"17801" 106160 215.031 0.8841962
"17802" 106161 215.0377 1.036116
"17803" 106163 215.045268866623 0.971982503734445
"17804" 106164 215.045912364925 0.852604649664128
"17805" 106170 214.9694 0.909664
"17806" 106172 214.9722 0.9827299
"17807" 106173 214.9978 0.9498814
"17808" 106178 215.0663 1.047634
"17809" 106179 215.0676 0.8558027
"17810" 106180 215.0769 0.9930546
"17811" 106181 215.0805 0.9356887
"17812" 106182 215.0824 1.031866
"17813" 106183 215.0891 0.921579
"17814" 106184 215.0906 1.001115
"17815" 106185 215.1235 1.032605
"17816" 106186 215.1283 0.8799404
"17817" 106187 215.1354 0.9257112
"17818" 106188 215.1405 0.9152478
"17819" 106189 215.1436 0.9890706
"17820" 106190 215.1485 0.9938913
"17821" 106191 215.1537 0.9421582
"17822" 106192 215.158130043326 0.84850543675159
"17823" 106193 215.1579 0.9265748
"17824" 106194 215.1593 0.9887063
"17825" 106195 215.1612 0.9964352
"17826" 106196 215.161719433742 0.886778833670226
"17827" 106197 215.1642 0.8921232
"17828" 106198 215.1693 1.017925
"17829" 106199 215.1758 0.951129
"17830" 106200 215.1804 0.9311265
"17831" 106201 215.1855 0.9764569
"17832" 106202 215.183447801991 0.976169971058625
"17833" 106204 215.183278532529 0.980161300244413
"17834" 106205 215.1952 0.9563008
"17835" 106206 215.074161793019 0.97551079667969
"17836" 106207 215.109317148087 0.979950369330633
"17837" 106209 215.119646822485 0.965042114762458
"17838" 106210 215.131363116358 0.893590414029513
"17839" 106211 215.1415 0.9578008
"17840" 106212 215.142701055841 0.882283293229306
"17841" 106213 215.150995497136 0.883124930440907
"17842" 106214 215.152497587659 0.878494496131248
"17843" 106216 215.1605 1.017651
"17844" 106217 215.164703599483 0.879953344535439
"17845" 106218 215.1687 0.9933163
"17846" 106219 215.170850388338 0.9743718903253
"17847" 106220 215.172310432226 1.00418769670772
"17848" 106221 215.173647931423 1.03725700300455
"17849" 106222 215.176499906942 0.928559021163715
"17850" 106223 215.184 0.9357431
"17851" 106224 215.197607589009 0.962973561508162
"17852" 106226 215.069334075807 0.955272264091503
"17853" 106227 215.1328 0.956168
"17854" 106228 215.1479 0.9381461
"17855" 106229 215.0488 1.044621
"17856" 106231 215.055349515308 0.966703775224782
"17857" 106232 215.066267173471 1.03433320399045
"17858" 106233 215.076381346293 1.02480786147651
"17859" 106238 215.133375549304 1.04166324390683
"17860" 106246 215.30042446193 1.03773314860497
"17861" 106248 215.233486592916 0.960083167964448
"17862" 106249 215.242920446981 1.02742401475886
"17863" 106250 215.259776799879 0.849374105675448
"17864" 106251 215.2716 0.8529441
"17865" 106252 215.2725 0.8650877
"17866" 106253 215.2781 0.9537819
"17867" 106254 215.2773 0.9534075
"17868" 106255 215.295 0.849584
"17869" 106256 215.296018567338 0.906687542108885
"17870" 106257 215.3086 0.9648906
"17871" 106258 215.3171 0.928723
"17872" 106259 215.3187 0.988205
"17873" 106260 215.3334 0.8977573
"17874" 106261 215.3477 0.969169
"17875" 106262 215.1993 0.893639
"17876" 106264 215.213061791562 0.977298251748647
"17877" 106266 215.224505973546 0.853153266482699
"17878" 106268 215.295546056757 0.858643600511381
"17879" 106269 215.307052724043 1.0289088117113
"17880" 106281 215.3738 0.9311955
"17881" 106282 215.374614171368 0.855062620289125
"17882" 106283 215.377371331358 0.868473250173852
"17883" 106284 215.407 0.8446296
"17884" 106285 215.4102 0.8484929
"17885" 106286 215.4158 0.8740097
"17886" 106287 215.416123951932 0.93279121087293
"17887" 106288 215.4203 1.023417
"17888" 106289 215.4239 0.9437738
"17889" 106290 215.4263 0.8470738
"17890" 106291 215.4338 1.033465
"17891" 106292 215.4343 0.8524986
"17892" 106293 215.4526 0.9151876
"17893" 106294 215.4609 0.9403477
"17894" 106295 215.4659 1.025212
"17895" 106296 215.4872 0.9283893
"17896" 106297 215.4923 0.9081346
"17897" 106298 215.3645 1.046383
"17898" 106300 215.369617922807 0.905568357653511
"17899" 106301 215.376397127262 0.842608842099091
"17900" 106302 215.376697678519 0.894685759150755
"17901" 106306 215.483678409623 0.887327999008583
"17902" 106307 215.486932716511 0.890800783654721
"17903" 106308 215.3861 0.9292432
"17904" 106309 215.4161 1.014711
"17905" 106310 215.4334 1.012183
"17906" 106313 215.453978938491 0.892549039545898
"17907" 106320 215.356375769635 0.8969125877059
"17908" 106327 215.483 0.9239436
"17909" 106329 215.6285 0.9017291
"17910" 106330 215.5007 1.03702
"17911" 106331 215.5132 0.8620497
"17912" 106332 215.5133 0.9821229
"17913" 106333 215.5183 0.8722029
"17914" 106334 215.5181 0.8470408
"17915" 106336 215.5374 0.907613
"17916" 106337 215.5642 0.8584254
"17917" 106338 215.567721291932 0.877629847073082
"17918" 106339 215.572 0.892031
"17919" 106342 215.5994 0.9137096
"17920" 106343 215.6334 0.8455732
"17921" 106344 215.6413 0.9332341
"17922" 106345 215.503957877415 0.946202684179679
"17923" 106346 215.5189 0.841405
"17924" 106347 215.5344 0.8912615
"17925" 106348 215.5402 0.9043693
"17926" 106349 215.55508592493 0.882208272742214
"17927" 106350 215.623 0.8865743
"17928" 106351 215.6103 0.9940507
"17929" 106358 215.645 0.9217958
"17930" 106359 215.5433 0.900942
"17931" 106362 215.7429 1.030474
"17932" 106363 215.6909 0.8873915
"17933" 106365 215.724 0.8658712
"17934" 106366 215.7537 0.9052089
"17935" 106367 215.7568 0.9082164
"17936" 106368 215.7638 0.9713973
"17937" 106369 215.6536 1.020863
"17938" 106370 215.698231138714 0.9495989560516
"17939" 106371 215.700369599295 0.948424348109256
"17940" 106372 215.76 0.9602598
"17941" 106376 215.8112 0.9783299
"17942" 106379 215.8275 1.015297
"17943" 106380 215.8289 0.9453105
"17944" 106381 215.8443 1.009951
"17945" 106383 215.8613 0.9548734
"17946" 106384 215.865076236361 0.957214233873064
"17947" 106385 215.826043138759 0.858507458454603
"17948" 106386 215.8725 1.035423
"17949" 106387 215.8779 0.9184365
"17950" 106388 215.8932 0.9794545
"17951" 106389 215.901 1.007599
"17952" 106390 215.9033 0.994463
"17953" 106391 215.909347095121 0.98150215412318
"17954" 106393 215.938601579397 1.02686401517144
"17955" 106394 215.833990413968 0.963824121974685
"17956" 106396 215.8985 0.8997338
"17957" 106397 215.92330643871 0.969093053547267
"17958" 106398 215.943660075921 0.983976893457992
"17959" 106399 215.8152 0.9348045
"17960" 106400 215.8218 0.9637858
"17961" 106401 215.8726 1.019656
"17962" 106402 215.8877 1.031547
"17963" 106403 215.9324 0.8840212
"17964" 106404 215.84 0.974586
"17965" 106405 215.8616 0.9615877
"17966" 106409 215.941543736325 1.04132662949442
"17967" 106410 216.0905 0.8886175
"17968" 106411 215.9604 1.004329
"17969" 106412 216.0103 1.024821
"17970" 106413 216.0385 0.988515
"17971" 106414 215.978401432593 0.945792737818376
"17972" 106415 216.0493 1.015867
"17973" 106416 216.07565414081 0.873084979620277
"17974" 106418 216.082191561096 1.01257414940923
"17975" 106419 215.9797 0.9830403
"17976" 106420 216.0052 1.024653
"17977" 106421 216.008436026189 0.909469953993465
"17978" 106422 216.0291 0.9504938
"17979" 106424 216.0891 0.9037031
"17980" 106426 216.01482514989 0.875349118929565
"17981" 106427 216.0359 1.02595
"17982" 106432 216.1097 0.8432603
"17983" 106435 216.1602 0.9471487
"17984" 106436 216.1215 0.8478188
"17985" 106437 216.1405 0.9557407
"17986" 106438 216.1599 0.9787061
"17987" 106439 216.1636 1.031801
"17988" 106440 216.1893 0.9572119
"17989" 106442 216.2192 0.9593376
"17990" 106443 216.2306 0.9680838
"17991" 106444 216.171770070558 0.969053681862393
"17992" 106445 216.181188429475 0.916137809797359
"17993" 106446 216.236318821322 0.916747780274593
"17994" 106447 216.2086 0.9074903
"17995" 106450 216.158 1.029093
"17996" 106451 216.2131 0.8974322
"17997" 106454 216.1496 0.96948
"17998" 106455 216.152940487503 1.0103156097517
"17999" 106456 216.1571 0.9754353
"18000" 106458 216.3806 0.888537
"18001" 106459 216.259464436022 0.951169351625604
"18002" 106461 216.261694607619 0.950240365200898
"18003" 106462 216.2628 0.8407449
"18004" 106463 216.2635 0.8397022
"18005" 106464 216.2672 0.915035
"18006" 106465 216.274 0.9183401
"18007" 106467 216.3056 0.9442983
"18008" 106468 216.306 1.03124
"18009" 106469 216.3182 0.8713757
"18010" 106470 216.3378 0.9997504
"18011" 106471 216.3505 0.9139905
"18012" 106472 216.3513 0.9667755
"18013" 106473 216.3665 0.8489347
"18014" 106474 216.3678 1.023912
"18015" 106476 216.2589 0.9875474
"18016" 106477 216.271084893056 0.943747535378188
"18017" 106478 216.2906 0.9162588
"18018" 106479 216.305536758482 0.905644339143664
"18019" 106480 216.328973468734 0.946850755265381
"18020" 106481 216.3578 0.8467179
"18021" 106482 216.3624 0.886394
"18022" 106483 216.367798799853 0.860417465918588
"18023" 106484 216.37658568289 1.03826584086332
"18024" 106485 216.268720411232 0.908469212560538
"18025" 106491 216.3832 0.9123291
"18026" 106493 216.279569668197 1.01713559538136
"18027" 106498 216.463 0.8444795
"18028" 106499 216.4735 0.8449876
"18029" 106503 216.396 0.8413962
"18030" 106504 216.3987 0.855576
"18031" 106505 216.398954130105 0.852883327212049
"18032" 106507 216.4085 1.012671
"18033" 106508 216.4388 1.015909
"18034" 106509 216.4479 1.022834
"18035" 106510 216.4492 0.9511494
"18036" 106511 216.483 1.036222
"18037" 106512 216.48292919949 0.922143981782179
"18038" 106515 216.5011 0.966473
"18039" 106516 216.5021 0.853766
"18040" 106519 216.518221982174 0.99775136269264
"18041" 106520 216.5341 0.8447191
"18042" 106521 216.535 0.9082134
"18043" 106522 216.5361 1.011849
"18044" 106523 216.5398 0.979348
"18045" 106525 216.420605658995 1.00047594768417
"18046" 106526 216.432538657191 0.863095579833533
"18047" 106527 216.436586398904 1.0313578193796
"18048" 106528 216.4467 0.8428745
"18049" 106531 216.4618 1.042716
"18050" 106534 216.4743 0.875286
"18051" 106535 216.522353071275 0.925324543249522
"18052" 106536 216.544 0.8570898
