"cataid" "ra" "dec"
"35844" 298238 219.052440168719 1.35050886001073
"35845" 298239 219.055858381687 1.39563301719756
"35846" 298240 218.940374814901 1.40303995861906
"35847" 298241 219.026591266183 1.32311958148562
"35848" 298242 219.0575 1.427822
"35849" 298243 218.9305 1.312447
"35850" 298244 218.9339842713 1.35528303126659
"35851" 298246 218.998920761141 1.35546536272579
"35852" 298247 219.0363 1.418374
"35853" 298248 219.0347 1.289468
"35854" 298254 218.945437106565 1.40722846787729
"35855" 298260 219.025630977071 1.23490198304583
"35856" 298263 219.03677663427 1.36974065742056
"35857" 298264 219.156212527587 1.28333830433787
"35858" 298265 219.1168 1.43698
"35859" 298266 219.190598981522 1.39448451355843
"35860" 298267 219.1898 1.305745
"35861" 298268 219.2078 1.30606
"35862" 298269 219.212 1.309978
"35863" 298270 219.064925843075 1.25636794926814
"35864" 298271 219.087447036702 1.36659469477116
"35865" 298272 219.089627523603 1.36585991317921
"35866" 298274 219.112 1.283402
"35867" 298276 219.1523 1.367268
"35868" 298277 219.153467159417 1.25992111480088
"35869" 298278 219.1650485029 1.36654719730015
"35870" 298280 219.192638241844 1.42141578303488
"35871" 298281 219.086796321133 1.34090268951979
"35872" 298283 219.1931 1.40049
"35873" 298287 219.099241989119 1.29703143768445
"35874" 298290 219.142960265063 1.32031317714579
"35875" 298293 219.261940455479 1.31677988722011
"35876" 298297 219.250805422731 1.37106118899115
"35877" 298299 219.259056564937 1.29081608840153
"35878" 298300 219.2732 1.245129
"35879" 298301 219.304715581375 1.41648857396347
"35880" 298302 219.305342648111 1.41622704575774
"35881" 298303 219.3383 1.382054
"35882" 298304 219.336695822024 1.398844233289
"35883" 298305 219.3515 1.353289
"35884" 298306 219.360642860388 1.32826787815152
"35885" 298307 219.231696904675 1.34916854940448
"35886" 298308 219.241954922682 1.24188888139648
"35887" 298311 219.26177909868 1.36539967709017
"35888" 298312 219.2774 1.319573
"35889" 298314 219.346732053715 1.41809348757313
"35890" 298315 219.3431 1.260403
"35891" 298316 219.348043217135 1.2876947976765
"35892" 298317 219.35249673105 1.29230766106676
"35893" 298318 219.348267543618 1.28331074467419
"35894" 298320 219.2439 1.381517
"35895" 298321 219.247851027542 1.34228470095324
"35896" 298324 219.3 1.414085
"35897" 298330 219.2904031221 1.39884373787595
"35898" 298333 219.334601527947 1.28769160940182
"35899" 298339 219.35073188888 1.42753918583713
"35900" 298343 219.39297421311 1.31893383064364
"35901" 298344 219.3739 1.290389
"35902" 298345 219.4713 1.263039
"35903" 298347 219.5049 1.412159
"35904" 298348 219.377320536658 1.30043178787272
"35905" 298350 219.401100955649 1.41076316984727
"35906" 298352 219.447197361094 1.35728961962629
"35907" 298353 219.4488 1.409759
"35908" 298354 219.460958093016 1.38271929838748
"35909" 298355 219.47943668275 1.42310103678086
"35910" 298356 219.476404748436 1.2440936482923
"35911" 298357 219.494384755454 1.37518431285588
"35912" 298358 219.497986934953 1.30778012048825
"35913" 298361 219.448680350307 1.28437029341492
"35914" 298362 219.3974 1.259832
"35915" 298367 219.424252581278 1.4073037278094
"35916" 298371 219.460577818744 1.25173675844855
"35917" 298373 219.504015690458 1.40564447688921
"35918" 298374 219.619863047145 1.36874703147207
"35919" 298375 219.6327 1.33041
"35920" 298377 219.519093619959 1.33397363992708
"35921" 298378 219.521426845296 1.30520778094131
"35922" 298379 219.527393719637 1.39075474000747
"35923" 298380 219.528681866015 1.35651715762243
"35924" 298381 219.575 1.385818
"35925" 298382 219.573427993363 1.290272573437
"35926" 298383 219.5754 1.300645
"35927" 298384 219.576841661652 1.3420907903368
"35928" 298386 219.5788 1.308611
"35929" 298387 219.5824 1.233541
"35930" 298389 219.626094902927 1.30047807888797
"35931" 298391 219.589270386305 1.37991083535439
"35932" 298392 219.5823 1.391594
"35933" 298393 219.637 1.2746
"35934" 298394 219.6534 1.284956
"35935" 298395 219.6574 1.271143
"35936" 298399 219.546248464854 1.41745954553708
"35937" 298402 219.6163 1.326977
"35938" 298403 219.616259844006 1.28044467549523
"35939" 298407 219.6584038734 1.28638687236838
"35940" 298409 219.7407 1.337835
"35941" 298411 219.8052 1.338661
"35942" 298412 219.8092 1.34226
"35943" 298414 219.673109911731 1.39993590862315
"35944" 298415 219.677768910253 1.29236876435751
"35945" 298416 219.684326596144 1.32514835280073
"35946" 298418 219.754084142559 1.23317072516805
"35947" 298421 219.789097266749 1.30486257816672
"35948" 298422 219.800502883061 1.32898546180046
"35949" 298424 219.7455 1.403506
"35950" 298426 219.779376007855 1.34846414318975
"35951" 298432 219.717659281719 1.39718172045674
"35952" 298433 219.715531417641 1.28589594037694
"35953" 298434 219.7295219474 1.37502369769639
"35954" 298435 219.7314 1.424415
"35955" 298442 219.9473 1.313191
"35956" 298443 219.829 1.344241
"35957" 298444 219.8634 1.369541
"35958" 298445 219.8836 1.331597
"35959" 298446 219.8959 1.23055
"35960" 298447 219.8984 1.238222
"35961" 298449 219.9273 1.278077
"35962" 298450 219.9367 1.262789
"35963" 298451 219.826387539064 1.34033114717378
"35964" 298452 219.8275 1.244709
"35965" 298453 219.8829 1.265045
"35966" 298455 219.895097698987 1.25588084423046
"35967" 298457 219.939442707503 1.33139226840038
"35968" 298458 219.938565467063 1.24007084495007
"35969" 298460 219.8555 1.256426
"35970" 298463 219.8533 1.385325
"35971" 298464 219.8888 1.286868
"35972" 298466 219.9581 1.213782
"35973" 298467 219.83375717708 1.30139910444959
"35974" 298470 219.872878706698 1.21344361316962
"35975" 298473 219.921111184444 1.24526597404818
"35976" 298474 219.938163873437 1.37533543883189
"35977" 298476 219.972819513367 1.3565116123591
"35978" 298477 219.971976966524 1.35909320682519
"35979" 298481 220.0446 1.263463
"35980" 298482 220.081 1.339197
"35981" 298483 220.0388 1.33957
"35982" 298484 220.1094 1.258393
"35983" 298486 219.992587782739 1.36180338436027
"35984" 298487 219.991290024798 1.27083806857556
"35985" 298489 220.068434941422 1.39239693654213
"35986" 298490 220.067897466814 1.25000491620318
"35987" 298491 220.0728 1.388217
"35988" 298492 220.072914918144 1.38993158606747
"35989" 298493 220.101371956999 1.3330496000037
"35990" 298494 219.9634 1.324512
"35991" 298495 219.9662 1.412075
"35992" 298496 219.9676 1.374508
"35993" 298497 220.0214 1.331948
"35994" 298499 220.0661 1.384712
"35995" 298500 220.1019 1.275136
"35996" 298505 220.090512363765 1.30610574287325
"35997" 298506 220.099204147648 1.39400357238275
"35998" 298509 220.256172486016 1.35298510793914
"35999" 298510 220.1181 1.338154
"36000" 298511 220.1162 1.286403
"36001" 298512 220.122134852717 1.34210341274276
"36002" 298513 220.1279 1.285077
"36003" 298514 220.13341659314 1.37214564361157
"36004" 298516 220.1555 1.322022
"36005" 298517 220.1719 1.329857
"36006" 298518 220.2022 1.252125
"36007" 298520 220.167496896222 1.32598144432004
"36008" 298521 220.1692 1.233654
"36009" 298525 220.215632375189 1.27621959365579
"36010" 298527 220.220041049998 1.31360908245762
"36011" 298529 220.246402953821 1.31065507692352
"36012" 298530 220.248828373851 1.37724098670633
"36013" 298531 220.252626927948 1.31142250288248
"36014" 298532 220.119920391578 1.38221947832624
"36015" 298535 220.124 1.399555
"36016" 298536 220.122 1.268799
"36017" 298544 220.217675765262 1.31123616407906
"36018" 298545 220.222416246441 1.38180796215305
"36019" 298549 220.2758 1.405702
"36020" 298550 220.4046 1.30562
"36021" 298551 220.289 1.251881
"36022" 298555 220.353741574154 1.21364970489368
"36023" 298556 220.3425 1.204244
"36024" 298557 220.2952 1.216408
"36025" 298559 220.326729742365 1.3791435008904
"36026" 298569 220.439513737163 1.3934520830127
"36027" 298570 220.4613 1.26435
"36028" 298572 220.501 1.289781
"36029" 298574 220.435546562799 1.30146310132458
"36030" 298575 220.4978 1.214732
"36031" 298576 220.507548367296 1.40192058296199
"36032" 298577 220.52 1.28901
"36033" 298579 220.453927244568 1.3090658063229
"36034" 298582 220.487741311051 1.20000928446105
"36035" 298584 220.5636 1.212322
"36036" 298585 220.571185555229 1.27098113768396
"36037" 298589 220.65650074659 1.32117552328975
"36038" 298590 220.6776 1.319748
"36039" 298591 220.6905 1.293162
"36040" 298592 220.586 1.310946
"36041" 298593 220.6009 1.33136
"36042" 298594 220.6247 1.218987
"36043" 298595 220.6558 1.225351
"36044" 298597 220.632924880128 1.22645299462698
"36045" 298598 220.657429144672 1.2498712118
"36046" 298599 220.627486522082 1.39539729476005
"36047" 298600 220.6261 1.38392
"36048" 298601 220.706795647208 1.22565765933128
"36049" 298602 220.5975 1.3405
"36050" 298603 220.60450551433 1.21557536205712
"36051" 298610 220.7747 1.25447
"36052" 298611 220.777 1.237617
"36053" 298612 220.8389 1.340896
"36054" 298613 220.710503964943 1.23803331051716
"36055" 298614 220.753693471961 1.19644235781755
"36056" 298615 220.7557 1.195735
"36057" 298616 220.773160543357 1.34393742024905
"36058" 298617 220.785 1.286308
"36059" 298619 220.727266406793 1.31293224289508
"36060" 298620 220.763976887276 1.2342886384151
"36061" 298622 220.7805 1.344664
"36062" 298623 220.792 1.266821
"36063" 298624 220.794337253964 1.26935719146105
"36064" 298625 220.8074 1.212866
"36065" 298626 220.813 1.204147
"36066" 298629 220.731 1.267007
"36067" 298630 220.747915577534 1.35767038866077
"36068" 298631 220.751476619589 1.30302601531439
"36069" 298634 220.779768067954 1.221238084817
"36070" 298642 220.9806 1.329086
"36071" 298643 220.88 1.23808
"36072" 298645 220.904 1.199443
"36073" 298646 220.9116 1.245641
"36074" 298648 221.0031 1.363679
"36075" 298650 220.8804 1.319512
"36076" 298651 220.891 1.252205
"36077" 298652 220.9057 1.256428
"36078" 298653 220.9912 1.281394
"36079" 298659 220.9717 1.219217
"36080" 298660 220.971805823972 1.19991724990417
"36081" 298663 221.0114 1.240273
"36082" 298665 221.0354 1.2196
"36083" 298666 221.0361 1.195267
"36084" 298668 221.052152916159 1.33940369652278
"36085" 298670 221.144985958258 1.27550246744355
"36086" 298673 221.064402931297 1.39029098710177
"36087" 298675 221.085234751647 1.26745950636582
"36088" 298681 221.193437398768 1.28226682870159
"36089" 298684 221.2534 1.248468
"36090" 298685 221.1656 1.310669
"36091" 298686 221.246 1.368372
"36092" 298687 221.254 1.266086
"36093" 298688 221.2784 1.307713
"36094" 298689 221.277758322391 1.30719633372055
"36095" 298690 221.1745 1.264727
"36096" 298691 221.190978627138 1.24627969818015
"36097" 298692 221.192183871385 1.24523344667252
"36098" 298693 221.193586752348 1.24108591141271
"36099" 298694 221.243237519856 1.27338477514876
"36100" 298695 221.264795697972 1.37876813062646
"36101" 298696 221.176662515542 1.28548137766534
"36102" 298697 221.192650057392 1.30336674044967
"36103" 298698 221.2246 1.252351
"36104" 298699 221.2785 1.349019
"36105" 298700 221.2994 1.210761
"36106" 298701 221.171420380742 1.27224571899541
"36107" 298703 221.185595247493 1.30427744886273
"36108" 298712 221.3383 1.326529
"36109" 298714 221.4439 1.306763
"36110" 298716 221.360127207539 1.36426806136194
"36111" 298717 221.358563618821 1.2994969775451
"36112" 298718 221.3598 1.216741
"36113" 298720 221.4464 1.35576
"36114" 298723 221.423758782581 1.3650490985837
"36115" 298724 221.3821 1.246428
"36116" 298725 221.317546619756 1.28890425212753
"36117" 298726 221.34931125841 1.22774130060003
"36118" 298728 221.387928006235 1.31651840560211
"36119" 298731 221.4464 1.262951
"36120" 298733 221.527340909894 1.28566533665916
"36121" 298734 221.547422722036 1.37686837873647
"36122" 298738 221.5934 1.228402
"36123" 298739 221.5238 1.272827
"36124" 298740 221.5691 1.249185
"36125" 298741 221.595701994489 1.35337176311996
"36126" 298742 221.6097 1.35607
"36127" 298743 221.505169681574 1.17771001006681
"36128" 298746 221.4769 1.205885
"36129" 298747 221.4921 1.259839
"36130" 298749 221.4658 1.343349
"36131" 298757 221.583037012781 1.27597925213756
"36132" 298759 221.5958 1.180575
"36133" 298761 221.6302 1.274752
"36134" 298762 221.6284 1.278513
"36135" 298765 221.7289 1.260203
"36136" 298766 221.7514 1.276899
"36137" 298767 221.6628 1.257337
"36138" 298768 221.7507 1.251377
"36139" 298771 221.685670547229 1.28391948565337
"36140" 298772 221.7036 1.341038
"36141" 298773 221.668 1.274354
"36142" 298781 221.69751644872 1.36669139775748
"36143" 298783 221.696497856658 1.21043452492733
"36144" 298784 221.70225203543 1.37424704475785
"36145" 298786 221.7414 1.254195
"36146" 298789 221.798936828805 1.22969653834127
"36147" 298790 221.803 1.169541
"36148" 298791 221.8115 1.177789
"36149" 298792 221.850253771418 1.36985256835316
"36150" 298793 221.8942 1.296238
"36151" 298794 221.894083992365 1.29471612309089
"36152" 298795 221.9045 1.342235
"36153" 298796 221.783444593333 1.3122232452497
"36154" 298797 221.828136569148 1.22166499356022
"36155" 298798 221.863553888641 1.19990939219862
"36156" 298800 221.896246032673 1.26491255489485
"36157" 298802 221.903201282111 1.26573157272787
"36158" 298803 221.762895088821 1.36951242660617
"36159" 298807 221.891247102222 1.2660930409799
"36160" 298810 221.80577540327 1.2964945717872
"36161" 298813 221.825557733922 1.27800400894856
"36162" 298814 221.828700363166 1.23370946422632
"36163" 298817 221.857535755631 1.31818970415808
"36164" 298820 221.867047990323 1.1805980072637
"36165" 298828 221.963954499062 1.20495863880034
"36166" 298829 222.009617511272 1.33207012507518
"36167" 298830 222.010352901629 1.33209189675382
"36168" 298831 222.0325 1.360323
"36169" 298833 221.9916 1.253658
"36170" 298834 221.9928 1.299401
"36171" 298835 221.920732254443 1.24564150343775
"36172" 298836 221.9363 1.301667
"36173" 298838 221.9575 1.264418
"36174" 298839 222.005037505762 1.19644704824667
"36175" 298840 222.0162 1.247676
"36176" 298841 222.034472004798 1.33091302552034
"36177" 298842 222.0408 1.269331
"36178" 298846 222.037093783629 1.36321431079192
"36179" 298851 222.012316993642 1.31273550037223
"36180" 298855 222.054196188184 1.28569646784525
"36181" 298859 222.1562 1.160269
"36182" 298860 222.2044 1.299792
"36183" 298861 222.1191 1.186644
"36184" 298862 222.1482 1.354149
"36185" 298864 222.1487 1.236147
"36186" 298865 222.183395670033 1.35898941770744
"36187" 298866 222.077332267671 1.36115641601665
"36188" 298867 222.07909860347 1.35844383328227
"36189" 298868 222.086246636887 1.30198647259297
"36190" 298869 222.0846 1.158757
"36191" 298870 222.086204334681 1.16128436523199
"36192" 298873 222.0994 1.1926
"36193" 298874 222.11487757117 1.32946656485709
"36194" 298876 222.150896973013 1.25161546983491
"36195" 298877 222.1514 1.245974
"36196" 298878 222.177373102089 1.17606253204052
"36197" 298880 222.187480985336 1.32536242467807
"36198" 298881 222.193576065051 1.29970223974106
"36199" 298884 222.149171929219 1.23204548821099
"36200" 298886 222.0715 1.336851
"36201" 298887 222.0902 1.264269
"36202" 298888 222.0944 1.212111
"36203" 298889 222.0966 1.20446
"36204" 298890 222.1133 1.215982
"36205" 298893 222.093644082262 1.26559841371995
"36206" 298894 222.1132 1.209928
"36207" 298895 222.117729244298 1.34309141661703
"36208" 298896 222.1171 1.218555
"36209" 298897 222.1224 1.196953
"36210" 298903 222.1837 1.263448
"36211" 298906 222.2295 1.177888
"36212" 298907 222.2343 1.20211
"36213" 298908 222.2887 1.189254
"36214" 298909 222.3151 1.324931
"36215" 298911 222.256315171191 1.33768035494432
"36216" 298912 222.265584707717 1.32465197258063
"36217" 298913 222.305537788249 1.24250192440971
"36218" 298914 222.312567812556 1.3254937707562
"36219" 298915 222.3246 1.328099
"36220" 298916 222.349 1.263828
"36221" 298931 222.3574 1.255835
"36222" 298932 222.374 1.353329
"36223" 298933 222.4115 1.335519
"36224" 298935 222.4829 1.339074
"36225" 298936 222.4878 1.202201
"36226" 298937 222.5009 1.278566
"36227" 298938 222.506 1.33605
"36228" 298939 222.4322 1.339721
"36229" 298940 222.42912839751 1.20842309137321
"36230" 298941 222.439964873292 1.35123039655301
"36231" 298943 222.45259457306 1.16650915479115
"36232" 298944 222.383295892165 1.2822380850817
"36233" 298945 222.372685503747 1.30894822388703
"36234" 298946 222.383611861297 1.32623070126256
"36235" 298949 222.411499971294 1.2838837118053
"36236" 298955 222.6041 1.29523
"36237" 298957 222.5636 1.150612
"36238" 298958 222.6526 1.165865
"36239" 298959 222.536820528063 1.34647530587412
"36240" 298960 222.5666 1.254599
"36241" 298962 222.615548481113 1.22446254673081
"36242" 298963 222.619469698655 1.29077790945179
"36243" 298964 222.626015463919 1.22495804291507
"36244" 298967 222.6168 1.217883
"36245" 298968 222.6529 1.241616
"36246" 298972 222.591796530535 1.32418195394418
"36247" 298977 222.641792698006 1.30010695451149
"36248" 298980 222.7181 1.165684
"36249" 298982 222.670725584059 1.17007299292121
"36250" 298983 222.7359 1.179433
"36251" 298984 222.7648 1.247908
"36252" 298985 222.7721 1.155713
"36253" 298986 222.7789559102 1.172055500612
"36254" 298988 222.793 1.192818
"36255" 298989 222.6662 1.166878
"36256" 298990 222.667002819895 1.16669997666203
"36257" 298993 222.7572 1.152832
"36258" 298994 222.776637801065 1.1926540887869
"36259" 298995 222.778572412621 1.15129830110308
"36260" 299000 222.667536779918 1.3165709434863
"36261" 299001 222.664227105685 1.14053841852339
"36262" 299002 222.671907536204 1.18068910267043
"36263" 299008 222.8299 1.249381
"36264" 299009 222.8948 1.181694
"36265" 299010 222.9301 1.251893
"36266" 299011 222.821944725546 1.21361958012177
"36267" 299013 222.896173445372 1.28349575330875
"36268" 299014 222.909996724523 1.32843811816184
"36269" 299015 222.9095 1.202108
"36270" 299016 222.926242824009 1.14517983127418
"36271" 299017 222.938702177376 1.34062787424345
"36272" 299022 222.89769571409 1.24627681126679
"36273" 299024 222.9256 1.174095
"36274" 299030 223.0679 1.147553
"36275" 299032 223.0072 1.179025
"36276" 299033 223.0429 1.208208
"36277" 299034 223.004609253599 1.31274023205121
"36278" 299036 223.047799213779 1.15034612844074
"36279" 299041 223.0078 1.260178
"36280" 299045 223.032218936182 1.15079538123954
"36281" 299048 223.064 1.185376
"36282" 299049 223.141641172036 1.31464948562299
"36283" 299050 223.172798194144 1.31046734650912
"36284" 299051 223.127 1.21525
"36285" 299052 223.14160987782 1.30153992707913
"36286" 299053 223.168192326627 1.28868211053947
"36287" 299054 223.1737 1.233465
"36288" 299055 223.1756 1.251581
"36289" 299056 223.1832 1.213978
"36290" 299058 223.1917 1.291927
"36291" 299059 223.1987 1.189433
"36292" 299060 223.2187 1.310061
"36293" 299061 223.2215 1.144692
"36294" 299062 223.117591970677 1.25524611457301
"36295" 299063 223.1492 1.279403
"36296" 299064 223.186509731387 1.14215406321746
"36297" 299065 223.204791235505 1.21537338646003
"36298" 299066 223.2055 1.214231
"36299" 299070 223.1238 1.212693
"36300" 299071 223.1304 1.335587
"36301" 299072 223.1286 1.200364
"36302" 299073 223.110884989089 1.31946429282894
"36303" 299075 223.1262 1.24124
"36304" 299078 223.162549354675 1.17585912341705
"36305" 299080 223.186722471742 1.32405865553135
"36306" 299081 223.188761558303 1.27217009126862
"36307" 299083 223.248131624118 1.27899380848663
"36308" 299085 223.33635941281 1.23152226699337
"36309" 299087 223.3883 1.143268
"36310" 299089 223.2963 1.319833
"36311" 299090 223.3189 1.135791
"36312" 299092 223.4001 1.129859
"36313" 299093 223.2643 1.166885
"36314" 299094 223.2874 1.206991
"36315" 299095 223.290727068235 1.23455979678051
"36316" 299096 223.2962 1.253076
"36317" 299097 223.2981 1.227639
"36318" 299099 223.362018896909 1.21796909266132
"36319" 299101 223.363342072687 1.18432971499986
"36320" 299102 223.364801164704 1.22155974219731
"36321" 299103 223.3701 1.267549
"36322" 299104 223.375 1.228408
"36323" 299106 223.393 1.145245
"36324" 299107 223.3998 1.121872
"36325" 299108 223.400681718529 1.13535626332727
"36326" 299109 223.295485918982 1.28501367790293
"36327" 299111 223.319556119958 1.29643121983826
"36328" 299112 223.332041726837 1.31979799893089
"36329" 299113 223.3524 1.230769
"36330" 299115 223.306 1.138846
"36331" 299118 223.346202268523 1.14187461600929
"36332" 299120 223.3591 1.20016
"36333" 299123 223.4218 1.148248
"36334" 299124 223.4349 1.249531
"36335" 299125 223.4378 1.252705
"36336" 299128 223.4307 1.29859
"36337" 299129 223.4276 1.295808
"36338" 299130 223.4424 1.241081
"36339" 299131 223.454636752293 1.23226537484376
"36340" 299132 223.487779209443 1.31879912426346
"36341" 299133 223.4988 1.24864
"36342" 299142 223.4109 1.196351
"36343" 299144 223.4453 1.151834
"36344" 299145 223.4582 1.201269
"36345" 299147 223.467234511058 1.30619743562043
"36346" 299148 223.471 1.231051
"36347" 299153 223.4229 1.181235
"36348" 299154 223.4436 1.236329
"36349" 299162 223.414883045139 1.17589198935356
"36350" 300310 129.0229 0.7635604
"36351" 300331 129.2026 1.12597
"36352" 300332 129.0784 1.009605
"36353" 300333 129.08 1.19038
"36354" 300334 129.106202067211 1.0303113131897
"36355" 300335 129.1659 0.9947756
"36356" 300336 129.1655 1.118457
"36357" 300337 129.1677 1.165599
"36358" 300338 129.1943 1.019461
"36359" 300339 129.078 1.173703
"36360" 300341 129.1237 1.035972
"36361" 300344 129.1633 1.062939
"36362" 300345 129.1364 1.142544
"36363" 300350 129.1648 1.136102
"36364" 300351 129.1684 1.148085
"36365" 300370 129.2392 1.168168
"36366" 300371 129.2479 1.011083
"36367" 300372 129.2941 1.00136
"36368" 300373 129.3351 1.05427
"36369" 300374 129.3612 1.046969
"36370" 300378 129.2786 1.076739
"36371" 300381 129.33419769017 1.05727670933961
"36372" 300382 129.348608948972 1.02269060872268
"36373" 300383 129.349311630787 1.06894126129726
"36374" 300388 129.224 1.178811
"36375" 300390 129.2952 1.092737
"36376" 300393 129.3263 1.035565
"36377" 300401 129.443189246964 1.0392123647806
"36378" 300402 129.464298111099 1.15213203860888
"36379" 300403 129.3686 1.046208
"36380" 300404 129.3654 1.045576
"36381" 300405 129.3744 1.055199
"36382" 300406 129.4051 1.073072
"36383" 300408 129.4017 1.105543
"36384" 300409 129.4009 1.107234
"36385" 300410 129.4318 1.111395
"36386" 300411 129.4859 1.072429
"36387" 300412 129.5 1.152609
"36388" 300413 129.5113 1.005855
"36389" 300414 129.5052 1.202092
"36390" 300416 129.4007 1.032648
"36391" 300417 129.4221 1.002856
"36392" 300420 129.4029 1.036215
"36393" 300429 129.576178837794 1.11377198766187
"36394" 300430 129.5887551476 1.06223095908684
"36395" 300432 129.617237330442 1.01402784556092
"36396" 300434 129.6034 1.081153
"36397" 300435 129.6084 1.042065
"36398" 300436 129.608 1.11039
"36399" 300437 129.6153 1.027486
"36400" 300438 129.622 1.181241
"36401" 300439 129.6384 1.173416
"36402" 300441 129.5319 1.167162
"36403" 300442 129.556 1.113887
"36404" 300443 129.55975822136 1.11252676071641
"36405" 300446 129.5758 1.168268
"36406" 300447 129.5859 1.070838
"36407" 300448 129.619423309404 1.03567156336273
"36408" 300449 129.6347 1.195028
"36409" 300450 129.6417 1.14978
"36410" 300454 129.5542 1.20339
"36411" 300464 129.743242075706 1.117808945999
"36412" 300467 129.7569 1.028563
"36413" 300469 129.661403864248 1.07768258974707
"36414" 300470 129.6708 1.209149
"36415" 300472 129.7668 1.183179
"36416" 300474 129.7944 1.173479
"36417" 300475 129.679 1.040622
"36418" 300477 129.7068 1.121005
"36419" 300478 129.71 1.176862
"36420" 300497 129.8193 1.156065
"36421" 300498 129.8501 1.206613
"36422" 300499 129.8745 1.129048
"36423" 300500 129.874260799367 1.12844304368746
"36424" 300501 129.8727 1.190131
"36425" 300502 129.8974 1.142767
"36426" 300503 129.9015 1.13623
"36427" 300504 129.9082 1.055298
"36428" 300505 129.912 1.037055
"36429" 300506 129.9081 1.173233
"36430" 300507 129.9153 1.115867
"36431" 300508 129.9227 1.074295
"36432" 300509 129.9227 1.072901
"36433" 300510 129.9165186639 1.07750024469264
"36434" 300511 129.9161 1.079958
"36435" 300512 129.928246203104 1.07031288567525
"36436" 300513 129.8226 1.014483
"36437" 300514 129.824937366889 1.02506431056932
"36438" 300515 129.826217919228 1.0231781617903
"36439" 300516 129.860592328004 1.01336634344245
"36440" 300518 129.914633638093 1.06686518957592
"36441" 300520 129.930843887814 1.0337064588071
"36442" 300521 129.934574257608 1.07472589941235
"36443" 300522 129.948403644219 1.02465566712273
"36444" 300523 129.958139171384 1.09683311592531
"36445" 300529 129.898 1.09504
"36446" 300531 129.9537 1.01773
"36447" 300532 129.9575 1.0367
"36448" 300546 129.943091041849 1.1487891116636
"36449" 300552 129.9631 1.068869
"36450" 300553 130.0009 1.186879
"36451" 300554 130.0032 1.214952
"36452" 300555 130.0146 1.198732
"36453" 300556 130.0482 1.103678
"36454" 300557 130.0494 1.098598
"36455" 300559 129.969763084461 1.03875176316064
"36456" 300560 129.968697640559 1.03713698277229
"36457" 300562 129.972627561216 1.17971277533556
"36458" 300564 129.999040801449 1.21810195228612
"36459" 300568 130.0548 1.205384
"36460" 300570 130.0655 1.198703
"36461" 300571 130.0958 1.053949
"36462" 300573 129.9905 1.214041
"36463" 300574 130.0792 1.217968
"36464" 300579 130.005570598495 1.10106529355178
"36465" 300593 130.1371 1.143516
"36466" 300594 130.1338 1.147508
"36467" 300595 130.1342 1.190299
"36468" 300598 130.2001 1.200966
"36469" 300599 130.211948396427 1.17410772413741
"36470" 300601 130.2333 1.226389
"36471" 300602 130.2387 1.201575
"36472" 300603 130.243102250054 1.20361701729831
"36473" 300604 130.254277801278 1.15222606437237
"36474" 300605 130.1153 1.040234
"36475" 300607 130.1405 1.224397
"36476" 300608 130.1452 1.202554
"36477" 300609 130.1545 1.189567
"36478" 300610 130.1541 1.200346
"36479" 300611 130.158 1.210819
"36480" 300612 130.1797 1.136618
"36481" 300613 130.1872 1.09923
"36482" 300614 130.1951 1.038557
"36483" 300615 130.2309 1.162757
"36484" 300616 130.2426 1.168176
"36485" 300618 130.2565 1.158989
"36486" 300619 130.2591 1.084221
"36487" 300620 130.1532 1.177738
"36488" 300621 130.1719 1.164795
"36489" 300622 130.1902 1.166973
"36490" 300625 130.253505652022 1.19571401620703
"36491" 300631 130.2077 1.217523
"36492" 300647 130.2581 1.167127
"36493" 300649 130.341938903617 1.05997497389698
"36494" 300652 130.2722 1.170505
"36495" 300653 130.2706 1.227233
"36496" 300654 130.279 1.051679
"36497" 300655 130.2865 1.111956
"36498" 300656 130.2854 1.111494
"36499" 300657 130.2948 1.027897
"36500" 300658 130.2903 1.027107
"36501" 300659 130.2953 1.060489
"36502" 300660 130.3021 1.039381
"36503" 300662 130.36 1.173731
"36504" 300664 130.3828 1.222998
"36505" 300665 130.3808 1.21971
"36506" 300666 130.3962 1.032304
"36507" 300667 130.3953 1.031644
"36508" 300668 130.271865526532 1.11703715548672
"36509" 300669 130.380951210314 1.22768652317425
"36510" 300671 130.2586 1.173755
"36511" 300674 130.3473 1.081208
"36512" 300676 130.3964 1.22037
"36513" 300691 130.4123 1.116624
"36514" 300692 130.4322 1.047331
"36515" 300693 130.4426 1.191085
"36516" 300694 130.5051 1.202838
"36517" 300695 130.552 1.085076
"36518" 300699 130.440829620815 1.18777260910768
"36519" 300700 130.4517 1.086607
"36520" 300701 130.47004035595 1.05112080531506
"36521" 300702 130.4872 1.124189
"36522" 300704 130.4339 1.20365
"36523" 300721 130.5668 1.132735
"36524" 300722 130.587 1.049179
"36525" 300723 130.6387 1.149395
"36526" 300725 130.6542 1.117916
"36527" 300727 130.6872 1.085982
"36528" 300729 130.6364 1.210579
"36529" 300731 130.7063 1.041756
"36530" 300732 130.567126452398 1.22597903256723
"36531" 300739 130.6437 1.213536
"36532" 300740 130.689 1.075587
"36533" 300751 130.77229967401 1.06756264076915
"36534" 300753 130.7228 1.211193
"36535" 300754 130.7318 1.067622
"36536" 300755 130.7334 1.059471
"36537" 300756 130.7364 1.064999
"36538" 300757 130.7715 1.148773
"36539" 300758 130.7749 1.046843
"36540" 300759 130.7818 1.130309
"36541" 300760 130.8064 1.075911
