objid,ID,z,nsersic_g,Re_g,L_g,ba_g,M_g,nsersic_r,Re_r,L_r,ba_r,M_r,nsersic_i,Re_i,L_i,ba_i,M_i,Vol_max,P_early,T_HC11,vdisp,err_vdisp,Ie_g,Ie_i,Ie_r,logSFR_SED,err_logSFR_SED,AFUV,err_AFUV,AB,err_AB,AV,err_AV,UV_survey,P_merg,TType,Ms,Re,Sigma_1,Vol_selection,gr,gi,Age_ave_1Re,Z_ave_1Re,Age_ave_0.1Re,Z_ave_0.1Re,grad_gi,grad_gr,Rap_sdss_fiber,color_gi_01,color_gi_1,plate,mjd,fiber_id,p_age_16,p_age_50,p_age_84,del_grad_gi,del_MS,del_gi,del_gi_01re,del_gi_1re,del_Reff_r,del_Reff_ste,del_Sigma1,Group_membership_Y12,specobjid,ra,dec,MEDIAN_logSFR,mass_dens_radius2,mass_dens_radius4,mass_dens_radius8,mass_dens_rp1_rpi2,mass_dens_rp1_rpi3,mass_dens_rp1_rpi4,mass_dens_rp1_rpi5,mass_dens_rp1_rpi6,mass_dens_rp1_rpi7,mass_dens_rp1_rpi8,mass_dens_rp2_rpi2,mass_dens_rp2_rpi3,mass_dens_rp2_rpi4,mass_dens_rp2_rpi5,mass_dens_rp2_rpi6,mass_dens_rp2_rpi7,mass_dens_rp2_rpi8,logMs,logRe_r,logRe,logSigma_1,conx,BTr,nb,ng,logA,logvd,logRp,dr12objid,bpt,d4000n,rabsmag,urcolor,color_grad,grcolor,del_ur,ssfr,C,S,G2,H,G,M20,Cx,logCx,logMR,P13,B14,vdW14,vD15,BMass.BD,DMass.BD,BTM,P_bar_GZ2,P_bar_Nair10,del_ssfr,cl,mcl,mscl,Rchl_r,logRchl_r,logC,del_logCx,del_color_grad,del_P13,del_nb,del_BTr,del_BTM,del_logA,del_logSigma1
587742611877527809,442411,0.0587504,3.7293,2.78188,10696800300,0.6354,-19.9931,3.9066,2.7357,14621400100,0.639,-20.7725,4.6128,3.0794,18744899600,0.6103,-21.1522,46526700,0.6915,-0.683534,122.211,7.50873,63079800,81405504,87186496,-0.783,0.286,2.687,0.624,0.42,0.091,0.283,0.072,2,0.477638,-2.21191,41120100000,2.56298,3636069890,34532100,0.7794,1.1591,8.38603,0.019007,7.80905,0.019007,-0.197737600690704,-0.0672911203441586,1.76114,1.29896831190468,1.10123071121397,2749,54241,575,9.8833,9.9759,10.0463,-0.0746180992730247,-1.04773436876982,0.0618569929544806,0.0795170177261713,0.0048989184531465,-0.0782894911934263,-0.0187965223590572,-0.00711275049575733,-1,774007676710420480,222.019,14.9672,-1.4651408,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.6140541621496,0.437068470428161,0.408745217216812,9.56063222233586,0.354,0.41,7.74,4.18,-0.76273,2.06,0.63,1237668333102432483,5,1.81822,-19.553,2.782,-0.065,0.949,0.202,-11.39705,,0.63541,0.78989,0.56855,0.5423,-1.62108,2.82485875706215,0.450996737974212,10.2053089449328,9.19288,10.55176,0.6982,0.69744,10.1855,10.1586,0.515479935993897,0.00539,0.10901,-1.01993801384775,2,3,7,1.93,0.29,,-0.00561628320731467,0.0128467004309418,0.120565860985634,2.91838332683593,-0.162165285976098,-0.15964447757589,0.186812112238845,0.0103363850856262
587742615096328492,442910,0.0532593,2.7447,1.68952,11099199500,0.7307,-20.0332,2.5974,1.47643,14439000100,0.7804,-20.7588,2.4163,1.40494,16810500100,0.7958,-21.0339,59470200,0.857534,-2.77278,134.898,8.41495,205451008,477924000,359251008,-1.074,0.639,1.087,0.573,0.149,0.078,0.101,0.053,1,0.206355,-2.33765,34245199900,0.92786,5793390100,29169700,0.725601,1.0007,10.5534,0.0185729,13.515,0.0109226,0.038369655766445,-0.0231149118030132,1.60696,1.10043737120256,1.13880702696901,2795,54563,144,9.7804,9.9107,9.988,0.161761237307743,-1.30753667457397,-0.0884774866444253,-0.111427424149255,0.0503338131584878,-0.304485020943905,-0.425035108268654,0.248550773121364,-1,786956906810834944,235.079,16.3062,-1.1599337,3620809770.48443,452601221.310553,230967083.322651,4688402229.09537,3125601486.06358,2344201114.54768,1875360891.63815,1562800743.03179,1339543494.02725,1172100557.27384,2413873180.32295,1609248786.88197,1206936590.16148,965549272.12918,1206102684.57423,1033802301.06363,904577013.430675,10.5345997056668,0.169212861166052,-0.0325175472878483,9.76293277285834,0.327,0.65,4.49,3.14,-1.29388,2.13,0.55,1237668336321233226,-1,1.83577,-19.747,2.582,-0.175,0.923,0.026,-11.6086,0.37075,0.73297,0.75406,0.54057,0.57325,-1.87937,3.05810397553517,0.485452247339714,10.5671172529547,9.90914,10.55187,0.31653,0.37904,10.3453,10.0229,0.677510272936126,0.01063,0.25004,-1.30219478287578,2,3,8,1.62,0.21,-0.43091884029958,0.03577341916121,-0.097206142794054,0.849493470756066,-0.258665549164315,0.0918623064292966,0.01808761179612,-0.338068670337547,0.279920679669555
587742615098556700,442993,0.0366607,2.2563,1.66798,4388530200,0.7019,-19.0258,2.3161,1.54696,5343470100,0.7141,-19.6796,2.4385,1.55643,6313920000,0.6968,-19.9707,14040800,0.66729,-0.647698,71.4624,7.12035,91412096,145634000,127822000,-1.062,0.062,0.471,0.116,0.084,0.023,0.061,0.022,1,0.895754,-2.20942,10095399900,1.14513,1457110020,10689300,0.653799,0.944899,13.515,0.00915126,1.41715,0.019007,-0.165886665803827,-0.097951108780391,1.12827,1.167140096799,1.00125343099518,2524,54568,337,9.7706,9.8708,9.9638,-0.0566357088454532,-0.995181156759497,-0.0904291919511312,0.0272673105789603,-0.029368398266493,-0.0708193752791549,-0.153179338649179,0.107399254998921,-1,710677210406584320,239.972,14.6052,-0.83984053,1557958785.46102,2051805880.65243,2895830530.8868,2922880529.88266,1948587019.92178,1461440264.94133,1169152211.95307,974293509.960888,835108722.823618,730720132.470666,1275376199.84617,850250799.897449,769182908.624005,1286500334.59358,2311895976.82801,2568304347.86282,2321565800.12563,10.0041235269373,0.189479084220462,0.0588547924207406,9.1634923446835,0.358,0.55,3.4,2.43,-1.31542,1.88,0.53,1237668367998320896,3,1.63558,-18.66,2.366,-0.081,0.795,-0.033,-11.06612,0.40528,0.86801,0.91947,0.56786,0.534,-1.88662,2.79329608938548,0.446116973356126,9.94526873451656,9.23448,10.00698,0.80576,0.98161,9.83572,9.43351,0.716288013951602,0.00025,0.16565,-1.03193237622009,2,2,7,1.29,0.11,-0.392244827553527,0.0486355468248597,-0.014560896616183,0.452963467849267,-0.546094511225027,0.1113374345225,0.201072626304026,-0.398872893377569,0.215575433263771
587742615098950034,443010,0.0338649,2.9052,3.47185,14766199800,0.6522,-20.3432,2.8833,3.14912,18374101000,0.655,-21.0205,2.9983,3.15817,22549899300,0.6507,-21.3529,77054496,0.829463,-1.8439,120.916,5.43736,63003600,114543000,95633400,-0.56,0.079,1.129,0.213,0.132,0.033,0.086,0.024,3,0.157173,3.4836,37396599000,2.1876,3166880000,31611800,0.677299,1.0097,10.3039,0.0187176,3.80182,0.019007,-0.110211145215185,-0.0597730739015923,1.04573,1.18815897744399,1.07794783222881,2524,54568,254,9.7087,9.8418,9.9555,0.0131272418349511,-0.808985707163519,-0.0833585051602608,-0.0274688664418745,-0.0143416246069235,0.00472607481605325,-0.0690719698684426,-0.0397866671464353,-1,710677210058457088,240.97,14.3973,-1.0446428,1381738453.59609,3465746725.84738,2707654694.18297,3684635876.25625,2456423917.50416,1842317938.12812,5996464875.37904,4997054062.81586,8364356203.20595,10167183821.0794,921158969.064062,916492413.503488,851709720.209125,2905644049.54581,2632123680.07606,3544387403.58264,3813432013.95336,10.572832107476,0.498189210126816,0.339967914702601,9.50063160731722,0.335,0.57,2.61,2.93,-0.77752,2.08,0.86,1237668336323854762,5,1.8537,-19.963,2.548,-0.11,0.873,-0.019,-11.13283,0.45616,0.64614,0.23864,0.449,0.57691,-2.17385,2.98507462686567,0.474955192963155,10.2328641927734,9.27848,10.52321,0.66034,0.67526,10.3632,9.98119,0.706741507125044,0.24463,0.36001,-0.793416264526321,2,3,6,2.23,0.35,-0.340882800034615,0.0219013628811122,-0.0321177769135176,0.211865262828239,-2.17549999037639,0.00498991977386931,0.0395756614975997,0.175584251471615,-0.015193092595041
587742615099212168,443031,0.0371683,2.2889,1.49595,3213809920,0.6421,-18.6876,2.2852,1.57632,4035000060,0.6079,-19.3746,2.4692,1.62189,4907060200,0.5885,-19.6971,9686760,0.5,0.395295,,-9999,82667000,103620000,93547104,-0.77,0.213,2.635,0.774,0.441,0.071,0.294,0.054,1,0.10369,-2.26497,8468599800,1.86328,789577980,9272550,0.687,1.0095,9.44603,0.00957638,1.57116,0.0162573,-0.0421145076642002,0.045003415728532,1.1432,0.989461083483866,0.947346575819665,2524,54568,154,9.4739,9.6256,9.7662,0.0628185442522979,-0.647617604037006,-0.0180816746288464,-0.137258243091254,-0.0744396988389557,-0.0416197828774929,0.0788864864018138,-0.0730017888233689,-1,710677209639026688,241.483,14.1544,-0.64875007,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9.92781160992901,0.19764438582299,0.270278122377571,8.89739502808883,0.379,0.41,3.01,2.48,-0.99336,1.77,0.49,1237668367998976497,4,1.39317,-18.382,2.152,-0.014,0.775,-0.225,-10.69781,0.38801,0.93327,0.88957,0.60173,0.51313,-1.89361,2.63852242744063,0.421360790031928,9.65753348755144,8.80524,9.89537,1.07442,1.23438,9.52068,9.59551,0.457030643468826,0.00892,0.08038,-0.680386388089119,2,2,6,1.18,0.07,-0.411157081393282,0.031891858112971,0.0495625530975785,0.093918773637883,-0.782381163722922,-0.00766428547687087,-0.031660050609091,-0.0971038517144835,0.0380964221862126
587742615635755155,443316,0.0367598,4.6935,6.97219,35820601000,0.9852,-21.3053,5.2599,7.48049,49812300000,0.9741,-22.1033,6.0267,9.31442,68767597000,0.9619,-22.5635,136442000,0.926926,-3.57986,176.844,6.47304,30091500,28658500,34393700,-0.513,0.173,2.537,0.489,0.354,0.091,0.233,0.064,3,0.133174,-2.07303,148589003000,9.99916,6511819800,129112000,0.798,1.2582,12.2237,0.019007,7.0987,0.0190794,-0.127967823426694,-0.086051865662693,1.13119,1.23442524875101,1.10645742532432,2524,54568,369,9.8689,9.9462,9.9906,-0.0242974496565473,-0.912814800406681,0.104320572379246,-0.0107885650994943,-0.0350860147560417,0.0155369764908798,0.238750390419028,-0.0715212947259403,-1,710677210540802048,240.916,14.8497,-1.169084,5635239853.50891,4159571758.35416,3226072437.22991,13406687194.7491,13974122313.3546,14363689846.4342,13246462730.4396,14138181881.2761,14298466445.5236,12511158139.8332,4667891135.8044,4371010136.41674,5696443881.59329,5465725316.22748,6427063215.93333,6221365588.64117,5443694890.06102,11.1719866686901,0.873930046704868,0.999963517731243,9.81370237392223,0.325,0.47,6.1,3.94,-0.92782,2.25,0.79,1237668336860659822,-1,1.93529,-20.368,2.76,-0.023,0.946,0.016,-11.68499,,0.38143,0.15095,0.40666,0.59377,-1.91338,3.07692307692308,0.488116639021126,10.1720231509589,8.38528,10.97313,0.87097,0.82228,10.5896,10.4073,0.603426120655393,0.40369,0,-0.632273816384862,2,4,6,3.57,0.55,,-0.00624601264451519,0.0387937643532498,-0.595719017391554,1.20302341070795,-0.173803239490097,-0.14056933889746,-0.0718186989742863,-0.106203127974588
587742626910699699,443961,0.0190197,4.833,8.90576,6202959900,0.761,-19.4015,4.7868,8.43294,7248739800,0.7442,-20.0107,4.5761,7.53211,8055110100,0.7351,-20.2352,11454000,0.321163,2.17069,71.2035,8.9328,3148710,5869790,4122920,-0.952,0.094,2.051,0.478,0.326,0.047,0.216,0.033,2,0.691325,3.9492,11890900000,6.95627,452680000,12174700,0.6092,0.8337,10.5534,0.0051402,1.58316,0.0112769,-0.0294994869856708,-0.0179593487649186,0.597951,0.955635033452435,0.926135546466764,2745,54231,13,9.6,9.7506,9.8783,0.0832571636337018,-0.9344117521802,-0.208844747802334,-0.195890830419551,-0.112633666785849,0.643951582286017,0.610218701902094,-0.474893892955743,-1,772881731496706048,213.934,14.3245,-1.5235848,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.0752147268005,0.925979010351814,0.842376430322399,8.65579130721557,0.411,0.52,3.37,3.68,-0.59107,1.75,0.9,1237668348135604519,5,1.55897,-18.48,2.476,-0.148,0.795,0.056,-11.02721,,0.28636,0.6364,0.50169,0.55652,-2.3157,2.4330900243309,0.386158178123931,9.2328382964781,7.72059,9.91957,1.53597,1.70301,9.60202,9.28859,0.67298109274809,0.03281,0.32898,-0.97364588046934,2,2,7,3.63,0.56,,-0.0187252692376549,-0.0791122506790044,-1.11911227404458,-0.71167830749116,0.0626557381308968,0.134385513441279,0.340606731281613,-0.372144863101401
587742627445866611,444038,0.0506991,2.8452,6.42304,29693599700,0.511,-21.1017,3.3374,6.02499,42667799000,0.5325,-21.9352,3.7191,5.99505,55218901000,0.5505,-22.3252,214011008,0.850321,-1.65315,176.585,11.7809,37386100,70208200,56578500,-0.553,0.373,2.271,0.622,0.395,0.043,0.278,0.036,1,0.584513,-1.96043,142422999000,4.12358,10193699800,123365000,0.8335,1.2235,13.515,0.03,10.0134,0.019007,-0.397311473853907,-0.257492993266958,1.53437,1.67014377771616,1.27283230386225,2743,54259,19,9.7609,9.8858,9.9715,-0.292509689271531,-0.950210362308022,0.071489043304559,0.424961067121854,0.132451377850324,-0.0660761959998847,-0.132257577558107,0.132528191980798,-1,772318901827534848,210.034,15.2592,-0.8474025,0,438107552.606251,103357473.702739,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11.1535801264656,0.779956330425591,0.615274424562185,10.0083318396585,0.335,0.58,3.14,3.08,-0.89316,2.21,0.98,1237668348670771310,5,1.75626,-20.736,2.962,-0.163,1.022,0.223,-11.70658,0.47111,0.59991,0.21408,0.42239,0.58277,-2.21985,2.98507462686567,0.474955192963155,10.5383057019034,9.39853,11.05789,0.50009,0.32485,10.955,10.2617,0.831512146450924,0.06578,0.24126,-0.679502896732734,2,4,6,3.51,0.55,-0.326877677127239,-0.0185336074783724,-0.100153879096237,0.409964961519028,-1.76802509363996,-0.0621676398469601,0.0886609963522013,-0.0332766440273584,0.0976221960497199
587742627447505077,444105,0.0257798,1.0026,2.3165,3289629950,0.5593,-18.7129,1.0916,2.11971,4613029900,0.5532,-19.52,1.2705,2.04172,6297560100,0.555,-19.9679,12467900,0.0212043,3.55426,,-9999,51187400,113812000,82655504,-1.064,0.276,2.699,0.667,0.942,0.108,0.752,0.109,2,0.0132631,1.59903,14162900000,1.40251,1583779970,13974500,0.8071,1.255,13.515,0.03,10.303,0.019007,-0.423730312805825,-0.185724781348229,0.803867,1.82372131813635,1.39999100533052,2745,54231,49,9.5084,9.6703,9.8136,-0.307779626186751,-1.09612059956394,0.204746746273901,0.660402187267189,0.352622561080438,0.018695026655154,-0.107842019932642,-0.00545419328066643,-1,772881731647700992,213.872,14.623,-0.69400907,307991672.279465,212536754.40291,353755976.754168,821311126.078573,547540750.719049,410655563.039286,328524450.431429,273770375.359524,234660321.736735,205327781.519643,205327781.519643,136885187.679762,102663890.759822,82131112.6078573,68442593.8398811,58665080.4341838,51331945.3799108,10.1511521887383,0.326276448657654,0.146905966491006,9.19969484615983,0.413,0.16,2.12,1.06,-0.61445,1.93,0.79,1237668348672409753,3,1.65319,-18.489,2.699,-0.204,0.964,0.256,-11.21515,0.34764,0.9177,1.26828,0.66843,0.50105,-1.83495,2.42130750605327,0.384049948343599,10.0042462222473,9.31628,10.14748,0.78354,0.86719,10.4655,9.862,0.800529991120531,0.00139,0.40223,-1.13615950971603,2,2,7,1.74,0.24,-0.458870258748613,-0.0286469617329044,-0.132768928536521,0.421909597065445,-2.09785175789253,-0.316370942602458,0.238365974641603,0.329605602490749,0.0890378395236517
587742627980705883,444499,0.0232586,1.4067,5.64538,3613479940,0.6889,-18.8148,1.518,5.86377,3843340030,0.6726,-19.3218,1.6339,6.14889,4227940100,0.658,-19.5353,7105580,0.121355,3.53177,,-9999,8162970,7523850,7776260,-0.808,0.082,1.296,0.221,0.298,0.095,0.207,0.074,1,0.220394,4.90451,4561280000,6.77022,78428400,5421590,0.507,0.720499,1.0933,0.019007,1.29927,0.002,-0.136466712762166,-0.0729934125335188,0.727466,0.776483396637266,0.6400166838751,2607,54184,112,-99,,-99,-0.0513115411825886,-0.470740668476498,-0.279804079130688,-0.298783596070067,-0.350095137252656,0.585847765992167,0.705836875685296,-0.723482651215665,-1,734037983262408704,205.308,16.2305,-0.862985,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9.65908673278084,0.768176927238493,0.830602781422755,7.89447335515724,0.54,0.11,0.5,1.44,-0.3006,1.41,0.9,1237668349205610572,1,1.18725,-18.14,1.703,-0.11,0.597,-0.594,-10.46709,0.28965,0.64695,1.37396,0.7475,0.45816,-1.71559,1.85185185185185,0.267606240177031,8.82848395135809,7.37194,9.51019,1.83629,2.08539,8.71793,9.43721,0.160272303128161,0.99937,0.87256,-0.485123020906265,2,2,5,4.51,0.65,-0.538126467164924,-0.0935101035888248,-0.0582094093245168,-1.02540790715028,-2.69210155246472,-0.225793587149031,-0.223071891819781,0.487135307755412,-0.631109258374192
587742627985752227,444688,0.0601374,6.8266,5.26641,20683700200,0.733,-20.7091,6.2522,4.11141,26391300100,0.7248,-21.4137,6.1702,4.04855,31565400100,0.7312,-21.718,110626000,0.966371,-3.83529,156.389,8.02657,25369000,68833600,55445300,-0.802,0.192,0.912,0.497,0.138,0.038,0.098,0.03,1,0.1728,2.64728,58565001000,1.83141,6464580100,48681200,0.704599,1.0089,11.9371,0.023201,9.297,0.019007,-0.0103911575628537,-0.0164621368488653,1.79976,1.14726135863547,1.13687020107262,2747,54233,227,9.8605,9.9397,10.0103,0.110437262934566,-1.11750412580306,-0.103933508607727,-0.0842251019810534,0.0262121609535126,0.0121339369585993,-0.240495519302886,0.146901052312883,-1,773444690937643008,217.266,14.6995,-0.98117274,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.7676381550375,0.613990787862558,0.262785581224009,9.8105403209913,0.281,0.61,3.36,6.73,-0.56518,2.18,0.78,1237668349210656931,5,1.99853,-20.224,2.736,-0.021,0.95,0.111,-11.56964,,0.38614,0.22825,0.36683,0.59615,-1.97653,3.55871886120996,0.55129368009492,10.5048525738135,9.58367,10.72906,0.43706,0.42526,10.5016,10.3276,0.598843773013399,0.13004,0.48515,-1.03406327501643,2,3,7,2.54,0.4,,0.0822230126468744,0.0554468081910215,0.506143915587403,-1.56179823400599,0.013476161387303,-0.102400596893187,0.365878766606242,0.140243243151385
587742627995058611,445043,0.0400456,3.9733,3.98475,9120400400,0.7671,-19.82,4.2218,4.14727,12002299900,0.7677,-20.5582,4.4203,4.424,14472399900,0.7704,-20.8713,33284300,0.736378,-1.11847,75.0873,8.15604,25425100,31087300,29996300,-0.855,0.476,2.554,1.163,0.401,0.066,0.272,0.046,2,0.0966785,-2.17137,29624999900,4.82307,1697990020,25636400,0.738201,1.0513,13.515,0.00592513,1.53179,0.0187899,-0.0653422129667654,-0.0480120356651028,1.22745,1.0551250227992,0.989782809832437,2523,54572,314,9.4191,9.5823,9.7388,0.0578228813257082,-1.06129951934294,-0.0314882323500427,-0.150099517029733,-0.0922766357040243,0.175419477580124,0.316742145978673,-0.240007226503865,-1,710395752513273856,238.547,10.2057,-0.9104652,1471967369.70846,963140934.55672,483748294.405409,1323317647.57903,882211765.052685,661658823.789514,963180250.801256,802650209.001046,687985893.429468,601987656.750785,1403901774.14003,935934516.093353,1706595576.25132,1473739758.94347,1413974292.60096,1211977965.08654,1060480719.45072,10.4716583575522,0.617762310187518,0.683323565134224,9.22993513333334,0.365,0.39,4.99,4.09,-0.83401,1.92,0.83,1237662638522171820,5,1.68085,-19.32,2.318,0.014,0.828,-0.219,-11.32666,0.45577,0.15959,0.45132,0.5043,0.57748,-2.15117,2.73972602739726,0.437707135543525,9.78833479241798,8.42164,10.34647,1.07958,1.15426,9.85379,10.0603,0.383313677589553,0.005,0.21222,-1.07040890220193,2,3,7,2.54,0.4,-0.341254264638847,-0.00627020729806149,0.0914035324711013,-0.622937682310035,0.308773248636063,-0.156325522933159,-0.262598909389804,0.124920498976514,-0.197312569809819
587742628518494367,445202,0.0591345,5.3233,5.70784,28618899500,0.7832,-21.0616,5.5736,6.11947,39612400000,0.7893,-21.8546,5.4033,5.69464,46112899000,0.7726,-22.1296,168610000,0.906493,-3.36281,131.014,8.2855,33742600,54225600,39732900,-0.598,0.347,2.086,0.72,0.289,0.059,0.193,0.045,1,0.215147,-2.25937,116307001000,7.84054,5223399900,99309800,0.793001,1.068,9.75367,0.019007,4.73458,0.019007,-0.016353969600484,-0.0136111559313399,1.77185,1.08518157339788,1.0688276037974,2743,54259,345,9.5569,9.6959,9.8184,0.0933938451386844,-0.981371472113446,-0.0750805795644918,-0.159056469638582,-0.0656626244998977,-0.000990754037939134,0.209648347382921,-0.112128061734072,-1,772318903194877952,207.56,16.3363,-0.7081631,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11.0656058574985,0.786713810047071,0.894345974794649,9.71795327640466,0.304,0.75,5.47,5.58,-0.75955,2.13,0.9,1237668349743399049,5,1.67685,-20.543,2.661,-0.048,0.919,-0.052,-11.66361,0.50994,,0.21594,0.43185,0.59788,-2.18218,3.28947368421053,0.517126416391246,10.1712598827039,8.58149,10.89701,0.84514,0.77736,10.6814,10.251,0.729291836672416,0.00447,0.05911,-0.757001050516136,2,4,6,3.44,0.54,-0.292480920376257,0.0282096737510446,0.0193391454481971,-0.439276115856901,0.52284054723208,0.116320173995248,-0.00704647549302406,0.118540819635332,-0.145893335677499
587742628518560005,445209,0.0594223,5.1412,5.5358,14871799800,0.8168,-20.3509,5.1411,4.84718,18434199600,0.7705,-21.0241,5.7119,5.05806,23306600400,0.7897,-21.3887,59892800,0.917522,-3.5797,146.032,16.0531,18959600,33811600,30653300,-0.887,0.276,1.447,0.545,0.265,0.063,0.19,0.049,1,0.0925983,-2.28881,37034902000,2.91418,3058789890,31330200,0.673199,1.0378,8.15571,0.019007,1.58316,0.0297286,-0.156224676831553,-0.0663222209093917,1.77986,1.2450059182749,1.08878124144334,2743,54259,397,9.7562,9.8855,9.9943,-0.0328733369147448,-1.13432023581168,-0.0548300355860805,0.0297833384493875,-0.00308999846535718,0.194234083799278,0.0573301957321667,-0.0520277553793136,-1,772318903412981760,207.764,16.3243,-0.43159842,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.5686111997797,0.685489147545175,0.464516373306462,9.4855496460767,0.313,0.59,4.89,5.43,-0.92581,2.17,0.85,1237668349743464767,2,1.75694,-19.736,2.539,-0.085,0.897,-0.027,-11.45561,0.48933,0.43262,0.43277,0.49866,0.57415,-2.1159,3.19488817891374,0.504455662453552,10.1040948264732,8.95463,10.48703,0.78806,0.83929,10.3485,9.94623,0.716316088923431,0.00078,0.19833,-1.11993369787715,2,3,7,2.78,0.44,-0.310398157558964,0.0517710125858336,-0.00712186760847904,-0.111295444445526,0.108410287336638,0.0257374580065141,0.0499879724543779,0.0276219391415522,-0.0266921341726114
587742628519674056,445266,0.0627402,4.2044,2.86239,14139299800,0.6914,-20.2961,4.5904,2.80373,19558500400,0.6774,-21.0883,4.9273,2.77818,23568599000,0.6629,-21.4008,71786096,0.904125,-1.95398,193.415,14.2407,74330200,121790000,102705000,-0.826,0.184,0.653,0.322,0.102,0.029,0.073,0.023,1,0.557485,-2.23033,57280500000,2.55984,5593600000,47615400,0.7922,1.1047,11.6519,0.019007,8.5715,0.019007,-0.196499418227127,-0.113131601100683,1.87189,1.31839146368226,1.12189204545514,2743,54259,40,9.8788,9.9723,10.0373,-0.075458944523456,-1.13866978391679,-0.00715581784154629,0.0875546103916556,0.0120956658681997,-0.148483880756296,-0.0899852528129677,0.0898218588567623,-1,772318901915615232,210.328,15.9727,-1.2097223,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.7580068002616,0.447736188625579,0.408212821058464,9.74769140661829,0.323,0.99,4.55,4.52,-1.43759,2.26,0.7,1237668349744578766,5,1.8409,-19.884,2.715,-0.098,0.925,0.093,-11.58401,0.4516,0.736,0.49248,0.48999,0.55903,-2.00298,3.09597523219814,0.490797477668897,10.3497939792031,9.31256,10.69328,0.58971,0.56563,10.634,8.42157,0.99390582061172,0.00838,0.00791,-1.05914627236598,2,3,7,2.18,0.34,-0.34524606674707,0.0224680673539729,-0.0214039875747699,0.23463833420025,-0.367164717408611,0.394898050832205,0.29413695156918,-0.505155127827294,0.0845237835713331
587742628522491912,445365,0.0525715,3.4409,2.64809,28679800800,0.6102,-21.0639,3.9767,2.65378,40025698000,0.596,-21.8658,4.3616,2.77763,50143101000,0.5979,-22.2205,210474000,0.861133,-1.68496,235,7,194007008,275008992,251467008,-0.775,0.235,2.106,0.526,0.285,0.029,0.189,0.022,2,0.950806,-2.09465,120879997000,2.68135,11841300500,103484000,0.801901,1.1566,13.515,0.019007,10.6353,0.019007,-0.261150389224625,-0.177860880001223,1.5875,1.38970720515785,1.12855681593322,2747,54233,383,9.7399,9.8596,9.936,-0.15228536863982,-1.16119209001141,0.0118192510014379,0.145188147979552,-0.00709722066026819,-0.374843353964566,-0.267978879094012,0.234518445508352,-1,773444691591954432,216.888,15.1149,-0.39487714,2829978805.44474,624152842.391715,624851554.351353,7546610147.85264,5031073431.90176,3773305073.92632,3018644059.14105,2515536715.95088,2156174327.9579,1886652536.96316,1886652536.96316,1257768357.97544,943326268.481579,754661014.785263,985659162.334437,844850710.572375,739244371.750828,11.0823544405526,0.423864916740071,0.428353506689951,10.0733994024678,0.335,0.86,4.55,4,-1.43098,2.37,0.7,1237668349747396616,2,1.90075,-20.709,2.765,-0.056,0.926,0.047,-11.85735,0.42426,0.36946,0.37982,0.44972,0.55653,-1.97074,2.98507462686567,0.474955192963155,10.6540009338626,9.65222,11.01916,0.36659,0.23362,10.8617,9.67183,0.93933338571613,0.00401,0,-0.928093737063316,2,4,7,1.98,0.3,-0.37236791237237,-0.0148812428567642,0.0105510604911388,0.637071111833024,-0.391428564115114,0.224618410475284,0.20162164612322,-0.556301106923394,0.200262069124907
